#resid average_duration max_duration persistent_contacts
1 7.351648351648351 65 182
10 5.834319526627219 52 169
11 6.0 35 169
12 5.976331360946745 35 169
13 5.9036697247706424 39 218
14 7.5 71 144
15 5.114093959731544 47 149
16 6.4979253112033195 50 241
17 6.3858267716535435 39 127
18 5.065476190476191 36 168
19 5.854838709677419 45 186
2 6.589595375722543 42 173
20 6.089385474860335 76 179
21 6.841530054644808 76 183
22 5.194117647058824 28 170
23 4.813432835820896 47 134
24 6.502732240437158 50 183
25 5.2592592592592595 43 108
26 6.2165605095541405 45 157
3 6.1436170212765955 71 188
4 5.600985221674877 44 203
5 5.384955752212389 44 226
6 5.485355648535565 45 239
7 5.776699029126213 34 206
8 7.238095238095238 52 105
9 5.495495495495495 37 222
#TOTAL_CONTACTS 16120 for 1000 frames
