#resid average_duration max_duration persistent_contacts
1 5.649214659685864 33 191
10 5.833333333333333 56 48
11 4.587155963302752 21 218
12 5.245454545454545 56 220
13 5.1893939393939394 26 132
14 5.315789473684211 25 209
15 5.109004739336493 43 211
16 5.168141592920354 25 226
17 5.317708333333333 32 192
18 5.7834394904458595 38 157
19 5.406060606060606 43 165
2 5.3776223776223775 31 143
20 6.129251700680272 56 147
21 5.62962962962963 41 135
22 6.184523809523809 56 168
23 5.394230769230769 23 208
24 5.461538461538462 38 182
25 6.931506849315069 50 146
26 5.847058823529411 34 170
3 6.932291666666667 61 192
4 5.326086956521739 28 184
5 5.671957671957672 32 189
6 5.955357142857143 43 224
7 6.16 33 125
8 6.74468085106383 61 141
9 6.26241134751773 42 141
#TOTAL_CONTACTS 14991 for 1000 frames
