#resid average_duration max_duration persistent_contacts
1 7.277777777777778 47 18
10 5.042328042328043 28 189
11 5.406451612903226 39 155
12 6.153284671532846 40 137
13 6.9907407407407405 46 108
14 6.170212765957447 81 141
15 5.906976744186046 49 172
16 5.70935960591133 51 203
17 5.891304347826087 81 138
18 5.875 47 184
19 5.457286432160804 31 199
2 6.666666666666667 39 120
20 5.891304347826087 47 138
21 5.406666666666666 30 150
22 5.836734693877551 36 98
23 5.217948717948718 30 78
24 4.490384615384615 31 104
25 5.7539267015706805 65 191
26 6.104347826086957 39 115
3 5.947867298578199 49 211
4 5.795081967213115 45 122
5 5.723981900452489 65 221
6 6.293233082706767 40 133
7 5.778947368421052 51 190
8 5.669291338582677 44 127
9 5.666666666666667 35 126
#TOTAL_CONTACTS 12874 for 1000 frames
