           z         mean           se
  -71.500000     0.000004     0.000001
  -70.500000     0.000030     0.000006
  -69.500000     0.000116     0.000022
  -68.500000     0.000399     0.000052
  -67.500000     0.000935     0.000101
  -66.500000     0.001916     0.000151
  -65.500000     0.003244     0.000198
  -64.500000     0.004509     0.000198
  -63.500000     0.005741     0.000209
  -62.500000     0.006551     0.000192
  -61.500000     0.006961     0.000173
  -60.500000     0.007136     0.000182
  -59.500000     0.007230     0.000189
  -58.500000     0.007301     0.000182
  -57.500000     0.007338     0.000185
  -56.500000     0.007382     0.000171
  -55.500000     0.007357     0.000207
  -54.500000     0.007379     0.000176
  -53.500000     0.007400     0.000224
  -52.500000     0.007444     0.000181
  -51.500000     0.007421     0.000206
  -50.500000     0.007479     0.000199
  -49.500000     0.007529     0.000198
  -48.500000     0.007464     0.000182
  -47.500000     0.007487     0.000204
  -46.500000     0.007390     0.000203
  -45.500000     0.007524     0.000179
  -44.500000     0.007525     0.000182
  -43.500000     0.007446     0.000169
  -42.500000     0.007432     0.000206
  -41.500000     0.007448     0.000221
  -40.500000     0.007474     0.000215
  -39.500000     0.007480     0.000213
  -38.500000     0.007468     0.000198
  -37.500000     0.007603     0.000185
  -36.500000     0.007529     0.000195
  -35.500000     0.007599     0.000222
  -34.500000     0.007530     0.000181
  -33.500000     0.007519     0.000176
  -32.500000     0.007514     0.000146
  -31.500000     0.007456     0.000177
  -30.500000     0.007470     0.000175
  -29.500000     0.007479     0.000158
  -28.500000     0.007413     0.000131
  -27.500000     0.007367     0.000156
  -26.500000     0.007192     0.000193
  -25.500000     0.006921     0.000184
  -24.500000     0.006224     0.000146
  -23.500000     0.005474     0.000141
  -22.500000     0.004717     0.000148
  -21.500000     0.003971     0.000162
  -20.500000     0.003826     0.000208
  -19.500000     0.004452     0.000238
  -18.500000     0.006138     0.000331
  -17.500000     0.008991     0.000508
  -16.500000     0.013158     0.000724
  -15.500000     0.018014     0.001008
  -14.500000     0.022365     0.001112
  -13.500000     0.025106     0.001153
  -12.500000     0.024166     0.001140
  -11.500000     0.020159     0.001074
  -10.500000     0.014410     0.000680
   -9.500000     0.008726     0.000478
   -8.500000     0.004667     0.000242
   -7.500000     0.002044     0.000138
   -6.500000     0.000853     0.000104
   -5.500000     0.000356     0.000084
   -4.500000     0.000150     0.000039
   -3.500000     0.000077     0.000020
   -2.500000     0.000042     0.000010
   -1.500000     0.000036     0.000007
   -0.500000     0.000041     0.000010
    0.500000     0.000036     0.000010
    1.500000     0.000030     0.000009
    2.500000     0.000026     0.000006
    3.500000     0.000046     0.000007
    4.500000     0.000117     0.000022
    5.500000     0.000325     0.000050
    6.500000     0.000885     0.000098
    7.500000     0.002139     0.000231
    8.500000     0.004566     0.000412
    9.500000     0.008521     0.000659
   10.500000     0.013796     0.000847
   11.500000     0.019231     0.000901
   12.500000     0.023173     0.000880
   13.500000     0.024318     0.000796
   14.500000     0.022450     0.000796
   15.500000     0.017969     0.000731
   16.500000     0.012919     0.000516
   17.500000     0.008671     0.000397
   18.500000     0.005920     0.000306
   19.500000     0.004279     0.000236
   20.500000     0.003596     0.000160
   21.500000     0.003904     0.000142
   22.500000     0.004637     0.000127
   23.500000     0.005373     0.000096
   24.500000     0.006124     0.000148
   25.500000     0.006706     0.000174
   26.500000     0.007036     0.000113
   27.500000     0.007328     0.000148
   28.500000     0.007370     0.000126
   29.500000     0.007421     0.000134
   30.500000     0.007347     0.000138
   31.500000     0.007333     0.000120
   32.500000     0.007252     0.000135
   33.500000     0.007281     0.000147
   34.500000     0.007260     0.000132
   35.500000     0.007217     0.000147
   36.500000     0.007201     0.000167
   37.500000     0.007274     0.000157
   38.500000     0.007297     0.000153
   39.500000     0.007284     0.000173
   40.500000     0.007271     0.000165
   41.500000     0.007270     0.000175
   42.500000     0.007229     0.000139
   43.500000     0.007273     0.000186
   44.500000     0.007199     0.000178
   45.500000     0.007273     0.000181
   46.500000     0.007236     0.000176
   47.500000     0.007268     0.000168
   48.500000     0.007255     0.000222
   49.500000     0.007251     0.000204
   50.500000     0.007275     0.000202
   51.500000     0.007260     0.000196
   52.500000     0.007328     0.000224
   53.500000     0.007268     0.000216
   54.500000     0.007263     0.000180
   55.500000     0.007211     0.000188
   56.500000     0.007280     0.000210
   57.500000     0.007277     0.000201
   58.500000     0.007257     0.000186
   59.500000     0.007235     0.000192
   60.500000     0.007205     0.000187
   61.500000     0.007228     0.000180
   62.500000     0.007248     0.000208
   63.500000     0.007142     0.000188
   64.500000     0.006905     0.000185
   65.500000     0.006374     0.000183
   66.500000     0.005435     0.000208
   67.500000     0.004214     0.000199
   68.500000     0.002883     0.000165
   69.500000     0.001615     0.000134
   70.500000     0.000805     0.000095
   71.500000     0.000303     0.000043
   72.500000     0.000091     0.000017
   73.500000     0.000017     0.000004
   74.500000     0.000001     0.000001
   75.500000     0.000000     0.000000
