#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 92.308 84.615 61.538 79.487 9.245 0.000 0.000 0.000 0.000 0.000
1 92.308 88.462 57.692 79.487 10.954 0.000 0.000 0.000 0.000 0.000
2 84.615 100.000 73.077 85.897 7.798 0.000 0.000 0.000 0.000 0.000
3 92.308 84.615 69.231 82.051 6.784 0.000 0.000 0.000 0.000 0.000
4 84.615 88.462 73.077 82.051 4.623 4.688 0.000 0.000 1.562 1.562
5 73.077 80.769 100.000 84.615 8.006 0.000 0.000 0.000 0.000 0.000
6 92.308 73.077 84.615 83.333 5.588 0.000 0.000 0.000 0.000 0.000
7 69.231 84.615 84.615 79.487 5.128 0.000 0.000 0.000 0.000 0.000
8 76.923 84.615 92.308 84.615 4.441 1.562 0.000 0.000 0.521 0.521
9 76.923 76.923 65.385 73.077 3.846 0.000 0.000 0.000 0.000 0.000
10 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
11 100.000 84.615 69.231 84.615 8.882 3.125 0.000 0.000 1.042 1.042
12 92.308 84.615 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
13 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
14 84.615 69.231 84.615 79.487 5.128 0.000 0.000 0.000 0.000 0.000
15 73.077 84.615 84.615 80.769 3.846 0.000 0.000 0.000 0.000 0.000
16 80.769 80.769 76.923 79.487 1.282 0.000 0.000 0.000 0.000 0.000
17 84.615 69.231 84.615 79.487 5.128 0.000 0.000 0.000 0.000 0.000
18 92.308 69.231 100.000 87.179 9.245 0.000 0.000 0.000 0.000 0.000
19 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
20 65.385 84.615 84.615 78.205 6.410 0.000 0.000 0.000 0.000 0.000
21 84.615 92.308 88.462 88.462 2.221 0.000 0.000 0.000 0.000 0.000
22 65.385 100.000 76.923 80.769 10.176 0.000 0.000 0.000 0.000 0.000
23 92.308 84.615 84.615 87.179 2.564 3.125 0.000 0.000 1.042 1.042
