z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
-24.500000	0.020000	0.020000	0.030000	0.020000	0.020000	0.030000	0.020000	0.030000	0.030000	0.024444	0.001757
-23.500000	0.070000	0.060000	0.060000	0.060000	0.070000	0.070000	0.060000	0.070000	0.070000	0.065556	0.001757
-22.500000	0.140000	0.140000	0.130000	0.130000	0.140000	0.150000	0.130000	0.150000	0.150000	0.140000	0.002887
-21.500000	0.250000	0.240000	0.230000	0.240000	0.250000	0.260000	0.240000	0.250000	0.250000	0.245556	0.002940
-20.500000	0.360000	0.340000	0.340000	0.350000	0.350000	0.370000	0.350000	0.360000	0.350000	0.352222	0.003239
-19.500000	0.420000	0.400000	0.410000	0.410000	0.400000	0.420000	0.410000	0.410000	0.400000	0.408889	0.002606
-18.500000	0.400000	0.390000	0.400000	0.390000	0.390000	0.400000	0.400000	0.390000	0.390000	0.394444	0.001757
-17.500000	0.310000	0.320000	0.320000	0.320000	0.320000	0.310000	0.320000	0.310000	0.310000	0.315556	0.001757
-16.500000	0.200000	0.220000	0.220000	0.220000	0.210000	0.200000	0.210000	0.200000	0.210000	0.210000	0.002887
-15.500000	0.110000	0.130000	0.120000	0.120000	0.120000	0.110000	0.120000	0.110000	0.120000	0.117778	0.002222
-14.500000	0.050000	0.060000	0.060000	0.060000	0.060000	0.050000	0.060000	0.050000	0.050000	0.055556	0.001757
-13.500000	0.020000	0.020000	0.020000	0.020000	0.020000	0.020000	0.020000	0.020000	0.020000	0.020000	0.000000
-12.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.008889	0.001111
-11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
