z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-26.500000	0.001220	0.000690	0.001770	0.002270	0.000180	0.000960	0.007410	0.001250	0.001630	0.001931	0.000715
-25.500000	0.010310	0.004180	0.008620	0.006470	0.003340	0.003450	0.015930	0.006460	0.008960	0.007524	0.001340
-24.500000	0.030920	0.013510	0.027930	0.024120	0.016240	0.013760	0.038560	0.022550	0.030010	0.024178	0.002859
-23.500000	0.072760	0.037600	0.058510	0.061160	0.044890	0.037230	0.082510	0.058000	0.073070	0.058414	0.005367
-22.500000	0.156660	0.097730	0.110520	0.134150	0.114970	0.085300	0.154820	0.132460	0.148130	0.126082	0.008486
-21.500000	0.266090	0.193940	0.183610	0.241230	0.196090	0.155920	0.261950	0.243730	0.236250	0.219868	0.012825
-20.500000	0.374000	0.315190	0.278640	0.316220	0.308540	0.241510	0.365980	0.353440	0.320450	0.319330	0.014036
-19.500000	0.420210	0.393540	0.356010	0.383120	0.357640	0.338230	0.416960	0.419380	0.364180	0.383252	0.010343
-18.500000	0.398040	0.423990	0.380630	0.379570	0.377210	0.386730	0.393790	0.393310	0.381890	0.390573	0.004829
-17.500000	0.305020	0.354610	0.338880	0.323080	0.317310	0.364650	0.288180	0.314840	0.323120	0.325521	0.007961
-16.500000	0.196370	0.259060	0.255540	0.226800	0.229450	0.276430	0.195990	0.210010	0.238630	0.232031	0.009419
-15.500000	0.111600	0.139710	0.168750	0.142500	0.153990	0.181530	0.111180	0.115950	0.134770	0.139998	0.008330
-14.500000	0.048800	0.067290	0.088930	0.072200	0.093100	0.105710	0.052350	0.053060	0.062360	0.071533	0.006733
-13.500000	0.014220	0.023430	0.039600	0.033090	0.049790	0.049190	0.022400	0.026610	0.026460	0.031643	0.004102
-12.500000	0.003080	0.006270	0.013950	0.012070	0.025230	0.020010	0.007710	0.013560	0.009500	0.012376	0.002301
-11.500000	0.001060	0.000950	0.002930	0.003830	0.011820	0.005010	0.002040	0.007830	0.002270	0.004193	0.001193
-10.500000	0.000190	0.000000	0.000360	0.000680	0.004620	0.001250	0.000190	0.002480	0.000600	0.001152	0.000502
-9.500000	0.000000	0.000000	0.000000	0.000250	0.000840	0.000300	0.000000	0.000490	0.000000	0.000209	0.000099
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000060	0.000060	0.000000	0.000060	0.000000	0.000020	0.000010
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
