z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-29.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
-24.500000	0.030000	0.040000	0.030000	0.040000	0.030000	0.030000	0.030000	0.030000	0.040000	0.033333	0.001667
-23.500000	0.080000	0.090000	0.080000	0.090000	0.080000	0.070000	0.080000	0.070000	0.090000	0.081111	0.002606
-22.500000	0.160000	0.180000	0.170000	0.180000	0.170000	0.150000	0.160000	0.150000	0.180000	0.166667	0.004082
-21.500000	0.280000	0.290000	0.290000	0.300000	0.280000	0.260000	0.280000	0.270000	0.290000	0.282222	0.004006
-20.500000	0.380000	0.390000	0.390000	0.400000	0.390000	0.370000	0.390000	0.380000	0.390000	0.386667	0.002887
-19.500000	0.430000	0.440000	0.440000	0.430000	0.430000	0.430000	0.430000	0.440000	0.440000	0.434444	0.001757
-18.500000	0.400000	0.400000	0.400000	0.390000	0.400000	0.410000	0.400000	0.410000	0.400000	0.401111	0.002003
-17.500000	0.300000	0.300000	0.300000	0.290000	0.300000	0.310000	0.300000	0.310000	0.290000	0.300000	0.002357
-16.500000	0.190000	0.180000	0.180000	0.180000	0.190000	0.200000	0.190000	0.190000	0.180000	0.186667	0.002357
-15.500000	0.090000	0.090000	0.090000	0.090000	0.100000	0.100000	0.100000	0.100000	0.090000	0.094444	0.001757
-14.500000	0.040000	0.040000	0.040000	0.040000	0.040000	0.050000	0.040000	0.040000	0.040000	0.041111	0.001111
-13.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.020000	0.010000	0.020000	0.010000	0.012222	0.001470
-12.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.500000	0.020000	0.010000	0.010000	0.010000	0.010000	0.010000	0.020000	0.020000	0.010000	0.013333	0.001667
14.500000	0.040000	0.040000	0.040000	0.030000	0.040000	0.040000	0.040000	0.040000	0.040000	0.038889	0.001111
15.500000	0.100000	0.090000	0.090000	0.080000	0.100000	0.100000	0.100000	0.100000	0.090000	0.094444	0.002422
16.500000	0.190000	0.180000	0.190000	0.170000	0.190000	0.200000	0.190000	0.200000	0.180000	0.187778	0.003239
17.500000	0.300000	0.290000	0.300000	0.290000	0.310000	0.310000	0.310000	0.310000	0.290000	0.301111	0.003093
18.500000	0.400000	0.390000	0.400000	0.400000	0.400000	0.410000	0.400000	0.400000	0.390000	0.398889	0.002003
19.500000	0.430000	0.430000	0.440000	0.440000	0.440000	0.430000	0.430000	0.430000	0.440000	0.434444	0.001757
20.500000	0.380000	0.390000	0.390000	0.400000	0.380000	0.380000	0.370000	0.370000	0.400000	0.384444	0.003768
21.500000	0.280000	0.300000	0.280000	0.300000	0.280000	0.270000	0.270000	0.270000	0.300000	0.283333	0.004410
22.500000	0.160000	0.180000	0.170000	0.180000	0.160000	0.150000	0.160000	0.160000	0.180000	0.166667	0.003727
23.500000	0.080000	0.090000	0.080000	0.090000	0.080000	0.070000	0.080000	0.080000	0.090000	0.082222	0.002222
24.500000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.040000	0.031111	0.001111
25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
