z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-74.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-73.500000	0.000000	0.000000	0.010000	0.010000	0.010000	0.000000	0.010000	0.000000	0.010000	0.005556	0.001757
-72.500000	0.010000	0.020000	0.020000	0.020000	0.030000	0.020000	0.030000	0.020000	0.040000	0.023333	0.002887
-71.500000	0.040000	0.040000	0.050000	0.050000	0.080000	0.050000	0.080000	0.060000	0.090000	0.060000	0.006236
-70.500000	0.120000	0.100000	0.110000	0.140000	0.170000	0.110000	0.160000	0.130000	0.200000	0.137778	0.011027
-69.500000	0.280000	0.210000	0.240000	0.290000	0.320000	0.220000	0.300000	0.270000	0.370000	0.277778	0.016814
-68.500000	0.480000	0.380000	0.440000	0.490000	0.510000	0.390000	0.480000	0.460000	0.570000	0.466667	0.019579
-67.500000	0.680000	0.580000	0.650000	0.710000	0.710000	0.600000	0.660000	0.650000	0.760000	0.666667	0.018708
-66.500000	0.830000	0.760000	0.820000	0.860000	0.860000	0.790000	0.810000	0.810000	0.900000	0.826667	0.013944
-65.500000	0.920000	0.880000	0.920000	0.940000	0.940000	0.910000	0.900000	0.920000	0.970000	0.922222	0.008625
-64.500000	0.970000	0.950000	0.970000	0.980000	0.980000	0.970000	0.960000	0.970000	0.990000	0.971111	0.003889
-63.500000	0.990000	0.980000	0.990000	0.990000	0.990000	0.990000	0.980000	0.990000	0.990000	0.987778	0.001470
-62.500000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	1.000000	0.991111	0.001111
-61.500000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	0.990000	1.000000	0.990000	0.996667	0.001667
-60.500000	1.000000	1.000000	1.000000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998889	0.001111
-59.500000	1.000000	1.000000	1.000000	0.990000	1.000000	1.000000	0.990000	0.990000	1.000000	0.996667	0.001667
-58.500000	1.000000	0.990000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	0.990000	0.996667	0.001667
-57.500000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	1.000000	0.990000	1.000000	0.997778	0.001470
-56.500000	1.000000	1.000000	1.000000	0.990000	0.990000	1.000000	1.000000	0.990000	1.000000	0.996667	0.001667
-55.500000	1.000000	1.000000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998889	0.001111
-54.500000	1.000000	0.990000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	0.990000	0.996667	0.001667
-53.500000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	1.000000	0.997778	0.001470
-52.500000	1.000000	1.000000	0.990000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	0.997778	0.001470
-51.500000	0.990000	0.990000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	1.000000	0.996667	0.001667
-50.500000	1.000000	1.000000	0.990000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	0.997778	0.001470
-49.500000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	0.990000	1.000000	1.000000	0.997778	0.001470
-48.500000	1.000000	1.000000	1.000000	0.990000	1.000000	0.990000	1.000000	1.000000	1.000000	0.997778	0.001470
-47.500000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.990000	0.997778	0.001470
-46.500000	0.990000	0.990000	1.000000	1.000000	0.990000	1.000000	0.990000	1.000000	1.000000	0.995556	0.001757
-45.500000	1.000000	1.000000	0.990000	0.990000	1.000000	1.000000	1.000000	1.000000	0.990000	0.996667	0.001667
-44.500000	1.000000	0.990000	1.000000	0.990000	0.990000	0.990000	1.000000	1.000000	1.000000	0.995556	0.001757
-43.500000	0.990000	0.990000	1.000000	1.000000	0.990000	1.000000	0.990000	1.000000	1.000000	0.995556	0.001757
-42.500000	1.000000	1.000000	0.990000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	0.997778	0.001470
-41.500000	0.990000	0.990000	1.000000	0.990000	1.000000	0.990000	1.000000	0.990000	1.000000	0.994444	0.001757
-40.500000	1.000000	1.000000	1.000000	1.000000	0.990000	1.000000	0.990000	1.000000	0.990000	0.996667	0.001667
-39.500000	0.990000	0.990000	0.990000	0.990000	1.000000	0.990000	1.000000	1.000000	1.000000	0.994444	0.001757
-38.500000	0.990000	1.000000	1.000000	0.990000	0.990000	0.990000	0.990000	1.000000	0.990000	0.993333	0.001667
-37.500000	1.000000	1.000000	1.000000	1.000000	0.990000	0.990000	0.990000	0.990000	0.990000	0.994444	0.001757
-36.500000	0.990000	0.990000	1.000000	0.990000	0.990000	0.990000	0.990000	1.000000	1.000000	0.993333	0.001667
-35.500000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	1.000000	0.990000	0.991111	0.001111
-34.500000	0.990000	1.000000	1.000000	0.990000	0.990000	0.990000	0.990000	1.000000	0.990000	0.993333	0.001667
-33.500000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	1.000000	0.991111	0.001111
-32.500000	0.990000	0.990000	1.000000	0.990000	0.990000	1.000000	0.990000	0.990000	0.990000	0.992222	0.001470
-31.500000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.000000
-30.500000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.000000
-29.500000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.990000	0.000000
-28.500000	0.980000	0.980000	0.990000	0.980000	0.980000	0.980000	0.980000	0.980000	0.980000	0.981111	0.001111
