z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-66.500000	0.423350	0.062040	0.076270	0.159520	0.032590	0.000740	0.481240	0.312800	0.215530	0.196009	0.058395
-65.500000	0.669690	0.181650	0.162950	0.341150	0.115290	0.010640	0.697980	0.474700	0.407890	0.340216	0.081223
-64.500000	0.856500	0.403090	0.298180	0.593900	0.239290	0.053680	0.886730	0.641090	0.592600	0.507229	0.093599
-63.500000	0.950080	0.639790	0.492490	0.826990	0.414830	0.210120	0.952680	0.784190	0.738300	0.667719	0.084136
-62.500000	0.973960	0.790020	0.707130	0.960150	0.668920	0.445230	0.983840	0.857490	0.860150	0.805210	0.058708
-61.500000	0.989040	0.914190	0.882610	0.982800	0.863720	0.696840	0.985950	0.930060	0.946420	0.910181	0.030594
-60.500000	0.989370	0.980580	0.949430	0.988820	0.964520	0.875950	0.973160	0.963820	0.980870	0.962947	0.011701
-59.500000	0.972030	0.986420	0.968580	0.987800	0.973620	0.956570	0.990950	0.983140	0.981420	0.977837	0.003681
-58.500000	0.980460	0.989800	0.986900	0.990580	0.994250	0.995960	0.989670	0.986660	0.983100	0.988598	0.001649
-57.500000	0.977040	0.999430	0.987610	0.988280	0.982380	0.983120	0.984640	0.981920	0.993790	0.986468	0.002258
-56.500000	0.981040	0.974140	0.980140	0.999000	0.988830	0.985860	0.980960	0.982670	0.985810	0.984272	0.002316
-55.500000	0.975770	0.991050	0.987220	0.983450	0.995520	0.993080	0.983160	0.969700	0.985520	0.984941	0.002746
-54.500000	0.980860	0.989280	0.987270	0.992590	0.991110	0.984980	0.997870	0.993030	0.987670	0.989407	0.001658
-53.500000	0.989600	0.991780	0.982780	0.988080	0.988000	0.989990	0.985640	0.980460	0.981760	0.986454	0.001333
-52.500000	0.980120	0.990370	0.990390	0.998970	0.988080	0.989610	0.982210	0.975850	0.994610	0.987801	0.002418
-51.500000	0.987570	0.976990	0.969460	0.988070	0.986250	0.986420	0.986600	0.979710	0.985670	0.982971	0.002106
-50.500000	0.976150	0.992490	0.989390	0.991200	0.995350	0.995170	0.994810	0.972990	0.976290	0.987093	0.003072
-49.500000	0.988140	0.988090	0.985880	0.993690	0.991160	0.982640	0.990920	0.989030	0.992720	0.989141	0.001153
-48.500000	0.973820	0.995590	0.981300	0.982630	0.975190	0.987520	0.979250	0.987710	0.972660	0.981741	0.002517
-47.500000	0.993020	0.979790	0.987820	0.986500	0.995270	0.995380	0.989070	0.976390	0.988050	0.987921	0.002167
-46.500000	0.970310	0.995560	0.978880	0.996510	1.006690	0.989300	0.983740	0.979310	0.985290	0.987288	0.003676
-45.500000	0.987210	0.986630	0.988260	0.994140	0.982340	0.984840	0.986600	0.985950	0.988540	0.987168	0.001071
-44.500000	0.993230	0.985840	0.980530	0.985400	0.993660	0.990070	0.978090	0.985390	0.995880	0.987566	0.002029
