z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-73.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-72.500000	0.000000	0.000000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.006667	0.001667
-71.500000	0.010000	0.010000	0.030000	0.020000	0.020000	0.030000	0.020000	0.030000	0.020000	0.021111	0.002606
-70.500000	0.030000	0.040000	0.080000	0.060000	0.050000	0.080000	0.050000	0.070000	0.060000	0.057778	0.005720
-69.500000	0.070000	0.110000	0.170000	0.140000	0.140000	0.170000	0.120000	0.160000	0.140000	0.135556	0.010686
-68.500000	0.160000	0.240000	0.310000	0.290000	0.300000	0.320000	0.250000	0.310000	0.270000	0.272222	0.016814
-67.500000	0.320000	0.430000	0.480000	0.490000	0.510000	0.510000	0.430000	0.510000	0.450000	0.458889	0.020510
-66.500000	0.520000	0.630000	0.650000	0.700000	0.700000	0.720000	0.640000	0.710000	0.640000	0.656667	0.020616
-65.500000	0.720000	0.810000	0.810000	0.850000	0.850000	0.870000	0.810000	0.870000	0.810000	0.822222	0.015436
-64.500000	0.880000	0.920000	0.910000	0.940000	0.940000	0.950000	0.930000	0.960000	0.920000	0.927778	0.007954
-63.500000	0.960000	0.970000	0.970000	0.980000	0.980000	0.990000	0.980000	0.990000	0.970000	0.976667	0.003333
-62.500000	0.990000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998889	0.001111
-61.500000	1.000000	1.000000	1.000000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.006667	0.001667
-60.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-59.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-58.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-57.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
