z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-31.500000	0.000120	0.000170	0.000310	0.000070	0.000530	0.000230	0.000120	0.000240	0.000060	0.000206	0.000049
-30.500000	0.000200	0.000630	0.000630	0.000400	0.001440	0.001130	0.000420	0.000610	0.000340	0.000644	0.000133
-29.500000	0.001900	0.002000	0.001990	0.001490	0.003960	0.003510	0.001560	0.003400	0.001360	0.002352	0.000330
-28.500000	0.004580	0.007040	0.005950	0.005910	0.008050	0.009400	0.007640	0.009270	0.005430	0.007030	0.000566
-27.500000	0.014780	0.020680	0.015270	0.014480	0.022080	0.024960	0.022680	0.024500	0.014620	0.019339	0.001500
-26.500000	0.036360	0.049820	0.038770	0.036600	0.044720	0.053770	0.051920	0.053640	0.035150	0.044528	0.002640
-25.500000	0.072220	0.097280	0.080110	0.073490	0.083900	0.093980	0.098260	0.099990	0.070420	0.085517	0.004019
-24.500000	0.125480	0.162930	0.143680	0.128850	0.134020	0.160030	0.158550	0.160060	0.126720	0.144480	0.005341
-23.500000	0.191770	0.227220	0.210000	0.194940	0.191840	0.225920	0.223350	0.222790	0.199450	0.209698	0.005125
-22.500000	0.255120	0.275060	0.265600	0.255380	0.250390	0.278940	0.265650	0.270890	0.273840	0.265652	0.003352
-21.500000	0.299400	0.297760	0.297910	0.297330	0.287420	0.307340	0.295930	0.297260	0.312880	0.299248	0.002398
-20.500000	0.309700	0.300180	0.304860	0.305460	0.296560	0.301490	0.292750	0.291620	0.319430	0.302450	0.002906
-19.500000	0.287430	0.276850	0.274220	0.288830	0.285710	0.276410	0.262570	0.257270	0.289060	0.277594	0.003859
-18.500000	0.234330	0.219770	0.225960	0.243220	0.242120	0.222210	0.221630	0.208000	0.231570	0.227646	0.003780
-17.500000	0.181660	0.155320	0.165750	0.188290	0.178250	0.161320	0.158780	0.154710	0.162970	0.167450	0.004079
-16.500000	0.114400	0.093620	0.109080	0.115300	0.117180	0.095780	0.100280	0.104170	0.105670	0.106164	0.002851
-15.500000	0.059160	0.046980	0.061860	0.056690	0.057370	0.051940	0.056050	0.059430	0.055940	0.056158	0.001472
-14.500000	0.026710	0.020830	0.029310	0.019880	0.025300	0.021140	0.025820	0.026450	0.024930	0.024486	0.001057
-13.500000	0.009310	0.006780	0.010980	0.006070	0.007950	0.006690	0.010740	0.009480	0.009870	0.008652	0.000611
-12.500000	0.002500	0.002710	0.002910	0.001570	0.002070	0.001400	0.002740	0.002910	0.002900	0.002412	0.000197
-11.500000	0.000530	0.000570	0.000680	0.000180	0.000410	0.000330	0.000470	0.000220	0.000620	0.000446	0.000058
-10.500000	0.000130	0.000070	0.000070	0.000000	0.000080	0.000010	0.000010	0.000000	0.000120	0.000054	0.000017
-9.500000	0.000010	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000003	0.000002
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
