z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-71.500000	0.010000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002222	0.001470
-70.500000	0.030000	0.020000	0.010000	0.010000	0.010000	0.020000	0.010000	0.010000	0.000000	0.013333	0.002887
-69.500000	0.070000	0.060000	0.030000	0.040000	0.040000	0.060000	0.030000	0.040000	0.030000	0.044444	0.005031
-68.500000	0.130000	0.140000	0.110000	0.120000	0.110000	0.160000	0.070000	0.120000	0.080000	0.115556	0.009296
-67.500000	0.250000	0.290000	0.260000	0.270000	0.220000	0.320000	0.180000	0.250000	0.200000	0.248889	0.014572
-66.500000	0.410000	0.480000	0.450000	0.470000	0.390000	0.530000	0.350000	0.440000	0.380000	0.433333	0.018782
-65.500000	0.600000	0.680000	0.640000	0.660000	0.600000	0.730000	0.560000	0.630000	0.580000	0.631111	0.017752
-64.500000	0.770000	0.840000	0.800000	0.820000	0.800000	0.870000	0.760000	0.780000	0.760000	0.800000	0.012583
-63.500000	0.890000	0.930000	0.910000	0.910000	0.920000	0.950000	0.890000	0.890000	0.890000	0.908889	0.007158
-62.500000	0.960000	0.980000	0.970000	0.960000	0.980000	0.990000	0.960000	0.960000	0.960000	0.968889	0.003889
-61.500000	0.990000	0.990000	0.990000	0.990000	1.000000	1.000000	0.990000	0.980000	0.990000	0.991111	0.002003
-60.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.990000	0.998889	0.001111
-59.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-58.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-57.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-56.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-55.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-54.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-53.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-52.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.010000	1.000000	1.000000	1.001111	0.001111
-51.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-50.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.010000	1.001111	0.001111
-49.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.010000	1.000000	1.000000	1.001111	0.001111
-48.500000	1.000000	1.000000	1.010000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.001111	0.001111
-47.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-46.500000	1.000000	1.000000	1.000000	1.000000	1.010000	1.000000	1.000000	1.000000	1.000000	1.001111	0.001111
-45.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-44.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-43.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-42.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-41.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-40.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-39.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-38.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-37.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.010000	1.001111	0.001111
-36.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-35.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-34.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-33.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-32.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-31.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-30.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-29.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-28.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
-27.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.010000	1.000000	1.001111	0.001111
-26.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-25.500000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	0.000000
-24.500000	1.040000	1.050000	1.040000	1.050000	1.040000	1.050000	1.040000	1.040000	1.030000	1.042222	0.002222
-23.500000	1.080000	1.080000	1.080000	1.090000	1.080000	1.090000	1.080000	1.090000	1.090000	1.084444	0.001757
-22.500000	1.160000	1.150000	1.150000	1.160000	1.150000	1.160000	1.140000	1.160000	1.140000	1.152222	0.002778
-21.500000	1.240000	1.230000	1.230000	1.240000	1.230000	1.250000	1.230000	1.240000	1.220000	1.234444	0.002940
-20.500000	1.310000	1.310000	1.310000	1.300000	1.300000	1.320000	1.310000	1.300000	1.310000	1.307778	0.002222
-19.500000	1.340000	1.350000	1.350000	1.340000	1.350000	1.350000	1.350000	1.340000	1.350000	1.346667	0.001667
-18.500000	1.340000	1.360000	1.350000	1.340000	1.340000	1.350000	1.340000	1.350000	1.350000	1.346667	0.002357
-17.500000	1.310000	1.320000	1.320000	1.320000	1.320000	1.320000	1.320000	1.320000	1.310000	1.317778	0.001470
-16.500000	1.280000	1.280000	1.280000	1.280000	1.280000	1.270000	1.280000	1.280000	1.280000	1.278889	0.001111
-15.500000	1.220000	1.230000	1.230000	1.230000	1.230000	1.220000	1.230000	1.220000	1.230000	1.226667	0.001667
-14.500000	1.160000	1.160000	1.160000	1.150000	1.160000	1.150000	1.170000	1.160000	1.160000	1.158889	0.002003
-13.500000	1.080000	1.080000	1.080000	1.080000	1.080000	1.070000	1.090000	1.080000	1.080000	1.080000	0.001667
-12.500000	1.010000	1.000000	1.000000	1.010000	1.000000	0.990000	1.000000	1.010000	1.010000	1.003333	0.002357
-11.500000	0.950000	0.940000	0.940000	0.950000	0.940000	0.930000	0.950000	0.950000	0.940000	0.943333	0.002357
-10.500000	0.900000	0.890000	0.900000	0.910000	0.900000	0.900000	0.900000	0.900000	0.900000	0.900000	0.001667
-9.500000	0.880000	0.860000	0.870000	0.880000	0.870000	0.870000	0.870000	0.870000	0.870000	0.871111	0.002003
-8.500000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.000000
-7.500000	0.850000	0.850000	0.850000	0.850000	0.850000	0.850000	0.850000	0.850000	0.850000	0.850000	0.000000
-6.500000	0.840000	0.840000	0.840000	0.840000	0.830000	0.830000	0.840000	0.840000	0.840000	0.837778	0.001470
-5.500000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.000000
-4.500000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.000000
-3.500000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.000000
-2.500000	0.740000	0.730000	0.740000	0.750000	0.730000	0.740000	0.740000	0.740000	0.740000	0.738889	0.002003
-1.500000	0.710000	0.700000	0.700000	0.710000	0.710000	0.700000	0.710000	0.710000	0.710000	0.706667	0.001667
-0.500000	0.690000	0.680000	0.690000	0.680000	0.680000	0.680000	0.690000	0.690000	0.690000	0.685556	0.001757
0.500000	0.690000	0.680000	0.690000	0.680000	0.690000	0.680000	0.690000	0.690000	0.690000	0.686667	0.001667
1.500000	0.710000	0.700000	0.710000	0.700000	0.710000	0.700000	0.700000	0.700000	0.710000	0.704444	0.001757
2.500000	0.730000	0.740000	0.740000	0.730000	0.740000	0.740000	0.740000	0.740000	0.740000	0.737778	0.001470
3.500000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.000000
4.500000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.800000	0.000000
5.500000	0.820000	0.830000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.821111	0.001111
6.500000	0.830000	0.830000	0.840000	0.830000	0.840000	0.840000	0.830000	0.830000	0.830000	0.833333	0.001667
7.500000	0.840000	0.850000	0.840000	0.850000	0.850000	0.850000	0.850000	0.850000	0.850000	0.847778	0.001470
8.500000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.860000	0.000000
9.500000	0.870000	0.880000	0.870000	0.870000	0.870000	0.880000	0.880000	0.870000	0.880000	0.874444	0.001757
10.500000	0.900000	0.900000	0.900000	0.900000	0.900000	0.900000	0.900000	0.890000	0.910000	0.900000	0.001667
11.500000	0.930000	0.950000	0.940000	0.930000	0.950000	0.940000	0.940000	0.930000	0.950000	0.940000	0.002887
12.500000	1.000000	1.000000	1.010000	1.000000	1.010000	1.000000	1.010000	1.000000	1.010000	1.004444	0.001757
13.500000	1.080000	1.080000	1.080000	1.080000	1.080000	1.070000	1.090000	1.080000	1.090000	1.081111	0.002003
14.500000	1.160000	1.150000	1.160000	1.160000	1.160000	1.150000	1.160000	1.160000	1.160000	1.157778	0.001470
15.500000	1.230000	1.230000	1.230000	1.230000	1.230000	1.220000	1.230000	1.230000	1.230000	1.228889	0.001111
16.500000	1.280000	1.280000	1.280000	1.280000	1.290000	1.270000	1.280000	1.280000	1.280000	1.280000	0.001667
17.500000	1.330000	1.310000	1.320000	1.320000	1.320000	1.320000	1.320000	1.330000	1.320000	1.321111	0.002003
18.500000	1.360000	1.340000	1.340000	1.350000	1.350000	1.350000	1.340000	1.350000	1.350000	1.347778	0.002222
19.500000	1.350000	1.350000	1.350000	1.350000	1.350000	1.340000	1.340000	1.350000	1.340000	1.346667	0.001667
20.500000	1.310000	1.300000	1.310000	1.310000	1.310000	1.310000	1.300000	1.310000	1.300000	1.306667	0.001667
21.500000	1.230000	1.240000	1.230000	1.230000	1.240000	1.250000	1.230000	1.220000	1.230000	1.233333	0.002887
22.500000	1.150000	1.160000	1.150000	1.150000	1.150000	1.170000	1.150000	1.150000	1.150000	1.153333	0.002357
23.500000	1.080000	1.090000	1.090000	1.080000	1.080000	1.100000	1.080000	1.080000	1.080000	1.084444	0.002422
24.500000	1.040000	1.050000	1.040000	1.040000	1.040000	1.050000	1.040000	1.040000	1.040000	1.042222	0.001470
25.500000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	1.020000	1.010000	1.020000	1.018889	0.001111
26.500000	1.010000	1.010000	1.010000	1.010000	1.000000	1.010000	1.010000	1.010000	1.000000	1.007778	0.001470
27.500000	1.000000	1.000000	1.010000	1.010000	1.000000	1.000000	1.000000	1.010000	1.000000	1.003333	0.001667
28.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.010000	1.000000	1.000000	1.010000	1.002222	0.001470
29.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
30.500000	1.000000	1.000000	1.000000	1.010000	1.000000	1.000000	1.000000	1.000000	1.000000	1.001111	0.001111
31.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
32.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
33.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
34.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
35.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
36.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
37.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
38.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
39.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
40.500000	1.000000	1.010000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.001111	0.001111
41.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
42.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
43.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
44.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
45.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
46.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
47.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
48.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
49.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
50.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
51.500000	1.010000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.001111	0.001111
52.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
53.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
54.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
55.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
56.500000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000
