z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.008889	0.001111
-19.500000	0.020000	0.020000	0.020000	0.040000	0.020000	0.030000	0.020000	0.010000	0.020000	0.022222	0.002778
-18.500000	0.050000	0.040000	0.040000	0.090000	0.050000	0.070000	0.050000	0.040000	0.060000	0.054444	0.005556
-17.500000	0.100000	0.100000	0.100000	0.190000	0.100000	0.140000	0.100000	0.090000	0.130000	0.116667	0.010672
-16.500000	0.200000	0.190000	0.190000	0.310000	0.190000	0.250000	0.200000	0.180000	0.240000	0.216667	0.014142
-15.500000	0.330000	0.320000	0.320000	0.460000	0.320000	0.400000	0.330000	0.310000	0.390000	0.353333	0.017159
-14.500000	0.480000	0.460000	0.470000	0.590000	0.470000	0.550000	0.480000	0.460000	0.540000	0.500000	0.015811
-13.500000	0.620000	0.600000	0.600000	0.690000	0.600000	0.670000	0.610000	0.600000	0.660000	0.627778	0.011876
-12.500000	0.720000	0.700000	0.710000	0.750000	0.700000	0.740000	0.710000	0.700000	0.740000	0.718889	0.006550
-11.500000	0.770000	0.760000	0.770000	0.780000	0.760000	0.780000	0.770000	0.770000	0.780000	0.771111	0.002606
-10.500000	0.800000	0.790000	0.790000	0.790000	0.790000	0.800000	0.800000	0.800000	0.800000	0.795556	0.001757
-9.500000	0.800000	0.800000	0.800000	0.790000	0.800000	0.800000	0.800000	0.800000	0.800000	0.798889	0.001111
-8.500000	0.790000	0.790000	0.800000	0.790000	0.800000	0.790000	0.790000	0.800000	0.790000	0.793333	0.001667
-7.500000	0.780000	0.780000	0.780000	0.780000	0.790000	0.780000	0.780000	0.780000	0.780000	0.781111	0.001111
-6.500000	0.770000	0.770000	0.770000	0.760000	0.770000	0.760000	0.770000	0.770000	0.760000	0.766667	0.001667
-5.500000	0.750000	0.750000	0.750000	0.730000	0.750000	0.740000	0.750000	0.750000	0.740000	0.745556	0.002422
-4.500000	0.720000	0.720000	0.720000	0.690000	0.720000	0.710000	0.720000	0.720000	0.710000	0.714444	0.003379
-3.500000	0.680000	0.680000	0.680000	0.650000	0.680000	0.660000	0.680000	0.680000	0.660000	0.672222	0.004006
-2.500000	0.630000	0.630000	0.630000	0.600000	0.630000	0.610000	0.630000	0.630000	0.610000	0.622222	0.004006
-1.500000	0.580000	0.590000	0.580000	0.570000	0.580000	0.570000	0.580000	0.590000	0.570000	0.578889	0.002606
-0.500000	0.550000	0.560000	0.550000	0.570000	0.560000	0.550000	0.550000	0.560000	0.560000	0.556667	0.002357
0.500000	0.550000	0.560000	0.550000	0.590000	0.550000	0.570000	0.550000	0.560000	0.570000	0.561111	0.004547
1.500000	0.580000	0.590000	0.580000	0.620000	0.590000	0.600000	0.580000	0.580000	0.600000	0.591111	0.004547
2.500000	0.630000	0.630000	0.630000	0.660000	0.630000	0.650000	0.630000	0.630000	0.650000	0.637778	0.004006
3.500000	0.680000	0.680000	0.680000	0.690000	0.680000	0.690000	0.680000	0.680000	0.690000	0.683333	0.001667
4.500000	0.720000	0.720000	0.720000	0.720000	0.720000	0.730000	0.720000	0.720000	0.730000	0.722222	0.001470
5.500000	0.750000	0.750000	0.750000	0.750000	0.750000	0.750000	0.750000	0.750000	0.750000	0.750000	0.000000
6.500000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.770000	0.000000
7.500000	0.790000	0.790000	0.780000	0.790000	0.780000	0.790000	0.780000	0.780000	0.790000	0.785556	0.001757
8.500000	0.790000	0.790000	0.800000	0.800000	0.800000	0.800000	0.800000	0.790000	0.800000	0.796667	0.001667
9.500000	0.800000	0.800000	0.800000	0.780000	0.800000	0.800000	0.800000	0.800000	0.800000	0.797778	0.002222
10.500000	0.800000	0.790000	0.790000	0.740000	0.790000	0.780000	0.800000	0.790000	0.780000	0.784444	0.006035
11.500000	0.770000	0.770000	0.770000	0.670000	0.770000	0.730000	0.770000	0.760000	0.730000	0.748889	0.011358
12.500000	0.720000	0.700000	0.710000	0.570000	0.710000	0.650000	0.710000	0.700000	0.650000	0.680000	0.016245
13.500000	0.620000	0.600000	0.610000	0.460000	0.600000	0.540000	0.610000	0.600000	0.530000	0.574444	0.017804
14.500000	0.480000	0.470000	0.470000	0.340000	0.470000	0.400000	0.480000	0.460000	0.390000	0.440000	0.016833
15.500000	0.330000	0.320000	0.320000	0.220000	0.320000	0.270000	0.330000	0.320000	0.260000	0.298889	0.013064
16.500000	0.200000	0.190000	0.190000	0.130000	0.190000	0.160000	0.200000	0.190000	0.150000	0.177778	0.008296
17.500000	0.100000	0.100000	0.100000	0.070000	0.100000	0.080000	0.100000	0.100000	0.080000	0.092222	0.004006
18.500000	0.050000	0.040000	0.040000	0.030000	0.040000	0.040000	0.040000	0.040000	0.040000	0.040000	0.001667
19.500000	0.020000	0.020000	0.020000	0.010000	0.020000	0.010000	0.020000	0.020000	0.010000	0.016667	0.001667
20.500000	0.010000	0.010000	0.000000	0.000000	0.010000	0.000000	0.010000	0.010000	0.000000	0.005556	0.001757
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
