z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-29.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
-24.500000	0.030000	0.030000	0.040000	0.040000	0.030000	0.040000	0.040000	0.040000	0.040000	0.036667	0.001667
-23.500000	0.090000	0.080000	0.090000	0.100000	0.090000	0.100000	0.100000	0.090000	0.090000	0.092222	0.002222
-22.500000	0.180000	0.180000	0.190000	0.200000	0.180000	0.190000	0.200000	0.190000	0.190000	0.188889	0.002606
-21.500000	0.310000	0.300000	0.320000	0.310000	0.290000	0.310000	0.320000	0.310000	0.310000	0.308889	0.003093
-20.500000	0.410000	0.400000	0.410000	0.400000	0.390000	0.400000	0.410000	0.400000	0.410000	0.403333	0.002357
-19.500000	0.440000	0.430000	0.430000	0.420000	0.430000	0.430000	0.440000	0.430000	0.440000	0.432222	0.002222
-18.500000	0.380000	0.390000	0.370000	0.370000	0.380000	0.370000	0.380000	0.380000	0.380000	0.377778	0.002222
-17.500000	0.270000	0.280000	0.260000	0.270000	0.280000	0.270000	0.260000	0.270000	0.270000	0.270000	0.002357
-16.500000	0.160000	0.170000	0.150000	0.160000	0.170000	0.160000	0.150000	0.160000	0.160000	0.160000	0.002357
-15.500000	0.070000	0.080000	0.070000	0.080000	0.090000	0.080000	0.070000	0.080000	0.070000	0.076667	0.002357
-14.500000	0.030000	0.030000	0.030000	0.030000	0.040000	0.030000	0.030000	0.030000	0.030000	0.031111	0.001111
-13.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
-12.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
14.500000	0.040000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.031111	0.001111
15.500000	0.080000	0.080000	0.070000	0.070000	0.080000	0.070000	0.070000	0.070000	0.070000	0.073333	0.001667
16.500000	0.170000	0.170000	0.160000	0.150000	0.170000	0.150000	0.150000	0.160000	0.160000	0.160000	0.002887
17.500000	0.270000	0.280000	0.270000	0.260000	0.280000	0.270000	0.260000	0.270000	0.270000	0.270000	0.002357
18.500000	0.370000	0.390000	0.380000	0.380000	0.380000	0.380000	0.370000	0.380000	0.380000	0.378889	0.002003
19.500000	0.420000	0.440000	0.430000	0.440000	0.430000	0.440000	0.430000	0.440000	0.430000	0.433333	0.002357
20.500000	0.390000	0.400000	0.400000	0.410000	0.400000	0.420000	0.410000	0.410000	0.410000	0.405556	0.002940
21.500000	0.300000	0.290000	0.310000	0.310000	0.290000	0.320000	0.320000	0.310000	0.310000	0.306667	0.003727
22.500000	0.190000	0.170000	0.190000	0.190000	0.180000	0.190000	0.200000	0.190000	0.190000	0.187778	0.002778
23.500000	0.100000	0.080000	0.090000	0.090000	0.080000	0.090000	0.100000	0.090000	0.100000	0.091111	0.002606
24.500000	0.040000	0.030000	0.040000	0.040000	0.030000	0.040000	0.040000	0.040000	0.040000	0.037778	0.001470
25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
