z	dens_traj1_bloc1	dens_traj1_bloc2	dens_traj1_bloc3	dens_traj2_bloc1	dens_traj2_bloc2	dens_traj2_bloc3	dens_traj3_bloc1	dens_traj3_bloc2	dens_traj3_bloc3	dens_mean	se
-74.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-73.500000	0.010000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002222	0.001470
-72.500000	0.030000	0.020000	0.020000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.013333	0.002887
-71.500000	0.080000	0.060000	0.060000	0.020000	0.040000	0.040000	0.040000	0.030000	0.050000	0.046667	0.006009
-70.500000	0.170000	0.130000	0.150000	0.080000	0.120000	0.110000	0.120000	0.080000	0.130000	0.121111	0.009782
-69.500000	0.300000	0.260000	0.300000	0.200000	0.260000	0.240000	0.230000	0.190000	0.270000	0.250000	0.013017
-68.500000	0.480000	0.450000	0.510000	0.390000	0.460000	0.420000	0.390000	0.370000	0.460000	0.436667	0.015635
-67.500000	0.670000	0.650000	0.720000	0.600000	0.660000	0.620000	0.570000	0.580000	0.650000	0.635556	0.015909
-66.500000	0.830000	0.820000	0.880000	0.800000	0.830000	0.790000	0.740000	0.770000	0.810000	0.807778	0.013310
-65.500000	0.920000	0.930000	0.970000	0.920000	0.930000	0.910000	0.870000	0.890000	0.920000	0.917778	0.009246
-64.500000	0.970000	0.980000	1.000000	0.980000	0.980000	0.970000	0.950000	0.960000	0.970000	0.973333	0.004714
-63.500000	0.990000	1.000000	1.010000	1.010000	1.000000	1.000000	0.990000	0.990000	0.990000	0.997778	0.002778
-62.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.000000	1.010000	1.000000	1.007778	0.001470
-61.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-60.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-59.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-58.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-57.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-56.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-55.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-54.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-53.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-52.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-51.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-50.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-49.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-48.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-47.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-46.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-45.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-44.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-43.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-42.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-41.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
-40.500000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	1.010000	0.000000
