z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.000000	0.010000	0.000000	0.000000	0.000000	0.010000	0.010000	0.000000	0.003333	0.001667
-19.500000	0.010000	0.010000	0.020000	0.010000	0.010000	0.010000	0.020000	0.020000	0.020000	0.014444	0.001757
-18.500000	0.030000	0.030000	0.050000	0.040000	0.040000	0.030000	0.040000	0.050000	0.050000	0.040000	0.002887
-17.500000	0.070000	0.060000	0.110000	0.080000	0.100000	0.080000	0.100000	0.110000	0.110000	0.091111	0.006334
-16.500000	0.140000	0.120000	0.210000	0.160000	0.190000	0.150000	0.200000	0.210000	0.210000	0.176667	0.011547
-15.500000	0.260000	0.220000	0.340000	0.270000	0.330000	0.260000	0.340000	0.340000	0.340000	0.300000	0.015723
-14.500000	0.400000	0.350000	0.490000	0.410000	0.490000	0.400000	0.490000	0.490000	0.490000	0.445556	0.018417
-13.500000	0.540000	0.490000	0.630000	0.550000	0.630000	0.550000	0.630000	0.630000	0.630000	0.586667	0.018105
-12.500000	0.670000	0.610000	0.730000	0.680000	0.740000	0.680000	0.730000	0.730000	0.740000	0.701111	0.014761
-11.500000	0.760000	0.720000	0.800000	0.760000	0.800000	0.760000	0.790000	0.790000	0.800000	0.775556	0.009146
-10.500000	0.810000	0.780000	0.820000	0.810000	0.830000	0.810000	0.820000	0.820000	0.830000	0.814444	0.005031
-9.500000	0.830000	0.820000	0.840000	0.830000	0.830000	0.830000	0.840000	0.830000	0.830000	0.831111	0.002003
-8.500000	0.840000	0.830000	0.830000	0.840000	0.830000	0.830000	0.840000	0.830000	0.830000	0.833333	0.001667
-7.500000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.000000
-6.500000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.000000
-5.500000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.000000
-4.500000	0.790000	0.790000	0.780000	0.790000	0.780000	0.790000	0.780000	0.790000	0.790000	0.786667	0.001667
-3.500000	0.760000	0.760000	0.750000	0.760000	0.750000	0.760000	0.750000	0.750000	0.750000	0.754444	0.001757
-2.500000	0.730000	0.730000	0.710000	0.720000	0.710000	0.720000	0.710000	0.710000	0.710000	0.716667	0.002887
-1.500000	0.690000	0.700000	0.680000	0.690000	0.680000	0.690000	0.680000	0.680000	0.680000	0.685556	0.002422
-0.500000	0.670000	0.680000	0.670000	0.670000	0.670000	0.670000	0.670000	0.670000	0.660000	0.670000	0.001667
0.500000	0.670000	0.670000	0.680000	0.670000	0.680000	0.670000	0.680000	0.670000	0.670000	0.673333	0.001667
1.500000	0.690000	0.680000	0.700000	0.690000	0.700000	0.690000	0.700000	0.700000	0.700000	0.694444	0.002422
2.500000	0.720000	0.710000	0.730000	0.720000	0.730000	0.730000	0.730000	0.730000	0.730000	0.725556	0.002422
3.500000	0.760000	0.750000	0.760000	0.760000	0.760000	0.760000	0.760000	0.770000	0.760000	0.760000	0.001667
4.500000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.000000
5.500000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.000000
6.500000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.000000
7.500000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.000000
8.500000	0.830000	0.830000	0.840000	0.840000	0.840000	0.840000	0.830000	0.830000	0.830000	0.834444	0.001757
9.500000	0.830000	0.830000	0.820000	0.830000	0.820000	0.830000	0.820000	0.820000	0.820000	0.824444	0.001757
10.500000	0.810000	0.820000	0.790000	0.820000	0.780000	0.810000	0.790000	0.780000	0.780000	0.797778	0.005720
11.500000	0.760000	0.790000	0.720000	0.770000	0.720000	0.760000	0.720000	0.710000	0.720000	0.741111	0.009639
12.500000	0.670000	0.730000	0.620000	0.680000	0.610000	0.680000	0.620000	0.610000	0.620000	0.648889	0.014186
13.500000	0.550000	0.620000	0.490000	0.560000	0.480000	0.550000	0.490000	0.490000	0.490000	0.524444	0.015996
14.500000	0.400000	0.480000	0.350000	0.410000	0.340000	0.410000	0.350000	0.350000	0.360000	0.383333	0.015275
15.500000	0.260000	0.330000	0.230000	0.270000	0.220000	0.260000	0.220000	0.230000	0.230000	0.250000	0.011785
16.500000	0.150000	0.200000	0.130000	0.150000	0.130000	0.150000	0.120000	0.130000	0.140000	0.144444	0.007837
17.500000	0.070000	0.100000	0.070000	0.070000	0.060000	0.070000	0.060000	0.070000	0.070000	0.071111	0.003889
18.500000	0.030000	0.040000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.030000	0.031111	0.001111
19.500000	0.010000	0.020000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.011111	0.001111
20.500000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001111	0.001111
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
