z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.000000	0.000000	0.006667	0.001667
-19.500000	0.030000	0.020000	0.020000	0.030000	0.010000	0.030000	0.030000	0.010000	0.010000	0.021111	0.003093
-18.500000	0.060000	0.040000	0.050000	0.070000	0.030000	0.070000	0.070000	0.030000	0.030000	0.050000	0.006009
-17.500000	0.140000	0.100000	0.110000	0.140000	0.070000	0.150000	0.140000	0.060000	0.060000	0.107778	0.012335
-16.500000	0.240000	0.190000	0.200000	0.260000	0.140000	0.260000	0.250000	0.130000	0.140000	0.201111	0.018062
-15.500000	0.380000	0.310000	0.330000	0.400000	0.240000	0.400000	0.380000	0.240000	0.250000	0.325556	0.022859
-14.500000	0.520000	0.460000	0.480000	0.540000	0.380000	0.540000	0.520000	0.380000	0.390000	0.467778	0.022839
-13.500000	0.650000	0.600000	0.620000	0.660000	0.530000	0.670000	0.650000	0.520000	0.530000	0.603333	0.020412
-12.500000	0.740000	0.710000	0.720000	0.750000	0.650000	0.750000	0.730000	0.650000	0.660000	0.706667	0.014044
-11.500000	0.790000	0.780000	0.790000	0.800000	0.750000	0.800000	0.790000	0.750000	0.750000	0.777778	0.007222
-10.500000	0.820000	0.820000	0.820000	0.820000	0.800000	0.830000	0.820000	0.800000	0.810000	0.815556	0.003379
-9.500000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.000000
-8.500000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.000000
-7.500000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.000000
-6.500000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.820000	0.000000
-5.500000	0.810000	0.810000	0.810000	0.800000	0.810000	0.800000	0.800000	0.800000	0.810000	0.805556	0.001757
-4.500000	0.780000	0.780000	0.780000	0.780000	0.790000	0.780000	0.780000	0.790000	0.790000	0.783333	0.001667
-3.500000	0.740000	0.750000	0.750000	0.740000	0.760000	0.740000	0.750000	0.760000	0.760000	0.750000	0.002887
-2.500000	0.710000	0.710000	0.710000	0.710000	0.730000	0.710000	0.710000	0.730000	0.730000	0.716667	0.003333
-1.500000	0.680000	0.680000	0.680000	0.680000	0.690000	0.680000	0.690000	0.690000	0.700000	0.685556	0.002422
-0.500000	0.680000	0.670000	0.670000	0.680000	0.670000	0.670000	0.680000	0.680000	0.670000	0.674444	0.001757
0.500000	0.690000	0.680000	0.680000	0.690000	0.670000	0.690000	0.690000	0.670000	0.670000	0.681111	0.003093
1.500000	0.710000	0.700000	0.700000	0.710000	0.690000	0.710000	0.710000	0.690000	0.690000	0.701111	0.003093
2.500000	0.740000	0.730000	0.730000	0.730000	0.730000	0.730000	0.730000	0.730000	0.720000	0.730000	0.001667
3.500000	0.770000	0.760000	0.760000	0.760000	0.760000	0.760000	0.760000	0.760000	0.760000	0.761111	0.001111
4.500000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.790000	0.000000
5.500000	0.810000	0.810000	0.800000	0.810000	0.810000	0.810000	0.810000	0.810000	0.810000	0.808889	0.001111
6.500000	0.820000	0.820000	0.820000	0.830000	0.820000	0.820000	0.820000	0.820000	0.820000	0.821111	0.001111
7.500000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.830000	0.000000
8.500000	0.820000	0.830000	0.840000	0.820000	0.830000	0.820000	0.820000	0.830000	0.830000	0.826667	0.002357
9.500000	0.790000	0.820000	0.820000	0.790000	0.830000	0.790000	0.790000	0.830000	0.830000	0.810000	0.006455
10.500000	0.720000	0.780000	0.780000	0.730000	0.800000	0.740000	0.720000	0.800000	0.800000	0.763333	0.011785
11.500000	0.630000	0.700000	0.710000	0.640000	0.740000	0.650000	0.630000	0.750000	0.750000	0.688889	0.017276
12.500000	0.510000	0.590000	0.610000	0.530000	0.650000	0.540000	0.510000	0.650000	0.660000	0.583333	0.020750
13.500000	0.390000	0.460000	0.480000	0.410000	0.520000	0.410000	0.390000	0.520000	0.530000	0.456667	0.019437
14.500000	0.270000	0.320000	0.340000	0.290000	0.380000	0.290000	0.280000	0.380000	0.380000	0.325556	0.015285
15.500000	0.170000	0.200000	0.220000	0.190000	0.240000	0.190000	0.180000	0.240000	0.250000	0.208889	0.009782
16.500000	0.100000	0.110000	0.120000	0.110000	0.140000	0.110000	0.100000	0.130000	0.140000	0.117778	0.005212
17.500000	0.050000	0.060000	0.060000	0.050000	0.070000	0.060000	0.050000	0.070000	0.070000	0.060000	0.002887
18.500000	0.020000	0.020000	0.020000	0.020000	0.030000	0.020000	0.020000	0.030000	0.030000	0.023333	0.001667
19.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
