 -72.50	0.0000044167	0.0000000000
 -71.50	0.0000266666	0.0000000000
 -70.50	0.0000913332	0.0000000000
 -69.50	0.0002684999	0.0000040000
 -68.50	0.0005574166	0.0000160000
 -67.50	0.0009956662	0.0000210000
 -66.50	0.0014784990	0.0000550000
 -65.50	0.0017735820	0.0000430000
 -64.50	0.0020535820	0.0000920000
 -63.50	0.0021889990	0.0000970000
 -62.50	0.0022948320	0.0001110000
 -61.50	0.0022304990	0.0001090000
 -60.50	0.0022194160	0.0001010000
 -59.50	0.0022381650	0.0001090000
 -58.50	0.0023800820	0.0001080000
 -57.50	0.0023119150	0.0000930000
 -56.50	0.0022733320	0.0001240000
 -55.50	0.0023071650	0.0001340000
 -54.50	0.0023039990	0.0000940000
 -53.50	0.0023369990	0.0001250000
 -52.50	0.0023418320	0.0001170000
 -51.50	0.0023573330	0.0001160000
 -50.50	0.0022668320	0.0001350000
 -49.50	0.0023770820	0.0001530000
 -48.50	0.0024121660	0.0001370000
 -47.50	0.0024099990	0.0001110000
 -46.50	0.0024666660	0.0001480000
 -45.50	0.0024455810	0.0001270000
 -44.50	0.0024357490	0.0001180000
 -43.50	0.0024339150	0.0001160000
 -42.50	0.0023812490	0.0001400000
 -41.50	0.0024005820	0.0001400000
 -40.50	0.0024054150	0.0001360000
 -39.50	0.0023801650	0.0001300000
 -38.50	0.0024668320	0.0001240000
 -37.50	0.0023259150	0.0001600000
 -36.50	0.0024364150	0.0001060000
 -35.50	0.0023746650	0.0001110000
 -34.50	0.0023569980	0.0001640000
 -33.50	0.0023499980	0.0001330000
 -32.50	0.0024155820	0.0001240000
 -31.50	0.0023623320	0.0000770000
 -30.50	0.0024092480	0.0001450000
 -29.50	0.0024086650	0.0000920000
 -28.50	0.0023300810	0.0001210000
 -27.50	0.0022700820	0.0001010000
 -26.50	0.0021106650	0.0000960000
 -25.50	0.0018406650	0.0000640000
 -24.50	0.0015110820	0.0000460000
 -23.50	0.0011358320	0.0000350000
 -22.50	0.0008065828	0.0000240000
 -21.50	0.0006794999	0.0000170000
 -20.50	0.0006869999	0.0000380000
 -19.50	0.0008561670	0.0000920000
 -18.50	0.0014678340	0.0002390000
 -17.50	0.0025564180	0.0005460000
 -16.50	0.0046075010	0.0012110000
 -15.50	0.0072976690	0.0025240000
 -14.50	0.0110968400	0.0048170000
 -13.50	0.0150079200	0.0078140000
 -12.50	0.0182310000	0.0110200000
 -11.50	0.0197219200	0.0141060000
 -10.50	0.0202241700	0.0161220000
  -9.50	0.0203846700	0.0187570000
  -8.50	0.0208571700	0.0213570000
  -7.50	0.0214382500	0.0240960000
  -6.50	0.0230435000	0.0288060000
  -5.50	0.0257313400	0.0351590000
  -4.50	0.0292890900	0.0443220000
  -3.50	0.0335734200	0.0540670000
  -2.50	0.0376391800	0.0639430000
  -1.50	0.0414121800	0.0707950000
  -0.50	0.0427711700	0.0759520000
   0.50	0.0427821700	0.0760130000
   1.50	0.0410237600	0.0719800000
   2.50	0.0378665100	0.0629870000
   3.50	0.0333059200	0.0541520000
   4.50	0.0289979200	0.0440510000
   5.50	0.0250621700	0.0344790000
   6.50	0.0228346700	0.0283480000
   7.50	0.0212075000	0.0232910000
   8.50	0.0204416700	0.0200870000
   9.50	0.0203754200	0.0177600000
  10.50	0.0205492500	0.0156280000
  11.50	0.0200330000	0.0140760000
  12.50	0.0178252500	0.0112130000
  13.50	0.0144451700	0.0077850000
  14.50	0.0110142500	0.0050740000
  15.50	0.0071208330	0.0027750000
  16.50	0.0041627500	0.0016200000
  17.50	0.0021838330	0.0006300000
  18.50	0.0011855000	0.0003450000
  19.50	0.0007606661	0.0001490000
  20.50	0.0005823329	0.0000780000
  21.50	0.0006669160	0.0000410000
  22.50	0.0009069991	0.0000550000
  23.50	0.0010714160	0.0000630000
  24.50	0.0013486650	0.0000910000
  25.50	0.0016973320	0.0001080000
  26.50	0.0019520820	0.0001490000
  27.50	0.0022164150	0.0001880000
  28.50	0.0022790810	0.0001970000
  29.50	0.0023245820	0.0002520000
  30.50	0.0022827480	0.0002380000
  31.50	0.0023633320	0.0002120000
  32.50	0.0022828320	0.0001720000
  33.50	0.0022948320	0.0002030000
  34.50	0.0023454980	0.0001530000
  35.50	0.0023998320	0.0001570000
  36.50	0.0024400820	0.0001500000
  37.50	0.0025127490	0.0001450000
