           z         mean           se
  -70.500000     0.000002     0.000001
  -69.500000     0.000005     0.000002
  -68.500000     0.000011     0.000005
  -67.500000     0.000041     0.000012
  -66.500000     0.000115     0.000034
  -65.500000     0.000273     0.000058
  -64.500000     0.000519     0.000094
  -63.500000     0.000868     0.000134
  -62.500000     0.001160     0.000153
  -61.500000     0.001416     0.000153
  -60.500000     0.001597     0.000159
  -59.500000     0.001645     0.000163
  -58.500000     0.001678     0.000170
  -57.500000     0.001674     0.000168
  -56.500000     0.001677     0.000147
  -55.500000     0.001702     0.000146
  -54.500000     0.001668     0.000138
  -53.500000     0.001732     0.000157
  -52.500000     0.001716     0.000137
  -51.500000     0.001770     0.000144
  -50.500000     0.001756     0.000149
  -49.500000     0.001737     0.000152
  -48.500000     0.001763     0.000145
  -47.500000     0.001747     0.000151
  -46.500000     0.001773     0.000167
  -45.500000     0.001771     0.000164
  -44.500000     0.001781     0.000168
  -43.500000     0.001736     0.000162
  -42.500000     0.001750     0.000179
  -41.500000     0.001783     0.000197
  -40.500000     0.001747     0.000196
  -39.500000     0.001775     0.000199
  -38.500000     0.001767     0.000217
  -37.500000     0.001734     0.000207
  -36.500000     0.001688     0.000210
  -35.500000     0.001663     0.000226
  -34.500000     0.001708     0.000245
  -33.500000     0.001734     0.000246
  -32.500000     0.001698     0.000230
  -31.500000     0.001727     0.000229
  -30.500000     0.001710     0.000257
  -29.500000     0.001776     0.000256
  -28.500000     0.001865     0.000262
  -27.500000     0.001847     0.000270
  -26.500000     0.001775     0.000300
  -25.500000     0.001640     0.000253
  -24.500000     0.001524     0.000269
  -23.500000     0.001268     0.000210
  -22.500000     0.001264     0.000171
  -21.500000     0.001515     0.000140
  -20.500000     0.002309     0.000200
  -19.500000     0.004469     0.000370
  -18.500000     0.008952     0.000733
  -17.500000     0.017571     0.001413
  -16.500000     0.030539     0.002053
  -15.500000     0.046937     0.002990
  -14.500000     0.060993     0.003556
  -13.500000     0.067480     0.003735
  -12.500000     0.062299     0.003473
  -11.500000     0.047139     0.002795
  -10.500000     0.029648     0.002109
   -9.500000     0.015384     0.001411
   -8.500000     0.006788     0.000757
   -7.500000     0.002516     0.000331
   -6.500000     0.000759     0.000104
   -5.500000     0.000192     0.000035
   -4.500000     0.000054     0.000016
   -3.500000     0.000008     0.000003
   -2.500000     0.000002     0.000001
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000001     0.000001
    1.500000     0.000002     0.000002
    2.500000     0.000007     0.000005
    3.500000     0.000010     0.000005
    4.500000     0.000056     0.000018
    5.500000     0.000232     0.000032
    6.500000     0.000830     0.000081
    7.500000     0.002711     0.000199
    8.500000     0.007395     0.000607
    9.500000     0.016770     0.001308
   10.500000     0.032049     0.002379
   11.500000     0.051358     0.003443
   12.500000     0.068117     0.004528
   13.500000     0.074665     0.004565
   14.500000     0.067951     0.004136
   15.500000     0.052176     0.003111
   16.500000     0.033831     0.002066
   17.500000     0.019061     0.001123
   18.500000     0.009632     0.000601
   19.500000     0.004683     0.000339
   20.500000     0.002453     0.000218
   21.500000     0.001584     0.000163
   22.500000     0.001283     0.000118
   23.500000     0.001365     0.000102
   24.500000     0.001516     0.000144
   25.500000     0.001653     0.000169
   26.500000     0.001743     0.000196
   27.500000     0.001734     0.000187
   28.500000     0.001765     0.000175
   29.500000     0.001647     0.000203
   30.500000     0.001598     0.000190
   31.500000     0.001543     0.000177
   32.500000     0.001586     0.000179
   33.500000     0.001585     0.000169
   34.500000     0.001526     0.000160
   35.500000     0.001571     0.000151
   36.500000     0.001555     0.000152
   37.500000     0.001533     0.000149
   38.500000     0.001579     0.000154
   39.500000     0.001609     0.000173
   40.500000     0.001620     0.000183
   41.500000     0.001628     0.000186
   42.500000     0.001702     0.000203
   43.500000     0.001695     0.000182
   44.500000     0.001754     0.000170
   45.500000     0.001764     0.000206
   46.500000     0.001700     0.000190
   47.500000     0.001816     0.000180
   48.500000     0.001751     0.000194
   49.500000     0.001865     0.000218
   50.500000     0.001852     0.000212
   51.500000     0.001894     0.000225
   52.500000     0.001876     0.000206
   53.500000     0.001844     0.000202
   54.500000     0.001845     0.000194
   55.500000     0.001829     0.000213
   56.500000     0.001774     0.000200
   57.500000     0.001793     0.000199
   58.500000     0.001843     0.000203
   59.500000     0.001745     0.000198
   60.500000     0.001803     0.000186
   61.500000     0.001715     0.000198
   62.500000     0.001643     0.000180
   63.500000     0.001664     0.000171
   64.500000     0.001651     0.000193
   65.500000     0.001556     0.000186
   66.500000     0.001369     0.000163
   67.500000     0.001093     0.000161
   68.500000     0.000789     0.000116
   69.500000     0.000454     0.000091
   70.500000     0.000239     0.000058
   71.500000     0.000097     0.000029
   72.500000     0.000032     0.000010
   73.500000     0.000004     0.000002
   74.500000     0.000002     0.000001
   75.500000     0.000000     0.000000
   76.500000     0.000000     0.000000
