           z         mean           se
    0.500000    14.408130     0.304419
    1.500000    14.377552     0.325511
    2.500000    13.610725     0.527014
    3.500000    12.506261     0.465310
    4.500000     8.749214     0.522460
    5.500000     5.280136     0.418727
    6.500000     1.936163     0.340396
    7.500000    -1.078478     0.298959
    8.500000    -3.610507     0.260952
    9.500000    -5.674432     0.258976
   10.500000    -7.317585     0.263717
   11.500000    -8.496598     0.274472
   12.500000    -9.202549     0.286286
   13.500000    -9.420685     0.281466
   14.500000    -9.175076     0.281440
   15.500000    -8.512009     0.279612
   16.500000    -7.424786     0.271720
   17.500000    -6.003520     0.263740
   18.500000    -4.293959     0.252427
   19.500000    -2.506259     0.242737
   20.500000    -0.862215     0.240619
   21.500000     0.230224     0.243867
   22.500000     0.769599     0.204361
   23.500000     0.732308     0.200654
   24.500000     0.413135     0.191249
   25.500000     0.202993     0.172375
   26.500000     0.067669     0.190178
   27.500000    -0.012407     0.200911
   28.500000    -0.058633     0.184382
   29.500000     0.123513     0.215037
   30.500000     0.214626     0.214917
   31.500000     0.210446     0.162319
   32.500000     0.203883     0.180161
   33.500000     0.177199     0.160810
   34.500000     0.233258     0.146269
   35.500000     0.218333     0.103015
   36.500000     0.185554     0.085046
   37.500000     0.161342     0.078182
   38.500000     0.113931     0.071607
   39.500000     0.073920     0.051189
   40.500000     0.092557     0.050079
   41.500000     0.056355     0.040787
   42.500000     0.020633     0.031722
   43.500000     0.026420     0.036229
   44.500000    -0.048010     0.045297
   45.500000    -0.033262     0.030435
   46.500000     0.014212     0.036073
   47.500000    -0.059006     0.025716
   48.500000    -0.015880     0.057738
   49.500000    -0.054019     0.090812
   50.500000    -0.070430     0.092777
   51.500000    -0.104146     0.112273
   52.500000    -0.058035     0.106957
   53.500000    -0.037871     0.124877
   54.500000    -0.006385     0.124591
   55.500000    -0.008692     0.142539
   56.500000     0.044167     0.167243
   57.500000     0.049801     0.161262
   58.500000     0.008763     0.173112
   59.500000     0.102724     0.171293
   60.500000     0.088466     0.175045
   61.500000     0.320046     0.196361
   62.500000     0.622912     0.217241
   63.500000     0.875626     0.212854
   64.500000     1.291609     0.258638
   65.500000     1.736422     0.248631
   66.500000     2.261833     0.259089
   67.500000     3.035391     0.321646
   68.500000     3.894902     0.344393
   69.500000     5.573969     0.572677
   70.500000     7.278421     0.641203
   71.500000     8.127152     0.814805
   72.500000    10.351387     0.628331
   73.500000    13.587856     0.387369
   74.500000    14.017378     0.270910
   75.500000    14.675682     0.237035
   76.500000    14.511108     0.249351
