           z         mean           se
  -71.500000     0.000002     0.000001
  -70.500000     0.000016     0.000006
  -69.500000     0.000068     0.000016
  -68.500000     0.000243     0.000045
  -67.500000     0.000647     0.000091
  -66.500000     0.001473     0.000173
  -65.500000     0.002777     0.000224
  -64.500000     0.004503     0.000253
  -63.500000     0.006159     0.000176
  -62.500000     0.007478     0.000171
  -61.500000     0.008228     0.000158
  -60.500000     0.008720     0.000152
  -59.500000     0.008849     0.000175
  -58.500000     0.009005     0.000139
  -57.500000     0.009080     0.000152
  -56.500000     0.009140     0.000127
  -55.500000     0.009203     0.000128
  -54.500000     0.009230     0.000138
  -53.500000     0.009209     0.000164
  -52.500000     0.009136     0.000126
  -51.500000     0.009024     0.000105
  -50.500000     0.009104     0.000133
  -49.500000     0.009135     0.000143
  -48.500000     0.009176     0.000164
  -47.500000     0.009141     0.000181
  -46.500000     0.009106     0.000167
  -45.500000     0.009188     0.000165
  -44.500000     0.009027     0.000189
  -43.500000     0.008977     0.000191
  -42.500000     0.008852     0.000200
  -41.500000     0.008992     0.000170
  -40.500000     0.008853     0.000170
  -39.500000     0.008744     0.000165
  -38.500000     0.008720     0.000192
  -37.500000     0.008553     0.000214
  -36.500000     0.008520     0.000236
  -35.500000     0.008368     0.000201
  -34.500000     0.008084     0.000194
  -33.500000     0.007757     0.000176
  -32.500000     0.007484     0.000167
  -31.500000     0.007125     0.000172
  -30.500000     0.006755     0.000219
  -29.500000     0.006188     0.000214
  -28.500000     0.005536     0.000191
  -27.500000     0.004751     0.000193
  -26.500000     0.004071     0.000142
  -25.500000     0.003358     0.000141
  -24.500000     0.002941     0.000158
  -23.500000     0.002626     0.000153
  -22.500000     0.002332     0.000099
  -21.500000     0.002317     0.000077
  -20.500000     0.002722     0.000102
  -19.500000     0.003826     0.000165
  -18.500000     0.006522     0.000323
  -17.500000     0.011317     0.000544
  -16.500000     0.017508     0.000762
  -15.500000     0.023651     0.001009
  -14.500000     0.025694     0.001142
  -13.500000     0.022746     0.000976
  -12.500000     0.016309     0.000859
  -11.500000     0.009332     0.000542
  -10.500000     0.004290     0.000300
   -9.500000     0.001474     0.000079
   -8.500000     0.000393     0.000033
   -7.500000     0.000091     0.000016
   -6.500000     0.000019     0.000008
   -5.500000     0.000003     0.000002
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000002     0.000002
    5.500000     0.000010     0.000008
    6.500000     0.000034     0.000016
    7.500000     0.000106     0.000032
    8.500000     0.000401     0.000039
    9.500000     0.001532     0.000107
   10.500000     0.004206     0.000222
   11.500000     0.009322     0.000422
   12.500000     0.016673     0.000818
   13.500000     0.023589     0.001112
   14.500000     0.026689     0.001224
   15.500000     0.024220     0.001153
   16.500000     0.017892     0.000851
   17.500000     0.011323     0.000516
   18.500000     0.006613     0.000322
   19.500000     0.003885     0.000181
   20.500000     0.002649     0.000138
   21.500000     0.002181     0.000130
   22.500000     0.002238     0.000120
   23.500000     0.002416     0.000110
   24.500000     0.002765     0.000099
   25.500000     0.003216     0.000065
   26.500000     0.003804     0.000059
   27.500000     0.004517     0.000092
   28.500000     0.005257     0.000108
   29.500000     0.005971     0.000093
   30.500000     0.006562     0.000121
   31.500000     0.007018     0.000136
   32.500000     0.007473     0.000148
   33.500000     0.007716     0.000142
   34.500000     0.008010     0.000149
   35.500000     0.008151     0.000170
   36.500000     0.008258     0.000149
   37.500000     0.008484     0.000168
   38.500000     0.008536     0.000190
   39.500000     0.008665     0.000194
   40.500000     0.008748     0.000193
   41.500000     0.008852     0.000196
   42.500000     0.008909     0.000188
   43.500000     0.008878     0.000187
   44.500000     0.008887     0.000207
   45.500000     0.008868     0.000202
   46.500000     0.008919     0.000194
   47.500000     0.008899     0.000221
   48.500000     0.008964     0.000239
   49.500000     0.008857     0.000211
   50.500000     0.008894     0.000214
   51.500000     0.008866     0.000206
   52.500000     0.008849     0.000207
   53.500000     0.008961     0.000189
   54.500000     0.008852     0.000183
   55.500000     0.008971     0.000182
   56.500000     0.009063     0.000128
   57.500000     0.009119     0.000140
   58.500000     0.009121     0.000114
   59.500000     0.009267     0.000114
   60.500000     0.009176     0.000129
   61.500000     0.009076     0.000097
   62.500000     0.009146     0.000118
   63.500000     0.008894     0.000147
   64.500000     0.008894     0.000168
   65.500000     0.008460     0.000159
   66.500000     0.007741     0.000190
   67.500000     0.006519     0.000233
   68.500000     0.004909     0.000233
   69.500000     0.003149     0.000206
   70.500000     0.001753     0.000189
   71.500000     0.000832     0.000116
   72.500000     0.000330     0.000061
   73.500000     0.000096     0.000020
   74.500000     0.000024     0.000008
   75.500000     0.000004     0.000002
   76.500000     0.000000     0.000000
