z_center	theta_center	count	angle_type
-67.0158821733	1.8963713243	0.0000000000	theta1
-67.0158821733	5.4918379150	0.0000000000	theta1
-67.0158821733	9.0873045056	0.0000000000	theta1
-67.0158821733	12.6827710962	0.0000000000	theta1
-67.0158821733	16.2782376868	0.0000002137	theta1
-67.0158821733	19.8737042774	0.0000000000	theta1
-67.0158821733	23.4691708680	0.0000002137	theta1
-67.0158821733	27.0646374586	0.0000000000	theta1
-67.0158821733	30.6601040492	0.0000000000	theta1
-67.0158821733	34.2555706399	0.0000000000	theta1
-67.0158821733	37.8510372305	0.0000000000	theta1
-67.0158821733	41.4465038211	0.0000000000	theta1
-67.0158821733	45.0419704117	0.0000000000	theta1
-67.0158821733	48.6374370023	0.0000000000	theta1
-67.0158821733	52.2329035929	0.0000000000	theta1
-67.0158821733	55.8283701835	0.0000000000	theta1
-67.0158821733	59.4238367741	0.0000000000	theta1
-67.0158821733	63.0193033648	0.0000000000	theta1
-67.0158821733	66.6147699554	0.0000000000	theta1
-67.0158821733	70.2102365460	0.0000000000	theta1
-67.0158821733	73.8057031366	0.0000000000	theta1
-67.0158821733	77.4011697272	0.0000000000	theta1
-67.0158821733	80.9966363178	0.0000000000	theta1
-67.0158821733	84.5921029084	0.0000000000	theta1
-67.0158821733	88.1875694990	0.0000000000	theta1
-67.0158821733	91.7830360897	0.0000000000	theta1
-67.0158821733	95.3785026803	0.0000000000	theta1
-67.0158821733	98.9739692709	0.0000000000	theta1
-67.0158821733	102.5694358615	0.0000000000	theta1
-67.0158821733	106.1649024521	0.0000000000	theta1
-67.0158821733	109.7603690427	0.0000000000	theta1
-67.0158821733	113.3558356333	0.0000002137	theta1
-67.0158821733	116.9513022239	0.0000000000	theta1
-67.0158821733	120.5467688146	0.0000000000	theta1
-67.0158821733	124.1422354052	0.0000000000	theta1
-67.0158821733	127.7377019958	0.0000000000	theta1
-67.0158821733	131.3331685864	0.0000000000	theta1
-67.0158821733	134.9286351770	0.0000000000	theta1
-67.0158821733	138.5241017676	0.0000000000	theta1
-67.0158821733	142.1195683582	0.0000002137	theta1
-67.0158821733	145.7150349488	0.0000000000	theta1
-67.0158821733	149.3105015395	0.0000002137	theta1
-67.0158821733	152.9059681301	0.0000004274	theta1
-67.0158821733	156.5014347207	0.0000002137	theta1
-67.0158821733	160.0969013113	0.0000000000	theta1
-67.0158821733	163.6923679019	0.0000002137	theta1
-67.0158821733	167.2878344925	0.0000000000	theta1
-67.0158821733	170.8833010831	0.0000000000	theta1
-67.0158821733	174.4787676737	0.0000000000	theta1
-67.0158821733	178.0742342644	0.0000000000	theta1
-64.2153865200	1.8963713243	0.0000000000	theta1
-64.2153865200	5.4918379150	0.0000006410	theta1
-64.2153865200	9.0873045056	0.0000004274	theta1
-64.2153865200	12.6827710962	0.0000010684	theta1
-64.2153865200	16.2782376868	0.0000010684	theta1
-64.2153865200	19.8737042774	0.0000006410	theta1
-64.2153865200	23.4691708680	0.0000012821	theta1
-64.2153865200	27.0646374586	0.0000004274	theta1
-64.2153865200	30.6601040492	0.0000008547	theta1
-64.2153865200	34.2555706399	0.0000004274	theta1
-64.2153865200	37.8510372305	0.0000012821	theta1
-64.2153865200	41.4465038211	0.0000014957	theta1
-64.2153865200	45.0419704117	0.0000010684	theta1
-64.2153865200	48.6374370023	0.0000004274	theta1
-64.2153865200	52.2329035929	0.0000010684	theta1
-64.2153865200	55.8283701835	0.0000006410	theta1
-64.2153865200	59.4238367741	0.0000002137	theta1
-64.2153865200	63.0193033648	0.0000008547	theta1
-64.2153865200	66.6147699554	0.0000006410	theta1
-64.2153865200	70.2102365460	0.0000008547	theta1
-64.2153865200	73.8057031366	0.0000002137	theta1
-64.2153865200	77.4011697272	0.0000006410	theta1
-64.2153865200	80.9966363178	0.0000006410	theta1
-64.2153865200	84.5921029084	0.0000010684	theta1
-64.2153865200	88.1875694990	0.0000010684	theta1
-64.2153865200	91.7830360897	0.0000002137	theta1
-64.2153865200	95.3785026803	0.0000002137	theta1
-64.2153865200	98.9739692709	0.0000002137	theta1
-64.2153865200	102.5694358615	0.0000004274	theta1
-64.2153865200	106.1649024521	0.0000006410	theta1
-64.2153865200	109.7603690427	0.0000014957	theta1
-64.2153865200	113.3558356333	0.0000006410	theta1
-64.2153865200	116.9513022239	0.0000008547	theta1
-64.2153865200	120.5467688146	0.0000004274	theta1
-64.2153865200	124.1422354052	0.0000010684	theta1
-64.2153865200	127.7377019958	0.0000014957	theta1
-64.2153865200	131.3331685864	0.0000000000	theta1
-64.2153865200	134.9286351770	0.0000012821	theta1
-64.2153865200	138.5241017676	0.0000021368	theta1
-64.2153865200	142.1195683582	0.0000014957	theta1
-64.2153865200	145.7150349488	0.0000014957	theta1
