z_center	theta_center	count	angle_type
-62.9128779671	1.9437231242	0.0000000000	theta1
-62.9128779671	5.5394371085	0.0000000000	theta1
-62.9128779671	9.1351510928	0.0000003205	theta1
-62.9128779671	12.7308650771	0.0000006410	theta1
-62.9128779671	16.3265790613	0.0000003205	theta1
-62.9128779671	19.9222930456	0.0000006410	theta1
-62.9128779671	23.5180070299	0.0000003205	theta1
-62.9128779671	27.1137210142	0.0000006410	theta1
-62.9128779671	30.7094349985	0.0000003205	theta1
-62.9128779671	34.3051489828	0.0000006410	theta1
-62.9128779671	37.9008629671	0.0000003205	theta1
-62.9128779671	41.4965769513	0.0000000000	theta1
-62.9128779671	45.0922909356	0.0000000000	theta1
-62.9128779671	48.6880049199	0.0000000000	theta1
-62.9128779671	52.2837189042	0.0000003205	theta1
-62.9128779671	55.8794328885	0.0000000000	theta1
-62.9128779671	59.4751468728	0.0000000000	theta1
-62.9128779671	63.0708608571	0.0000000000	theta1
-62.9128779671	66.6665748414	0.0000000000	theta1
-62.9128779671	70.2622888256	0.0000000000	theta1
-62.9128779671	73.8580028099	0.0000000000	theta1
-62.9128779671	77.4537167942	0.0000000000	theta1
-62.9128779671	81.0494307785	0.0000000000	theta1
-62.9128779671	84.6451447628	0.0000000000	theta1
-62.9128779671	88.2408587471	0.0000000000	theta1
-62.9128779671	91.8365727314	0.0000000000	theta1
-62.9128779671	95.4322867156	0.0000000000	theta1
-62.9128779671	99.0280006999	0.0000000000	theta1
-62.9128779671	102.6237146842	0.0000009615	theta1
-62.9128779671	106.2194286685	0.0000003205	theta1
-62.9128779671	109.8151426528	0.0000000000	theta1
-62.9128779671	113.4108566371	0.0000003205	theta1
-62.9128779671	117.0065706214	0.0000003205	theta1
-62.9128779671	120.6022846056	0.0000000000	theta1
-62.9128779671	124.1979985899	0.0000000000	theta1
-62.9128779671	127.7937125742	0.0000000000	theta1
-62.9128779671	131.3894265585	0.0000003205	theta1
-62.9128779671	134.9851405428	0.0000000000	theta1
-62.9128779671	138.5808545271	0.0000000000	theta1
-62.9128779671	142.1765685114	0.0000003205	theta1
-62.9128779671	145.7722824957	0.0000003205	theta1
-62.9128779671	149.3679964799	0.0000000000	theta1
