 -75.50	0.00000
 -74.50	0.00001
 -73.50	0.00004
 -72.50	0.00012
 -71.50	0.00033
 -70.50	0.00080
 -69.50	0.00175
 -68.50	0.00322
 -67.50	0.00502
 -66.50	0.00671
 -65.50	0.00786
 -64.50	0.00864
 -63.50	0.00894
 -62.50	0.00912
 -61.50	0.00922
 -60.50	0.00918
 -59.50	0.00917
 -58.50	0.00920
 -57.50	0.00924
 -56.50	0.00917
 -55.50	0.00929
 -54.50	0.00931
 -53.50	0.00944
 -52.50	0.00927
 -51.50	0.00943
 -50.50	0.00950
 -49.50	0.00954
 -48.50	0.00939
 -47.50	0.00949
 -46.50	0.00938
 -45.50	0.00936
 -44.50	0.00941
 -43.50	0.00947
 -42.50	0.00941
 -41.50	0.00937
 -40.50	0.00938
 -39.50	0.00940
 -38.50	0.00940
 -37.50	0.00942
 -36.50	0.00962
 -35.50	0.00962
 -34.50	0.00976
 -33.50	0.01013
 -32.50	0.01038
 -31.50	0.01094
 -30.50	0.01180
 -29.50	0.01309
 -28.50	0.01440
 -27.50	0.01615
 -26.50	0.01705
 -25.50	0.01699
 -24.50	0.01542
 -23.50	0.01231
 -22.50	0.00891
 -21.50	0.00553
 -20.50	0.00326
 -19.50	0.00192
 -18.50	0.00121
 -17.50	0.00078
 -16.50	0.00044
 -15.50	0.00021
 -14.50	0.00008
 -13.50	0.00003
 -12.50	0.00001
 -11.50	0.00000
 -10.50	0.00000
  -9.50	0.00000
  -8.50	0.00000
  -7.50	0.00000
  -6.50	0.00000
  -5.50	0.00000
  -4.50	0.00000
  -3.50	0.00000
  -2.50	0.00000
  -1.50	0.00000
  -0.50	0.00000
   0.50	0.00000
   1.50	0.00000
   2.50	0.00000
   3.50	0.00000
   4.50	0.00000
   5.50	0.00000
   6.50	0.00000
   7.50	0.00000
   8.50	0.00000
   9.50	0.00000
  10.50	0.00000
  11.50	0.00000
  12.50	0.00001
  13.50	0.00002
  14.50	0.00007
  15.50	0.00016
  16.50	0.00030
  17.50	0.00057
  18.50	0.00090
  19.50	0.00156
  20.50	0.00283
  21.50	0.00501
  22.50	0.00833
  23.50	0.01200
  24.50	0.01530
  25.50	0.01727
  26.50	0.01758
  27.50	0.01638
  28.50	0.01502
  29.50	0.01336
  30.50	0.01200
  31.50	0.01114
  32.50	0.01061
  33.50	0.01033
  34.50	0.01001
  35.50	0.00975
  36.50	0.00949
  37.50	0.00947
  38.50	0.00929
  39.50	0.00939
  40.50	0.00932
  41.50	0.00933
  42.50	0.00944
  43.50	0.00947
  44.50	0.00945
  45.50	0.00937
  46.50	0.00952
  47.50	0.00942
  48.50	0.00946
  49.50	0.00941
  50.50	0.00931
  51.50	0.00926
  52.50	0.00931
  53.50	0.00930
  54.50	0.00928
  55.50	0.00922
  56.50	0.00921
  57.50	0.00919
  58.50	0.00932
  59.50	0.00933
  60.50	0.00925
  61.50	0.00935
  62.50	0.00930
  63.50	0.00938
  64.50	0.00911
  65.50	0.00897
  66.50	0.00849
  67.50	0.00777
  68.50	0.00641
  69.50	0.00487
  70.50	0.00307
  71.50	0.00166
  72.50	0.00079
  73.50	0.00031
  74.50	0.00010
  75.50	0.00003
  76.50	0.00001
  77.50	0.00000
