r,g_r,g_r_std,g_r_sem
0.05,0.0,0.0,0.0
0.15000000000000002,0.0,0.0,0.0
0.25,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.0
0.45,0.0,0.0,0.0
0.55,0.0,0.0,0.0
0.6500000000000001,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.8500000000000001,0.0,0.0,0.0
0.95,0.0,0.0,0.0
1.05,0.0,0.0,0.0
1.1500000000000001,0.0,0.0,0.0
1.25,0.0,0.0,0.0
1.35,0.0,0.0,0.0
1.4500000000000002,0.0,0.0,0.0
1.55,0.0,0.0,0.0
1.6500000000000001,0.0,0.0,0.0
1.75,0.0,0.0,0.0
1.85,0.0,0.0,0.0
1.9500000000000002,0.0,0.0,0.0
2.05,0.0,0.0,0.0
2.1500000000000004,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.3500000000000005,0.0,0.0,0.0
2.45,0.0,0.0,0.0
2.55,0.0,0.0,0.0
2.6500000000000004,0.0,0.0,0.0
2.75,0.0,0.0,0.0
2.8500000000000005,0.0,0.0,0.0
2.95,0.7666066900552334,5.3662468303866255,0.5366246830386625
3.05,0.0,0.0,0.0
3.1500000000000004,0.0,0.0,0.0
3.25,0.0,0.0,0.0
3.3500000000000005,0.0,0.0,0.0
3.45,0.0,0.0,0.0
3.55,0.0,0.0,0.0
3.6500000000000004,0.0,0.0,0.0
3.75,0.4744102912146254,3.3208720385023742,0.33208720385023743
3.8500000000000005,0.0,0.0,0.0
3.95,0.0,0.0,0.0
4.050000000000001,0.0,0.0,0.0
4.15,0.0,0.0,0.0
4.25,0.0,0.0,0.0
4.35,0.5288461926441277,3.0071467462805184,0.30071467462805185
4.45,0.0,0.0,0.0
4.550000000000001,0.1611253404227911,1.603176895202042,0.1603176895202042
4.65,0.15426973569674343,1.534964489440182,0.1534964489440182
4.75,0.14784254227602592,1.4710147223455048,0.14710147223455047
4.8500000000000005,0.0,0.0,0.0
4.95,0.13613702112449075,1.3545462574398663,0.13545462574398665
5.050000000000001,0.0,0.0,0.0
5.15,0.12576858742964778,1.2513816447514547,0.12513816447514547
5.25,0.0,0.0,0.0
5.3500000000000005,0.2330821808090023,1.6315752656630185,0.16315752656630184
5.45,0.11230358926362541,1.1174066045928905,0.11174066045928906
5.550000000000001,0.0,0.0,0.0
5.65,0.3134808389163913,1.7825275058812093,0.17825275058812093
5.75,0.10089065739441463,1.003849366288709,0.1003849366288709
5.8500000000000005,0.0,0.0,0.0
5.95,0.09422208488391595,0.937497907574898,0.0937497907574898
6.050000000000001,0.2733991415971177,1.5546133271359301,0.15546133271359303
6.15,0.088193465796889,0.8775139050279678,0.08775139050279677
6.25,0.17078770483726513,1.1955139338608574,0.11955139338608574
6.3500000000000005,0.08272545998147024,0.8231079341042954,0.08231079341042954
6.45,0.08018021417229336,0.7977830580594997,0.07977830580594997
6.550000000000001,0.07775065229538684,0.7736092226075476,0.07736092226075476
6.65,0.07542986850817647,0.7505177154823972,0.07505177154823972
6.75,0.0,0.0,0.0
6.8500000000000005,0.14217901263158758,0.9952530884211108,0.09952530884211108
6.95,0.0,0.0,0.0
7.050000000000001,0.13422654233098272,0.9395857963168779,0.09395857963168779
7.15,0.0,0.0,0.0
7.25,0.12692308623459062,0.8884616036421338,0.08884616036421338
7.3500000000000005,0.06174644564955036,0.6143693770728931,0.06143693770728931
7.45,0.0600999479321262,0.5979869316322759,0.05979869316322759
7.550000000000001,0.0,0.0,0.0
7.65,0.056998545176689897,0.5671283638416059,0.056712836384160595
7.75,0.11107420970165525,0.7775194679115871,0.07775194679115871
7.8500000000000005,0.0,0.0,0.0
7.95,0.1583338013576758,0.900324105952976,0.0900324105952976
8.05,0.05147482520123197,0.5121680440248506,0.051216804402485064
8.15,0.10043877782687596,0.7030714447881302,0.07030714447881302
8.25,0.0,0.0,0.0
8.350000000000001,0.09568496138557375,0.6697947296990175,0.06697947296990175
8.45,0.14015044403639235,0.7969291594340951,0.07969291594340952
8.55,0.1368912428481721,0.7783965569781184,0.07783965569781184
8.65,0.08916294858105074,0.6241406400673546,0.06241406400673546
8.75,0.043568292050322734,0.4334990324626344,0.043349903246263435
8.850000000000001,0.0,0.0,0.0
8.95,0.08328572416848001,0.5830000691793612,0.05830000691793612
9.05,0.08145532456525341,0.8104702462786961,0.08104702462786961
9.15,0.03984230475801409,0.39642592699597223,0.039642592699597225
9.25,0.1169565181044091,0.6650429137354924,0.06650429137354924
9.350000000000001,0.07631210180680795,0.5341847126476549,0.05341847126476549
9.45,0.07470557621797452,0.522939033525822,0.0522939033525822
9.55,0.0,0.0,0.0
9.650000000000002,0.0,0.0,0.0
9.75,0.0,0.0,0.0
9.850000000000001,0.10314197305066868,0.5864900853564179,0.05864900853564179
9.95,0.23585143325390615,1.1917060237791997,0.11917060237791996
10.05,0.09907766718951018,0.731804816922309,0.0731804816922309
10.150000000000002,0.0,0.0,0.0
10.25,0.06349929537376009,0.44449506761632,0.044449506761632
10.350000000000001,0.0,0.0,0.0
10.45,0.15272989904548134,0.6657341955964242,0.06657341955964242
10.55,0.17981792107649883,0.7117398360807782,0.07117398360807782
10.650000000000002,0.1764569125227975,0.6984365809727394,0.06984365809727394
10.75,0.05772975420405122,0.5744038018028418,0.057440380180284176
10.850000000000001,0.028335257576952863,0.28193225316248227,0.028193225316248228
10.95,0.05564016363466708,0.3894811454426698,0.038948114544266985
11.05,0.027318829345040718,0.27181891994775115,0.027181891994775116
11.150000000000002,0.0,0.0,0.0
11.25,0.23720514560731268,0.7542642905754344,0.07542642905754345
11.350000000000001,0.0,0.0,0.0
11.45,0.050886861197960896,0.3562080283857253,0.03562080283857253
11.55,0.20003807185639455,0.6783621062590971,0.06783621062590971
11.650000000000002,0.14746401046707064,0.679331057173089,0.0679331057173089
11.75,0.14496466571746133,0.6678171799523761,0.0667817179952376
11.850000000000001,0.0,0.0,0.0
11.95,0.09343526507176932,0.45773744681505246,0.045773744681505246
12.05,0.06891818033648527,0.3918853622113463,0.03918853622113463
12.150000000000002,0.06778839323482869,0.3854611208080942,0.03854611208080942
12.25,0.06668616130151439,0.3791935647246509,0.03791935647246509
12.350000000000001,0.10935099280771145,0.476649927024658,0.047664992702465804
12.45,0.06456084308516641,0.3671084937758621,0.03671084937758621
12.55,0.06353608406411645,0.36128146731952243,0.03612814673195224
12.650000000000002,0.04169035429521265,0.2918324800664891,0.02918324800664891
12.75,0.08207790505443345,0.4020979730799325,0.04020979730799325
12.850000000000001,0.020201349665265687,0.20100089129537363,0.02010008912953736
12.95,0.09945282151735468,0.43350479864413716,0.04335047986441372
13.05,0.058760688071569714,0.3341274162533903,0.03341274162533903
13.150000000000002,0.09645064581251235,0.42041861813597636,0.042041861813597634
13.25,0.11400033697752655,0.5251720008952647,0.05251720008952647
13.350000000000001,0.03743295442610034,0.26203068098270293,0.026203068098270294
13.45,0.036878399802134684,0.2581487986149427,0.02581487986149427
13.55,0.07267215555567781,0.3560193992391523,0.035601939923915235
13.650000000000002,0.1074168936151941,0.5558528739372832,0.055585287393728325
13.75,0.05293007381320199,0.30097314013351606,0.030097314013351605
13.850000000000001,0.034778999961973533,0.2434529997338146,0.02434529997338146
13.95,0.06856432697633041,0.3358952312987074,0.03358952312987074
14.05,0.03379589782401777,0.2365712847681248,0.02365712847681248
14.150000000000002,0.049979857809729175,0.2841975018116993,0.028419750181169927
14.25,0.06570779656712263,0.32190114742410103,0.032190114742410104
14.350000000000001,0.06479519936097966,0.31743035243262113,0.031743035243262115
14.45,0.06390148317386687,0.31305205516603724,0.03130520551660372
14.55,0.07878266340980467,0.3434056683063179,0.03434056683063179
14.650000000000002,0.06216864233904336,0.30456290346448495,0.030456290346448495
14.75,0.015332133801104668,0.1525528051613688,0.01525528051613688
14.850000000000001,0.07563167840249484,0.3296708430868431,0.03296708430868431
14.95,0.1044725742249856,0.3807980801953313,0.03807980801953313
15.05,0.058907912453113484,0.2885886546453416,0.028858865464534162
15.150000000000002,0.10173242937280588,0.3708103690002365,0.03708103690002365
15.25,0.12908906741596565,0.41047707294148184,0.04104770729414818
15.350000000000001,0.07078477989374603,0.3085437022976083,0.03085437022976083
15.45,0.12576858742964783,0.44608412258401814,0.044608412258401814
15.55,0.04138539543763403,0.2353273200504252,0.02353273200504252
15.650000000000002,0.05447759777240284,0.26688463390993683,0.026688463390993684
15.75,0.06723501859617706,0.34936340476925093,0.03493634047692509
15.850000000000001,0.09294502491106423,0.4304566942631029,0.04304566942631029
15.95,0.06555944536910673,0.34065687088598673,0.034065687088598674
16.05,0.06474505022472286,0.28221713102403184,0.028221713102403186
16.15,0.051156589022846345,0.25061508017447354,0.025061508017447352
16.25,0.07579336013488096,0.29999876205587933,0.029999876205587934
