           z         mean           se
    0.500000    19.467421     0.038447
    1.500000    19.467421     0.038447
    2.500000    19.467421     0.038447
    3.500000    19.467421     0.038447
    4.500000    19.467421     0.038447
    5.500000    19.467421     0.038447
    6.500000    19.246625     0.237291
    7.500000    18.701702     0.572002
    8.500000    16.800934     0.901194
    9.500000    13.420769     1.040786
   10.500000     9.973180     0.800728
   11.500000     7.289717     0.736085
   12.500000     5.685092     0.685068
   13.500000     4.573709     0.567081
   14.500000     4.023304     0.626719
   15.500000     3.808091     0.543491
   16.500000     3.951639     0.523174
   17.500000     4.279020     0.494551
   18.500000     4.634887     0.359596
   19.500000     5.037739     0.358696
   20.500000     4.947426     0.231590
   21.500000     4.598061     0.146555
   22.500000     3.828543     0.153125
   23.500000     2.937980     0.124925
   24.500000     2.236253     0.121999
   25.500000     1.555724     0.093031
   26.500000     1.037566     0.056987
   27.500000     0.642070     0.066682
   28.500000     0.381343     0.069419
   29.500000     0.163207     0.073444
   30.500000     0.015959     0.073351
   31.500000     0.020303     0.076573
   32.500000    -0.012823     0.063265
   33.500000    -0.019898     0.066604
   34.500000    -0.022456     0.059156
   35.500000     0.005683     0.059247
   36.500000    -0.007679     0.050640
   37.500000     0.008016     0.050641
   38.500000    -0.004136     0.038325
   39.500000    -0.054791     0.033455
   40.500000    -0.008897     0.035448
   41.500000     0.013498     0.038843
   42.500000    -0.016019     0.028011
   43.500000    -0.009664     0.027438
   44.500000    -0.015875     0.030887
   45.500000     0.011370     0.031025
   46.500000    -0.006114     0.032652
   47.500000     0.000919     0.031501
   48.500000    -0.004772     0.031184
   49.500000     0.035554     0.031932
   50.500000     0.062008     0.044888
   51.500000     0.086957     0.045593
   52.500000     0.110804     0.058546
   53.500000     0.069740     0.052919
   54.500000     0.102704     0.050151
   55.500000     0.115451     0.050611
   56.500000     0.094335     0.048650
   57.500000     0.122183     0.047569
   58.500000     0.135721     0.047308
   59.500000     0.139003     0.050440
   60.500000     0.124396     0.048451
   61.500000     0.105356     0.062026
   62.500000     0.228577     0.070759
   63.500000     0.224216     0.082290
   64.500000     0.412273     0.076030
   65.500000     0.670604     0.111201
   66.500000     0.955421     0.124107
   67.500000     1.449743     0.135671
   68.500000     2.053188     0.122737
   69.500000     2.861124     0.160177
   70.500000     3.974165     0.196430
   71.500000     5.494663     0.243248
   72.500000     7.198246     0.258789
   73.500000     9.643230     0.326636
   74.500000    12.361995     0.655570
   75.500000    13.140090     0.602063
   76.500000    16.852642     0.896697
   77.500000    19.124741     0.341090
