           z         mean           se
    0.500000    17.211769     0.581136
    1.500000    16.879536     0.633425
    2.500000    16.786908     0.623149
    3.500000    16.952912     0.619461
    4.500000    16.994620     0.491296
    5.500000    16.722675     0.515823
    6.500000    15.495506     0.536062
    7.500000    13.573495     0.474639
    8.500000    10.979804     0.344123
    9.500000     8.580842     0.300407
   10.500000     6.451343     0.197754
   11.500000     4.826390     0.137160
   12.500000     3.657999     0.124745
   13.500000     2.854790     0.115735
   14.500000     2.464750     0.076862
   15.500000     2.318797     0.078128
   16.500000     2.448269     0.069938
   17.500000     2.700739     0.087930
   18.500000     2.946677     0.085017
   19.500000     3.001963     0.071263
   20.500000     2.878175     0.030212
   21.500000     2.434132     0.031213
   22.500000     1.888907     0.030470
   23.500000     1.340607     0.027950
   24.500000     0.898740     0.025275
   25.500000     0.560019     0.025024
   26.500000     0.328412     0.019235
   27.500000     0.182030     0.020406
   28.500000     0.070534     0.017796
   29.500000     0.019780     0.021668
   30.500000     0.000221     0.018438
   31.500000    -0.024943     0.015384
   32.500000    -0.030617     0.012676
   33.500000    -0.007580     0.015346
   34.500000    -0.015169     0.011299
   35.500000    -0.016326     0.019311
   36.500000    -0.028203     0.016130
   37.500000    -0.015020     0.009391
   38.500000    -0.007835     0.014891
   39.500000     0.001495     0.011030
   40.500000    -0.002590     0.011826
   41.500000     0.011333     0.006891
   42.500000    -0.016424     0.004631
   43.500000     0.002997     0.008433
   44.500000    -0.000341     0.005642
   45.500000    -0.001088     0.011151
   46.500000    -0.001842     0.008764
   47.500000    -0.020868     0.007319
   48.500000     0.011029     0.011160
   49.500000     0.017795     0.005658
   50.500000     0.011925     0.013610
   51.500000     0.011583     0.012264
   52.500000     0.003521     0.015228
   53.500000    -0.001878     0.019225
   54.500000     0.010236     0.018866
   55.500000     0.011248     0.019782
   56.500000    -0.014022     0.016515
   57.500000     0.003921     0.016228
   58.500000     0.011271     0.023380
   59.500000     0.003815     0.025756
   60.500000    -0.006693     0.027974
   61.500000     0.007809     0.033479
   62.500000     0.026426     0.034931
   63.500000     0.037017     0.030428
   64.500000     0.096443     0.039515
   65.500000     0.230767     0.046418
   66.500000     0.475351     0.054098
   67.500000     0.925468     0.069727
   68.500000     1.647245     0.091952
   69.500000     2.583656     0.108234
   70.500000     3.914905     0.133228
   71.500000     5.578081     0.167634
   72.500000     7.564795     0.176126
   73.500000    10.144270     0.228319
   74.500000    13.125281     0.354385
   75.500000    15.983018     0.380450
   76.500000    17.901096     0.359925
   77.500000    19.036352     0.126017
