           z         mean           se
    0.500000    19.189530     0.016536
    1.500000    19.189530     0.016536
    2.500000    19.189530     0.016536
    3.500000    19.189530     0.016536
    4.500000    19.189530     0.016536
    5.500000    18.468542     0.209802
    6.500000    15.968175     0.548408
    7.500000    13.360786     0.681636
    8.500000    11.005853     0.571643
    9.500000     8.945215     0.515114
   10.500000     6.906452     0.307469
   11.500000     5.252701     0.263434
   12.500000     3.813308     0.277851
   13.500000     2.663424     0.223109
   14.500000     1.782968     0.183847
   15.500000     1.327898     0.206870
   16.500000     1.098637     0.199058
   17.500000     1.098446     0.206243
   18.500000     1.225427     0.203237
   19.500000     1.496810     0.170624
   20.500000     1.813499     0.114469
   21.500000     1.955174     0.073817
   22.500000     1.790854     0.063434
   23.500000     1.402726     0.057345
   24.500000     0.949710     0.057735
   25.500000     0.533250     0.047313
   26.500000     0.266938     0.042938
   27.500000     0.077493     0.035262
   28.500000    -0.011176     0.026838
   29.500000    -0.012733     0.027090
   30.500000    -0.037725     0.038830
   31.500000    -0.031323     0.030660
   32.500000    -0.010889     0.026610
   33.500000     0.001528     0.035007
   34.500000     0.020316     0.036184
   35.500000     0.028746     0.029711
   36.500000     0.034201     0.033531
   37.500000     0.066619     0.027797
   38.500000     0.037786     0.035754
   39.500000     0.037817     0.028064
   40.500000     0.039808     0.017616
   41.500000     0.030787     0.014278
   42.500000     0.019936     0.008645
   43.500000    -0.017166     0.010519
   44.500000    -0.002314     0.011257
   45.500000    -0.026446     0.008078
   46.500000    -0.009239     0.010426
   47.500000    -0.017379     0.006782
   48.500000    -0.020485     0.013483
   49.500000     0.002498     0.012938
   50.500000     0.013526     0.010219
   51.500000     0.019212     0.018179
   52.500000     0.036776     0.018830
   53.500000     0.017945     0.023005
   54.500000     0.015451     0.023434
   55.500000     0.017393     0.022515
   56.500000    -0.012293     0.027404
   57.500000     0.013604     0.025672
   58.500000     0.007639     0.033670
   59.500000    -0.022231     0.031962
   60.500000     0.014925     0.024416
   61.500000     0.074994     0.034914
   62.500000     0.195012     0.040587
   63.500000     0.363989     0.041142
   64.500000     0.605150     0.060973
   65.500000     0.957322     0.067239
   66.500000     1.317540     0.076647
   67.500000     1.721241     0.070036
   68.500000     2.233244     0.089413
   69.500000     2.868633     0.119790
   70.500000     3.743369     0.173879
   71.500000     4.975148     0.212785
   72.500000     6.606402     0.248791
   73.500000     6.848468     0.298382
   74.500000     9.394020     0.312300
   75.500000    12.743389     0.421655
   76.500000    16.329912     0.529194
   77.500000    18.837489     0.237521
   78.500000    18.968858     0.213456
