#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	44.467669	44.467669	143.193175	61.792923	45.064041	45.064041	139.689288	63.461492	45.348153	45.348153	138.752190	64.264217
2	45.683338	45.683338	135.904197	65.217731	46.664797	46.664797	130.557027	68.050104	45.559327	45.559327	136.708055	64.864135
3	45.328929	45.328929	138.290323	64.209743	46.174861	46.174861	133.373611	66.628682	46.553873	46.553873	129.907706	67.726971
4	44.939725	44.939725	140.463888	63.111839	45.085066	45.085066	139.989156	63.520725	46.315929	46.315929	132.378766	67.036416
5	45.521356	45.521356	137.532639	64.756058	44.998473	44.998473	139.750436	63.276956	46.370097	46.370097	131.258588	67.193310
6	45.257481	45.257481	137.809103	64.007486	45.178506	45.178506	138.518737	63.784293	46.388302	46.388302	131.091234	67.246079
7	45.763868	45.763868	135.117170	65.447862	44.571669	44.571669	142.326515	62.082303	46.436101	46.436101	131.963046	67.384734
8	46.579278	46.579278	130.364407	67.800911	44.877349	44.877349	140.233080	62.936763	45.199656	45.199656	139.097415	63.844029
9	45.975699	45.975699	133.803768	66.055152	44.679108	44.679108	141.761903	62.381958	45.323497	45.323497	137.402314	64.194354
10	46.044435	46.044435	133.474055	66.252812	44.950144	44.950144	139.925375	63.141109	46.134858	46.134858	133.384067	66.513285
11	46.011536	46.011536	133.372028	66.158170	45.112407	45.112407	139.193498	63.597791	45.582944	45.582944	136.226738	64.931399
12	45.369950	45.369950	136.734549	64.326012	45.064016	45.064016	139.297907	63.461424	46.211653	46.211653	133.099455	66.734902
13	46.005420	46.005420	134.649738	66.140583	45.406894	45.406894	137.091654	64.430814	46.606855	46.606855	130.335804	67.881217
14	45.281854	45.281854	138.290549	64.076446	44.557262	44.557262	141.560821	62.042174	46.631200	46.631200	130.080594	67.952152
15	45.820152	45.820152	135.383509	65.608947	45.587066	45.587066	135.882820	64.943142	45.885884	45.885884	134.524118	65.797325
16	45.745825	45.745825	134.740294	65.396265	46.772529	46.772529	129.754296	68.364670	45.653054	45.653054	136.208432	65.131293
17	44.850918	44.850918	139.677244	62.862652	44.970511	44.970511	140.231868	63.198340	45.236958	45.236958	137.304457	63.949449
18	45.847280	45.847280	134.611973	65.686658	45.192501	45.192501	138.346454	63.823816	45.670286	45.670286	135.327417	65.180470
19	45.448683	45.448683	136.639958	64.549462	46.097775	46.097775	133.556861	66.406402	46.625896	46.625896	130.373120	67.936692
20	44.778354	44.778354	141.167301	62.659405	46.430654	46.430654	131.938336	67.368925	46.320675	46.320675	131.893036	67.050154
21	45.187182	45.187182	139.256209	63.808795	45.538565	45.538565	136.450125	64.805028	45.685882	45.685882	136.109867	65.224994
