#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	46.156423	46.156423	132.411155	66.575481	46.437985	46.437985	130.521907	67.390201	45.555699	45.555699	136.054701	64.853805
2	45.499535	45.499535	136.448714	64.693989	46.097758	46.097758	133.233366	66.406354	45.031774	45.031774	139.292873	63.370646
3	45.540872	45.540872	135.991334	64.811596	46.455780	46.455780	130.806880	67.441859	44.803114	44.803114	140.791431	62.728719
4	46.516936	46.516936	129.661291	67.619541	45.582428	45.582428	135.959713	64.929928	44.714587	44.714587	141.510332	62.481072
5	46.644252	46.644252	130.105914	67.990194	44.744127	44.744127	141.559890	62.563652	45.903875	45.903875	133.540114	65.848931
6	45.621625	45.621625	135.728632	65.041645	45.195743	45.195743	138.055864	63.832975	45.262317	45.262317	137.861587	64.021166
7	46.545958	46.545958	129.988143	67.703943	45.684511	45.684511	134.679241	65.221079	45.620564	45.620564	135.771702	65.038621
8	46.329942	46.329942	131.078011	67.076986	45.361290	45.361290	137.418134	64.301457	45.466527	45.466527	137.004800	64.600159
9	45.665616	45.665616	135.517128	65.167139	45.409677	45.409677	136.618415	64.438711	46.329047	46.329047	132.387842	67.074393
10	45.576599	45.576599	135.879210	64.913325	45.308870	45.308870	137.910532	64.152929	46.770895	46.770895	128.326508	68.359895
11	45.603121	45.603121	136.058765	64.988896	45.295809	45.295809	137.909434	64.115946	45.549499	45.549499	136.252967	64.836151
12	45.460755	45.460755	136.448981	64.583757	45.126870	45.126870	138.030834	63.638576	45.116225	45.116225	138.024399	63.608556
13	45.162678	45.162678	138.351088	63.739609	46.471442	46.471442	131.069262	67.487342	46.336937	46.336937	130.794197	67.097241
14	45.969714	45.969714	133.626911	66.037956	45.452445	45.452445	136.418062	64.560148	46.483240	46.483240	131.440581	67.521611
15	45.298094	45.298094	137.139142	64.122415	46.037724	46.037724	133.822323	66.233500	46.982766	46.982766	127.989489	68.980635
16	45.556809	45.556809	135.871022	64.856964	46.003769	46.003769	133.241197	66.135836	47.158617	47.158617	127.438299	69.497974
17	46.033051	46.033051	133.656315	66.220055	46.345812	46.345812	131.698811	67.122947	45.888211	45.888211	134.271312	65.803999
18	45.207874	45.207874	137.648091	63.867247	46.609648	46.609648	129.855273	67.889352	45.816912	45.816912	134.240228	65.599669
19	45.509962	45.509962	135.891248	64.723644	47.114420	47.114420	127.531966	69.367768	46.216482	46.216482	132.128860	66.748851
20	45.245050	45.245050	138.497488	63.972331	46.105266	46.105266	132.502932	66.427986	44.931135	44.931135	140.043330	63.087716
21	44.880771	44.880771	140.220191	62.946363	46.266498	46.266498	132.281640	66.893402	45.802120	45.802120	133.598278	65.557320
22	44.769509	44.769509	140.347399	62.634654	46.023378	46.023378	133.258537	66.192228	45.989019	45.989019	134.053542	66.093434
