#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	46.416223	46.416223	132.109431	67.327056	44.952118	44.952118	139.841544	63.146653	45.783207	45.783207	135.643891	65.503188
2	46.363098	46.363098	132.197944	67.173026	45.306462	45.306462	137.513916	64.146110	45.772204	45.772204	134.160238	65.471708
3	45.649394	45.649394	135.985726	65.120849	45.453044	45.453044	137.096171	64.561850	44.971890	44.971890	139.574958	63.202215
4	46.055294	46.055294	132.935882	66.284066	46.186386	46.186386	132.848757	66.661947	45.657594	45.657594	135.742811	65.144246
5	46.858797	46.858797	129.001733	68.617088	46.290119	46.290119	132.133115	66.961722	45.025988	45.025988	140.000264	63.354361
6	45.570608	45.570608	135.897318	64.896259	46.251769	46.251769	131.888117	66.850816	45.814987	45.814987	135.140195	65.594158
7	45.380456	45.380456	137.553283	64.355805	45.714068	45.714068	135.821419	65.305500	45.848589	45.848589	134.691514	65.690409
8	45.392572	45.392572	137.111526	64.390175	45.634203	45.634203	136.273228	65.077514	45.820918	45.820918	134.411342	65.611140
9	44.962837	44.962837	139.951435	63.176773	45.171439	45.171439	137.498530	63.764339	46.492347	46.492347	130.921977	67.548073
10	45.831839	45.831839	134.988754	65.642422	45.250583	45.250583	138.069182	63.987976	46.635835	46.635835	130.141908	67.965658
11	45.982717	45.982717	133.707312	66.075321	45.706990	45.706990	135.927004	65.285281	45.657656	45.657656	136.292897	65.144425
12	45.219569	45.219569	137.712700	63.900296	46.004829	46.004829	133.616108	66.138885	46.077571	46.077571	133.364937	66.348204
13	46.021176	46.021176	133.377258	66.185895	46.045669	46.045669	132.794767	66.256363	46.283721	46.283721	131.749963	66.943215
14	45.785088	45.785088	134.974246	65.508571	46.137304	46.137304	133.164084	66.520338	46.126791	46.126791	133.100357	66.490026
15	45.655382	45.655382	134.824431	65.137934	45.901769	45.901769	134.249999	65.842887	45.979787	45.979787	134.492613	66.066901
16	45.629917	45.629917	135.641439	65.065292	45.909059	45.909059	134.850037	65.863804	46.740198	46.740198	128.974131	68.270192
17	45.510228	45.510228	136.968459	64.724402	45.939908	45.939908	134.389172	65.952348	47.216267	47.216267	126.953599	69.667996
18	45.959678	45.959678	133.401719	66.009125	45.423707	45.423707	137.173894	64.478536	47.118133	47.118133	127.823503	69.378702
19	46.279710	46.279710	132.041435	66.931612	46.009322	46.009322	133.648671	66.151804	46.834744	46.834744	128.671827	68.546665
20	45.880456	45.880456	135.124577	65.781757	46.008311	46.008311	133.883354	66.148897	45.353757	45.353757	137.686665	64.280101
21	45.322763	45.322763	137.676979	64.192278	45.866212	45.866212	134.526664	65.740919	45.266512	45.266512	137.915886	64.033033
22	45.478626	45.478626	137.124964	64.634543	45.505293	45.505293	136.413369	64.710365	45.811238	45.811238	134.838068	65.583423
23	46.341480	46.341480	132.255006	67.110399	46.644033	46.644033	130.144344	67.989556	45.778297	45.778297	134.931792	65.489139
24	47.010732	47.010732	127.458431	69.062778	46.070282	46.070282	133.176067	66.327216	46.985607	46.985607	128.246643	68.988976
25	47.120357	47.120357	128.427682	69.385250	46.895651	46.895651	128.911611	68.725066	47.506545	47.506545	125.781166	70.527243
26	47.268500	47.268500	126.720209	69.822223	46.647593	46.647593	130.507165	67.999934	47.297600	47.297600	126.032934	69.908218
27	46.557590	46.557590	130.881275	67.737787	46.501285	46.501285	130.407638	67.574047	47.812296	47.812296	123.603486	71.437989
28	48.045396	48.045396	122.300660	72.136252	47.658378	47.658378	124.487341	70.978781	46.847545	46.847545	129.879703	68.584140
29	46.593889	46.593889	130.496977	67.843452	47.394702	47.394702	126.414514	70.195556	46.223539	46.223539	133.540551	66.769237
30	46.978387	46.978387	128.197233	68.967778	47.181008	47.181008	127.492933	69.563984	46.449215	46.449215	131.295649	67.422800
31	48.066927	48.066927	122.784366	72.200921	46.638360	46.638360	129.836250	67.973020	46.410512	46.410512	131.244146	67.310489
32	48.455024	48.455024	120.159197	73.371543	46.211130	46.211130	133.023455	66.733390	46.588211	46.588211	130.893761	67.826918
33	47.180879	47.180879	126.580764	69.563603	47.499425	47.499425	125.330686	70.506104	46.564722	46.564722	130.801664	67.758543
34	46.884535	46.884535	128.360645	68.692489	47.031313	47.031313	128.231527	69.123262	46.615231	46.615231	130.459858	67.905618
35	46.614887	46.614887	130.087254	67.904614	46.414290	46.414290	132.055510	67.321447	46.502105	46.502105	130.637548	67.576432
36	46.250356	46.250356	131.867091	66.846733	46.131695	46.131695	133.466835	66.504164	46.519908	46.519908	131.093020	67.628183
37	47.099044	47.099044	127.898952	69.322498	45.791462	45.791462	134.551397	65.526812	46.845478	46.845478	129.401492	68.578088
38	46.900031	46.900031	128.697190	68.737903	47.094299	47.094299	127.643744	69.308531	46.580985	46.580985	130.175284	67.805879
39	46.666654	46.666654	129.919040	68.055519	47.541090	47.541090	125.056759	70.629852	46.989156	46.989156	128.977728	68.999400
40	46.087304	46.087304	133.170711	66.376238	46.878167	46.878167	128.989975	68.673829	46.938031	46.938031	128.393392	68.849335
41	46.554494	46.554494	130.834270	67.728778	46.451210	46.451210	131.289704	67.428590	46.423080	46.423080	131.776895	67.346949
42	45.606171	45.606171	135.343840	64.997589	46.606720	46.606720	129.982884	67.880823	46.844288	46.844288	128.492937	68.574604
43	46.049078	46.049078	133.511366	66.266173	45.550203	45.550203	135.696817	64.838155	47.695931	47.695931	123.973366	71.090683
44	46.760024	46.760024	129.110086	68.328121	46.046436	46.046436	133.115194	66.258571	48.369558	48.369558	120.870937	73.112942
45	47.512420	47.512420	125.963771	70.544689	45.902769	45.902769	134.306118	65.845757	48.539943	48.539943	119.766231	73.628939
46	45.910960	45.910960	134.335393	65.869258	46.434210	46.434210	131.421907	67.379245	46.647082	46.647082	130.377644	67.998446
47	46.836190	46.836190	129.087909	68.550896	47.464005	47.464005	125.484863	70.400993	46.900456	46.900456	128.884911	68.739149
48	46.249420	46.249420	132.418954	66.844027	46.683451	46.683451	129.948778	68.104520	45.935381	45.935381	134.871937	65.939352
49	47.797433	47.797433	123.605761	71.393581	47.043818	47.043818	128.628659	69.160024	45.404989	45.404989	136.922922	64.425407
50	47.073206	47.073206	128.010921	69.246461	45.907496	45.907496	134.140773	65.859320	45.107724	45.107724	138.789304	63.584587
51	46.914803	46.914803	127.757255	68.781210	47.059856	47.059856	128.508787	69.207189	45.945993	45.945993	133.519022	65.969822
52	46.647455	46.647455	130.335524	67.999534	46.600217	46.600217	130.898570	67.861883	45.806562	45.806562	134.453136	65.570034
