#section	x1	y1	z1	apl1	x2	y2	z2	apl2	x3	y3	z3	apl3
51	46.045835	46.045835	132.429583	66.256841	45.624181	45.624181	134.196584	65.048934	45.849591	45.849591	133.841702	65.693281
52	45.783770	45.783770	134.212756	65.504801	45.303504	45.303504	136.785866	64.137732	45.939975	45.939975	133.264428	65.952541
53	45.368327	45.368327	136.945308	64.321409	46.379179	46.379179	130.681849	67.219634	46.156609	46.156609	131.688117	66.576017
54	45.371767	45.371767	136.366361	64.331165	45.310238	45.310238	137.394006	64.156802	45.712241	45.712241	133.528305	65.300280
55	45.119187	45.119187	138.033410	63.616908	45.629165	45.629165	134.862133	65.063148	45.523403	45.523403	136.318919	64.761881
56	45.594219	45.594219	135.109392	64.963525	45.611368	45.611368	134.826402	65.012404	46.310210	46.310210	130.612986	67.019860
57	46.205924	46.205924	131.699314	66.718358	46.610858	46.610858	129.106041	67.892879	45.818564	45.818564	133.738314	65.604401
58	45.890285	45.890285	133.261123	65.809945	45.863295	45.863295	133.584797	65.732556	46.382017	46.382017	129.866213	67.227859
59	45.502408	45.502408	135.270125	64.702160	45.946152	45.946152	133.162467	65.970279	45.853825	45.853825	133.582484	65.705414
60	45.583393	45.583393	135.726760	64.932678	45.691593	45.691593	134.982757	65.241303	45.443510	45.443510	136.121390	64.534767
61	45.645568	45.645568	134.797110	65.109935	45.561236	45.561236	134.971371	64.869571	46.164571	46.164571	131.344452	66.598988
62	44.810981	44.810981	139.784513	62.750752	45.686974	45.686974	133.701834	65.228113	45.985191	45.985191	133.612393	66.082431
63	45.212390	45.212390	137.702866	63.880007	46.505198	46.505198	130.480002	67.585421	45.812035	45.812035	133.708451	65.585705
64	45.281796	45.281796	137.307598	64.076284	45.544682	45.544682	135.834669	64.822438	45.172972	45.172972	137.753296	63.768667
65	45.467591	45.467591	135.332547	64.603182	44.788122	44.788122	140.059572	62.686747	45.074337	45.074337	138.396726	63.490494
66	45.275340	45.275340	137.347564	64.058012	45.469671	45.469671	135.562803	64.609093	45.283493	45.283493	138.107852	64.081085
67	45.896742	45.896742	133.205571	65.828467	45.297104	45.297104	136.564660	64.119612	45.679623	45.679623	134.474372	65.207124
68	45.912684	45.912684	133.850609	65.874204	45.846049	45.846049	133.945761	65.683131	45.958494	45.958494	132.676753	66.005723
69	45.353114	45.353114	136.765698	64.278281	46.394014	46.394014	130.185682	67.262641	45.957069	45.957069	133.766273	66.001632
70	44.994969	44.994969	137.913830	63.267101	46.550472	46.550472	129.961946	67.717075	45.324768	45.324768	136.095518	64.197957
71	45.189700	45.189700	137.746656	63.815906	45.345917	45.345917	136.671946	64.257882	45.401502	45.401502	136.011678	64.415513
72	44.863081	44.863081	139.620229	62.896752	44.748331	44.748331	140.753257	62.575411	46.075744	46.075744	132.794678	66.342944
73	45.345412	45.345412	135.689179	64.256450	45.911298	45.911298	133.433007	65.870227	46.334487	46.334487	131.174410	67.090146
74	46.683077	46.683077	129.129140	68.103427	45.561028	45.561028	134.839912	64.868977	45.413485	45.413485	135.612366	64.449521
75	45.696869	45.696869	134.447639	65.256370	46.102174	46.102174	132.239767	66.419077	45.356622	45.356622	136.561001	64.288223
76	45.042792	45.042792	138.348065	63.401660	46.743535	46.743535	129.424779	68.279939	45.271827	45.271827	136.892001	64.048072
77	45.498322	45.498322	135.622491	64.690542	46.655845	46.655845	129.297915	68.023996	44.887285	44.887285	139.571028	62.964636
78	45.222626	45.222626	137.170624	63.908936	46.010626	46.010626	132.862465	66.155552	45.524379	45.524379	135.817020	64.764658
79	45.857311	45.857311	133.325755	65.715406	45.574081	45.574081	134.930630	64.906152	44.589392	44.589392	141.373817	62.131683
80	45.634050	45.634050	134.762777	65.077080	44.720326	44.720326	139.975750	62.497112	44.444364	44.444364	141.992503	61.728171
81	46.096803	46.096803	131.892962	66.403603	44.890934	44.890934	139.861852	62.974874	44.035047	44.035047	144.188401	60.596417
82	45.994659	45.994659	132.644265	66.109646	45.225121	45.225121	137.210359	63.915986	45.307701	45.307701	137.013118	64.149617
83	45.288188	45.288188	137.136542	64.094375	43.974947	43.974947	144.830830	60.431125	44.384217	44.384217	143.144720	61.561211
84	44.434303	44.434303	142.313399	61.700227	44.324734	44.324734	143.241890	61.396315	44.231193	44.231193	143.019224	61.137452
85	44.454917	44.454917	142.651662	61.757488	44.143492	44.143492	144.471361	60.895247	44.873045	44.873045	139.595479	62.924691
86	45.246952	45.246952	137.650550	63.977708	44.340537	44.340537	142.664944	61.440100	45.386546	45.386546	136.314740	64.373079
87	44.445638	44.445638	142.505910	61.731711	44.601648	44.601648	140.690410	62.165843	44.835581	44.835581	139.727442	62.819666
88	44.851541	44.851541	139.306441	62.864399	44.559219	44.559219	140.898940	62.047624	44.957176	44.957176	138.697742	63.160864
89	44.688795	44.688795	140.837857	62.409014	45.017711	45.017711	138.695213	63.331073	44.968681	44.968681	138.802512	63.193197
90	43.698717	43.698717	146.938475	59.674307	44.875917	44.875917	139.095464	62.932746	45.325650	45.325650	136.442508	64.200454
91	44.519515	44.519515	141.475542	61.937102	44.761214	44.761214	139.771699	62.611446	45.002154	45.002154	138.511238	63.287308
92	44.120181	44.120181	144.783652	60.830950	45.466610	45.466610	136.586729	64.600394	44.653885	44.653885	142.215192	62.311545
93	44.843433	44.843433	139.896703	62.841673	45.092613	45.092613	137.367735	63.541993	45.183718	45.183718	137.821842	63.799011
94	45.462828	45.462828	135.647536	64.589647	44.849063	44.849063	139.201417	62.857453	45.098159	45.098159	138.564442	63.557624
95	45.133925	45.133925	137.733428	63.658476	45.652113	45.652113	134.922497	65.128606	44.620233	44.620233	140.889333	62.217661
96	44.411222	44.411222	141.986426	61.636146	45.500850	45.500850	135.666897	64.697728	44.427382	44.427382	142.357426	61.681008
97	44.771014	44.771014	140.925337	62.638866	45.801042	45.801042	134.008799	65.554233	45.606676	45.606676	134.953073	64.999029
98	45.161408	45.161408	138.049769	63.736023	46.315101	46.315101	131.768528	67.034017	45.283526	45.283526	136.717278	64.081178
99	43.994887	43.994887	144.848097	60.485940	46.271280	46.271280	131.065158	66.907229	44.957929	44.957929	138.307491	63.162979
100	43.508867	43.508867	148.501815	59.156921	45.653080	45.653080	134.743461	65.131367	45.226730	45.226730	137.488608	63.920534
101	44.777183	44.777183	140.048709	62.656129	47.585255	47.585255	123.777482	70.761142	44.754976	44.754976	140.481718	62.593996
102	44.573554	44.573554	141.212234	62.087553	45.714381	45.714381	134.244632	65.306395	45.385165	45.385165	136.680259	64.369164
103	44.136767	44.136767	144.193785	60.876694	45.052197	45.052197	138.888897	63.428138	45.143837	45.143837	138.724236	63.686438
104	44.524996	44.524996	141.141852	61.952353	45.065568	45.065568	138.617137	63.465794	45.356403	45.356403	136.583265	64.287604
105	44.519716	44.519716	141.710549	61.937660	44.735928	44.735928	139.459690	62.540726	45.121163	45.121163	137.839087	63.622479
106	44.992878	44.992878	138.808960	63.261222	44.771045	44.771045	140.101017	62.638953	45.104050	45.104050	138.206295	63.574229
107	45.151997	45.151997	137.458763	63.709464	45.652946	45.652946	134.846768	65.130984	45.096887	45.096887	137.404418	63.554038
108	45.697506	45.697506	134.342104	65.258189	45.384065	45.384065	135.607274	64.366043	45.540777	45.540777	134.958486	64.811324
109	45.811018	45.811018	133.952837	65.582793	45.682704	45.682704	134.547232	65.215919	44.958824	44.958824	138.406985	63.165497
110	45.025175	45.025175	138.389510	63.352075	44.854059	44.854059	139.074698	62.871456	44.828576	44.828576	139.890150	62.800038
111	44.785467	44.785467	139.788373	62.679314	45.363802	45.363802	137.064700	64.308578	44.875977	44.875977	139.686164	62.932915
112	45.401307	45.401307	137.012076	64.414958	45.491886	45.491886	135.855502	64.672241	44.875421	44.875421	138.911350	62.931356
113	44.577279	44.577279	141.149415	62.097932	44.477145	44.477145	141.673907	61.819264	45.469159	45.469159	135.727956	64.607638
114	44.713018	44.713018	139.944079	62.476686	44.922762	44.922762	139.396374	63.064206	45.265826	45.265826	137.861311	64.031094
115	45.081220	45.081220	137.892038	63.509887	45.828705	45.828705	133.892146	65.633443	46.132487	46.132487	131.748313	66.506448
116	45.077696	45.077696	138.368397	63.499958	46.994349	46.994349	127.630929	69.014650	45.837293	45.837293	134.070560	65.658044
117	44.846883	44.846883	139.875677	62.851342	46.733279	46.733279	128.416476	68.249979	46.489015	46.489015	129.827286	67.538391
118	44.959870	44.959870	140.164703	63.168435	45.952455	45.952455	132.843146	65.988379	45.742939	45.742939	134.329604	65.388015
119	45.856218	45.856218	132.619700	65.712272	45.491580	45.491580	135.819644	64.671370	47.099333	47.099333	126.642183	69.323349
120	45.139471	45.139471	137.436968	63.674120	45.966867	45.966867	132.904894	66.029776	47.489228	47.489228	125.016441	70.475838
121	44.710107	44.710107	140.485956	62.468552	45.202934	45.202934	138.374273	63.853290	46.250359	46.250359	131.136814	66.846742
122	45.932463	45.932463	132.881360	65.930973	45.453883	45.453883	135.834458	64.564235	45.233590	45.233590	137.126285	63.939928
123	44.236908	44.236908	143.193799	61.153252	45.715014	45.715014	134.102824	65.308205	45.831638	45.831638	133.876194	65.641844
124	44.594514	44.594514	141.656497	62.145960	45.323608	45.323608	136.360643	64.194670	44.719250	44.719250	139.823980	62.494102
125	44.735020	44.735020	140.434715	62.538188	45.654589	45.654589	135.117804	65.135673	44.882878	44.882878	140.027105	62.952273
126	44.254402	44.254402	143.353684	61.201628	45.236496	45.236496	136.417338	63.948141	45.646902	45.646902	134.457599	65.113739
127	44.969899	44.969899	139.125303	63.196620	45.476953	45.476953	135.416239	64.629788	45.283278	45.283278	136.463448	64.080477
128	45.628296	45.628296	134.989201	65.060668	46.312849	46.312849	131.922433	67.027499	44.732537	44.732537	140.454563	62.531247
129	46.166706	46.166706	131.795533	66.605148	45.619319	45.619319	134.789684	65.035071	44.911542	44.911542	139.330213	63.032706
130	45.607291	45.607291	135.405771	65.000782	45.866880	45.866880	134.098616	65.742833	44.750937	44.750937	139.804622	62.582698
131	46.106021	46.106021	131.837576	66.430162	44.959917	44.959917	139.217611	63.168568	45.689892	45.689892	134.114525	65.236446
132	45.427494	45.427494	136.125099	64.489289	45.800417	45.800417	133.690788	65.552443	44.957269	44.957269	138.509546	63.161125
133	44.810820	44.810820	139.778714	62.750300	45.422005	45.422005	136.242186	64.473704	45.089164	45.089164	137.644075	63.532273
134	46.082101	46.082101	132.559734	66.361252	45.307789	45.307789	136.667693	64.149867	44.821675	44.821675	139.887781	62.780705
135	45.396739	45.396739	136.063723	64.401996	44.353940	44.353940	142.766717	61.477250	44.575898	44.575898	141.673060	62.094083
136	45.074954	45.074954	137.597151	63.492234	45.240972	45.240972	136.794051	63.960799	44.990811	44.990811	138.539125	63.255409
137	45.941744	45.941744	133.540337	65.957620	44.669145	44.669145	141.051643	62.354140	45.120776	45.120776	138.352612	63.621388
138	45.295946	45.295946	136.759038	64.116335	44.813502	44.813502	140.547047	62.757811	44.991496	44.991496	138.935527	63.257336
139	45.721652	45.721652	134.311351	65.327171	44.617319	44.617319	141.152693	62.209537	46.064852	46.064852	132.926379	66.311582
140	45.738672	45.738672	134.440221	65.375816	44.685899	44.685899	141.212021	62.400924	45.411072	45.411072	136.043293	64.442671
141	45.577889	45.577889	134.614529	64.917000	45.061537	45.061537	138.280807	63.454440	44.155015	44.155015	144.141578	60.927043
142	45.842495	45.842495	134.408442	65.672949	45.151534	45.151534	137.688013	63.708157	43.498697	43.498697	148.021408	59.129269
143	45.588986	45.588986	135.372408	64.948615	45.339225	45.339225	136.605908	64.238916	44.244960	44.244960	143.464499	61.175515
144	45.818731	45.818731	133.509888	65.604879	45.914571	45.914571	133.244256	65.879618	43.980620	43.980620	145.236209	60.446716
145	44.828618	44.828618	139.614851	62.800155	44.267389	44.267389	142.684009	61.237553	44.134983	44.134983	144.451104	60.871772
146	45.258939	45.258939	136.797931	64.011612	44.886706	44.886706	139.567169	62.963011	44.586414	44.586414	141.041076	62.123383
147	46.172259	46.172259	131.037351	66.621171	44.522235	44.522235	140.896799	61.944669	45.042574	45.042574	138.762942	63.401047
148	46.373076	46.373076	130.667227	67.201942	44.923425	44.923425	138.689568	63.066067	44.924006	44.924006	139.256335	63.067698
149	46.548253	46.548253	129.602061	67.710619	45.004237	45.004237	138.354325	63.293167	44.683079	44.683079	140.612707	62.393049
150	46.087090	46.087090	132.013339	66.375621	45.479349	45.479349	136.396336	64.636599	45.582211	45.582211	134.803850	64.929311
151	45.510973	45.510973	136.571071	64.726521	45.937946	45.937946	132.634224	65.946716	45.340449	45.340449	136.590694	64.242385
152	45.411123	45.411123	135.902018	64.442815	46.283652	46.283652	130.675620	66.943015	45.705107	45.705107	134.722670	65.279900
153	44.814866	44.814866	140.019362	62.761631	46.125918	46.125918	131.598436	66.487510	45.445465	45.445465	136.425069	64.540321
154	44.620156	44.620156	140.834844	62.217449	45.412643	45.412643	136.566993	64.447130	45.253814	45.253814	137.809788	63.997116
155	44.930972	44.930972	139.079239	63.087258	45.181039	45.181039	137.849341	63.791445	45.261729	45.261729	137.992480	64.019504
156	43.833143	43.833143	145.315047	60.042014	44.694671	44.694671	139.793805	62.425425	45.389756	45.389756	136.451432	64.382187
157	44.016902	44.016902	145.126086	60.546490	44.930644	44.930644	139.494470	63.086336	45.081547	45.081547	138.626593	63.510809
158	44.674896	44.674896	140.977644	62.370198	45.691593	45.691593	134.271264	65.241302	45.078142	45.078142	137.879177	63.501215
159	44.805951	44.805951	139.322272	62.736663	46.235841	46.235841	131.736280	66.804780	45.882760	45.882760	133.589361	65.788363
160	43.473638	43.473638	148.778334	59.061164	46.174761	46.174761	131.148209	66.628393	45.573816	45.573816	134.600523	64.905397
161	44.515642	44.515642	141.991656	61.926324	45.597495	45.597495	135.387773	64.972861	44.574468	44.574468	141.829819	62.090101
162	44.556149	44.556149	141.602805	62.039076	45.722123	45.722123	134.379892	65.328517	44.574051	44.574051	140.909699	62.088937
163	44.418629	44.418629	142.466985	61.656707	45.803885	45.803885	134.013539	65.562372	45.024175	45.024175	138.660761	63.349260
164	44.776114	44.776114	140.479764	62.653137	45.512730	45.512730	135.632359	64.731518	45.214994	45.214994	137.342044	63.887366
165	44.379028	44.379028	141.902501	61.546817	46.021013	46.021013	132.393945	66.185425	45.565274	45.565274	135.294494	64.881068
166	44.359139	44.359139	142.715256	61.491663	44.917199	44.917199	139.103340	63.048588	44.900653	44.900653	139.783762	63.002145
167	44.145077	44.145077	144.246920	60.899619	45.221266	45.221266	136.731713	63.905091	44.618842	44.618842	140.299921	62.213784
168	45.385613	45.385613	136.834339	64.370434	44.848459	44.848459	139.434100	62.855760	44.030571	44.030571	145.252736	60.584100
169	45.688329	45.688329	134.957498	65.231981	44.965316	44.965316	138.834516	63.183739	44.653253	44.653253	141.292469	62.309781
170	45.220391	45.220391	137.234692	63.902619	44.525888	44.525888	142.325280	61.954835	44.418966	44.418966	143.390253	61.657642
171	44.564955	44.564955	141.050222	62.063599	44.786901	44.786901	139.986437	62.683327	43.753380	43.753380	146.171021	59.823695
172	45.102718	45.102718	138.665543	63.570475	44.632447	44.632447	141.341627	62.251728	44.410540	44.410540	141.988401	61.634252
173	45.063954	45.063954	138.496574	63.461248	44.672409	44.672409	140.557681	62.363255	44.096428	44.096428	143.577574	60.765469
174	44.602677	44.602677	141.101056	62.168713	45.021244	45.021244	138.853657	63.341012	44.347253	44.347253	142.544975	61.458714
175	45.314421	45.314421	136.824316	64.168649	45.692176	45.692176	134.878458	65.242967	44.084893	44.084893	144.194268	60.733681
176	45.040166	45.040166	138.809293	63.394267	46.222098	46.222098	131.015132	66.765073	43.912853	43.912853	145.059282	60.260582
177	44.417964	44.417964	142.229576	61.654859	44.810950	44.810950	139.643875	62.750665	43.726882	43.726882	146.400828	59.751256
178	44.247951	44.247951	143.073147	61.183787	44.326011	44.326011	143.167471	61.399851	43.923611	43.923611	145.398082	60.290114
179	44.977798	44.977798	138.860920	63.218821	44.347269	44.347269	142.918729	61.458760	44.736535	44.736535	140.045481	62.542423
180	45.297737	45.297737	137.116762	64.121404	44.781457	44.781457	140.069208	62.668090	44.537610	44.537610	142.012478	61.987460
181	45.963624	45.963624	133.286214	66.020460	43.736603	43.736603	146.776540	59.777827	44.597334	44.597334	140.720853	62.153820
182	44.756899	44.756899	140.723931	62.599375	45.211323	45.211323	137.738885	63.876992	45.033280	45.033280	137.986051	63.374886
183	43.977944	43.977944	145.254182	60.439361	45.688806	45.688806	134.202064	65.233342	44.398846	44.398846	142.595381	61.601797
184	44.828990	44.828990	140.544427	62.801197	46.126362	46.126362	132.135238	66.488788	44.436581	44.436581	142.032287	61.706554
185	45.225515	45.225515	137.042079	63.917101	45.662049	45.662049	134.697246	65.156960	44.228168	44.228168	143.467424	61.129089
186	44.969990	44.969990	138.902566	63.196874	46.077546	46.077546	131.741494	66.348134	44.617613	44.617613	140.955831	62.210357
187	44.069667	44.069667	144.500764	60.691736	46.298730	46.298730	131.413701	66.986636	45.692382	45.692382	135.082557	65.243555
188	45.213924	45.213924	137.159304	63.884340	45.371684	45.371684	136.463482	64.330927	44.698051	44.698051	140.353123	62.434869
189	46.782176	46.782176	128.569128	68.392875	46.811068	46.811068	128.058680	68.477377	45.756431	45.756431	135.338593	65.426594
190	45.726168	45.726168	134.259410	65.340077	45.966773	45.966773	133.446901	66.029508	44.996575	44.996575	139.093289	63.271617
191	45.524088	45.524088	134.871360	64.763831	45.451362	45.451362	135.601516	64.557071	45.031189	45.031189	138.819228	63.369000
192	44.762995	44.762995	140.496745	62.616430	45.373716	45.373716	136.881837	64.336691	45.344498	45.344498	136.484764	64.253860
193	44.791732	44.791732	140.430059	62.696851	46.514618	46.514618	130.019597	67.612803	45.235181	45.235181	137.207873	63.944425
194	45.204491	45.204491	136.988651	63.857689	46.527808	46.527808	129.888538	67.651153	44.325357	44.325357	142.308058	61.398039
195	45.685737	45.685737	134.749353	65.224581	45.930175	45.930175	132.790404	65.924406	44.515295	44.515295	142.184166	61.925360
196	45.184927	45.184927	137.540101	63.802426	45.545437	45.545437	135.137388	64.824590	44.804688	44.804688	139.844057	62.733128
197	45.641956	45.641956	134.864294	65.099628	45.813211	45.813211	133.820502	65.589072	45.388716	45.388716	136.301159	64.379235
198	44.382064	44.382064	143.237981	61.555237	45.690237	45.690237	134.544556	65.237429	46.042060	46.042060	132.639470	66.245979
199	45.127614	45.127614	138.122511	63.640673	45.734016	45.734016	133.894187	65.362506	45.675690	45.675690	134.846537	65.195896
200	45.947055	45.947055	133.217701	65.972870	45.794548	45.794548	133.509295	65.535645	47.147834	47.147834	126.536079	69.466196
201	44.934051	44.934051	140.181164	63.095903	44.535135	44.535135	141.380583	61.980570	47.339279	47.339279	125.473670	70.031480
202	44.486919	44.486919	141.946951	61.846435	44.731992	44.731992	140.178813	62.529721	46.259804	46.259804	131.104834	66.874047
203	45.219867	45.219867	137.053736	63.901137	44.967945	44.967945	139.185847	63.191129	45.961972	45.961972	132.540140	66.015716
204	45.351697	45.351697	136.771366	64.274263	44.074920	44.074920	143.961001	60.706206	46.294781	46.294781	131.145985	66.975210
205	45.889896	45.889896	133.313879	65.808831	44.928803	44.928803	139.127103	63.081167	45.023072	45.023072	138.464947	63.346158
206	45.286302	45.286302	137.326589	64.089035	44.694355	44.694355	141.183978	62.424542	45.895479	45.895479	133.212393	65.824845
207	45.182337	45.182337	137.783548	63.795112	45.320583	45.320583	136.174408	64.186100	45.486945	45.486945	135.517473	64.658193
208	44.678101	44.678101	140.602115	62.379148	45.625060	45.625060	134.941735	65.051440	45.265111	45.265111	136.998410	64.029071
209	45.291718	45.291718	136.627238	64.104365	46.342063	46.342063	131.258018	67.112088	45.607010	45.607010	135.714185	64.999980
210	45.590067	45.590067	135.570288	64.951695	45.339738	45.339738	137.052276	64.240370	44.973844	44.973844	138.846443	63.207706
211	45.640240	45.640240	134.540257	65.094736	45.322757	45.322757	137.401855	64.192259	44.620506	44.620506	141.115789	62.218425
212	45.655986	45.655986	134.611080	65.139659	45.228940	45.228940	137.350331	63.926782	45.324967	45.324967	136.733318	64.198519
213	44.816304	44.816304	140.579801	62.765659	45.399419	45.399419	136.618315	64.409601	46.056400	46.056400	132.552154	66.287249
214	45.174489	45.174489	137.540805	63.772951	45.618072	45.618072	135.140063	65.031516	45.869327	45.869327	133.921486	65.749850
215	45.669363	45.669363	134.254048	65.177836	44.556369	44.556369	141.340522	62.039688	44.911997	44.911997	138.353600	63.033984
216	46.434417	46.434417	130.755394	67.379848	45.681418	45.681418	134.418667	65.212248	45.673466	45.673466	134.380148	65.189548
217	45.985629	45.985629	133.056890	66.083690	44.462139	44.462139	141.637027	61.777557	45.325721	45.325721	137.033726	64.200656
218	45.266003	45.266003	137.204911	64.031596	45.023314	45.023314	138.433618	63.346837	45.886228	45.886228	133.010046	65.798311
219	45.239205	45.239205	137.408699	63.955803	45.862201	45.862201	133.032712	65.729422	45.874267	45.874267	133.985218	65.764012
220	45.439525	45.439525	136.009301	64.523451	45.605418	45.605418	134.873621	64.995442	45.645091	45.645091	134.962563	65.108572
221	45.219059	45.219059	137.345640	63.898854	46.124570	46.124570	132.350596	66.483623	45.164755	45.164755	138.428818	63.745472
222	45.339105	45.339105	136.721787	64.238576	45.735187	45.735187	134.833986	65.365855	45.375707	45.375707	136.829484	64.342337
223	45.914077	45.914077	133.892988	65.878202	45.014863	45.014863	138.767036	63.323059	45.634703	45.634703	134.871015	65.078942
224	46.245683	46.245683	131.598000	66.833224	46.201055	46.201055	131.085879	66.704295	45.574781	45.574781	135.054918	64.908145
