#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.394912	45.394912	136.252932	64.396813	46.384810	46.384810	130.760138	67.235955	45.169741	45.169741	137.895080	63.759546
2	45.930552	45.930552	132.602666	65.925487	45.630433	45.630433	134.306509	65.066762	45.506276	45.506276	134.994107	64.713162
3	45.585298	45.585298	134.728015	64.938106	45.349085	45.349085	136.411788	64.266859	45.564979	45.564979	134.102064	64.880228
4	46.606329	46.606329	129.082159	67.879684	45.429777	45.429777	135.606274	64.495769	44.843254	44.843254	138.947707	62.841168
5	47.486996	47.486996	124.473867	70.469212	45.463357	45.463357	134.719719	64.591150	44.620938	44.620938	140.552346	62.219627
6	45.860979	45.860979	133.671170	65.725918	45.399923	45.399923	136.347714	64.411031	45.282060	45.282060	136.926675	64.077031
7	44.527499	44.527499	141.843948	61.959319	44.921759	44.921759	138.319999	63.061387	45.042849	45.042849	137.524508	63.401820
8	45.211875	45.211875	137.292960	63.878552	45.451143	45.451143	136.058745	64.556450	45.444716	45.444716	135.843553	64.538196
9	45.740786	45.740786	133.904663	65.381859	45.299223	45.299223	136.782433	64.125611	45.705234	45.705234	133.487321	65.280264
10	45.849160	45.849160	133.408476	65.692047	45.894451	45.894451	132.812069	65.821896	46.084900	46.084900	131.350521	66.369314
11	45.385754	45.385754	135.289127	64.370832	46.342026	46.342026	131.459230	67.111980	45.986354	45.986354	132.167462	66.085774
12	45.833360	45.833360	132.291755	65.646779	47.020559	47.020559	126.726042	69.091656	45.619169	45.619169	134.073963	65.034644
13	44.604007	44.604007	140.598753	62.172420	45.683463	45.683463	134.237858	65.218089	45.967982	45.967982	132.339364	66.032979
14	44.315515	44.315515	142.584055	61.370777	45.079504	45.079504	137.181908	63.505051	45.124401	45.124401	137.745191	63.631610
15	44.606423	44.606423	140.835002	62.179155	46.473659	46.473659	129.699383	67.493780	45.193374	45.193374	136.881182	63.826284
16	44.718281	44.718281	139.231912	62.491396	44.651097	44.651097	140.507067	62.303766	45.722279	45.722279	134.522287	65.328962
17	44.968756	44.968756	138.672788	63.193406	45.455726	45.455726	135.030034	64.569470	44.766622	44.766622	140.297265	62.626576
18	45.021084	45.021084	137.764767	63.340562	44.056728	44.056728	144.106036	60.656101	45.399435	45.399435	135.473018	64.409646
19	44.937898	44.937898	138.610995	63.106709	45.402523	45.402523	135.474952	64.418409	46.036373	46.036373	131.961536	66.229614
20	45.390011	45.390011	136.082392	64.382910	45.819056	45.819056	133.710712	65.605809	47.183275	47.183275	126.265243	69.570670
21	44.895139	44.895139	139.214066	62.986672	45.946362	45.946362	132.937759	65.970880	45.710667	45.710667	133.682689	65.295783
22	44.848678	44.848678	138.733664	62.856372	46.415286	46.415286	130.101539	67.324337	45.108237	45.108237	137.594873	63.586033
23	46.013948	46.013948	132.292411	66.165106	45.963518	45.963518	132.808028	66.020156	45.903609	45.903609	133.077243	65.848167
24	45.846823	45.846823	132.836588	65.685348	45.355124	45.355124	136.315047	64.283978	45.690741	45.690741	133.907391	65.238869
25	46.015452	46.015452	131.808970	66.169432	45.427806	45.427806	135.997160	64.490175	45.476457	45.476457	135.557301	64.628378
26	45.477390	45.477390	136.499686	64.631031	44.391338	44.391338	141.871589	61.580965	45.508548	45.508548	135.731266	64.719625
