#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.374199	45.374199	137.900449	64.338061	46.104881	46.104881	133.623978	66.426877	45.825709	45.825709	134.549156	65.624862
2	44.918373	44.918373	141.525371	63.051883	45.779260	45.779260	135.941537	65.491895	45.309595	45.309595	138.745981	64.154982
3	44.914325	44.914325	141.413990	63.040520	45.981950	45.981950	134.245818	66.073115	46.017837	46.017837	134.415242	66.176292
4	44.375079	44.375079	143.744703	61.535863	45.066447	45.066447	139.362611	63.468269	46.761824	46.761824	129.762969	68.333381
5	44.872057	44.872057	140.842711	62.921923	44.552757	44.552757	142.415415	62.029631	45.873968	45.873968	135.204916	65.763155
6	44.876228	44.876228	141.388014	62.933620	44.429763	44.429763	143.354044	61.687620	45.979534	45.979534	135.089673	66.066174
7	45.466861	45.466861	138.097852	64.601107	44.499379	44.499379	144.165076	61.881085	46.369409	46.369409	132.175380	67.191316
8	45.413622	45.413622	137.273940	64.449908	45.276381	45.276381	138.210811	64.060958	45.103897	45.103897	139.635508	63.573799
9	45.378202	45.378202	138.842843	64.349414	44.930392	44.930392	141.453933	63.085629	45.013145	45.013145	140.305904	63.318225
10	43.938627	43.938627	147.068339	60.331342	44.871020	44.871020	141.273085	62.919014	45.665426	45.665426	136.467458	65.166597
11	44.652286	44.652286	143.060852	62.307082	45.371263	45.371263	138.807535	64.329733	46.316951	46.316951	132.349674	67.039375
12	45.345333	45.345333	136.922185	64.256226	45.175603	45.175603	139.942644	63.776097	46.142022	46.142022	134.146459	66.533943
13	45.727098	45.727098	135.168162	65.342734	44.212125	44.212125	145.913567	61.084750	46.533595	46.533595	131.426557	67.667985
14	44.844002	44.844002	141.272768	62.843267	45.604600	45.604600	137.693768	64.993110	46.207428	46.207428	133.463606	66.722700
15	45.110156	45.110156	139.941484	63.591442	45.414578	45.414578	138.441960	64.452622	46.601663	46.601663	130.875068	67.866093
16	45.031484	45.031484	140.534343	63.369828	44.788215	44.788215	142.244198	62.687007	45.111562	45.111562	139.355241	63.595406
17	45.481074	45.481074	137.238683	64.641503	45.561698	45.561698	136.940695	64.870885	45.345174	45.345174	137.987606	64.255775
18	45.848230	45.848230	135.127832	65.689382	45.861212	45.861212	135.235969	65.726586	45.648955	45.648955	136.898841	65.119598
19	45.515431	45.515431	137.305695	64.739201	46.876729	46.876729	129.652953	68.669616	45.512831	45.512831	138.512947	64.731805
20	46.252300	46.252300	133.247965	66.852353	46.655535	46.655535	130.706416	68.023092	45.709894	45.709894	136.141459	65.293575
21	45.395613	45.395613	137.929577	64.398804	45.648492	45.648492	136.338180	65.118277	45.710577	45.710577	136.504630	65.295526
22	44.783196	44.783196	141.676332	62.672957	45.672272	45.672272	136.556304	65.186138	46.493665	46.493665	131.534758	67.551904
23	44.672945	44.672945	142.004493	62.364751	46.075284	46.075284	133.678998	66.341618	45.398677	45.398677	138.374501	64.407497
24	45.673458	45.673458	136.444033	65.189525	46.338858	46.338858	132.208901	67.102804	45.396256	45.396256	138.639173	64.400626
25	44.207939	44.207939	146.457544	61.073183	45.826464	45.826464	135.364171	65.627025	46.017035	46.017035	134.366396	66.173986
26	44.938851	44.938851	141.331660	63.109386	45.974622	45.974622	134.694764	66.052059	45.905595	45.905595	135.032245	65.853864
27	45.649467	45.649467	136.735767	65.121056	45.799143	45.799143	136.209705	65.548796	45.404521	45.404521	137.763793	64.424079
28	46.430024	46.430024	132.620743	67.367097	46.432816	46.432816	132.160047	67.375199	46.245912	46.245912	132.846106	66.833888
29	45.994181	45.994181	134.313738	66.108271	46.174595	46.174595	133.486494	66.627913	45.927761	45.927761	134.145263	65.917475
30	45.294024	45.294024	138.255994	64.110893	45.758941	45.758941	135.410366	65.433772	45.849560	45.849560	135.712219	65.693193
31	45.961126	45.961126	135.509723	66.013283	47.361507	47.361507	126.721047	70.097261	45.192202	45.192202	138.754946	63.822973
32	45.063456	45.063456	139.651454	63.459846	47.201361	47.201361	127.959434	69.624016	45.083676	45.083676	139.966401	63.516807
33	44.342993	44.342993	144.381681	61.446908	47.147218	47.147218	128.339530	69.464379	45.189918	45.189918	139.923366	63.816520
34	45.140434	45.140434	139.619754	63.676837	46.752352	46.752352	129.879333	68.305700	46.370589	46.370589	132.500351	67.194734
35	45.294821	45.294821	138.940314	64.113150	45.398330	45.398330	138.281926	64.406511	45.780568	45.780568	135.715580	65.495638
36	45.715646	45.715646	135.895228	65.310008	46.158592	46.158592	133.291420	66.581737	46.073315	46.073315	134.353095	66.335949
37	45.653893	45.653893	136.406083	65.133686	46.173337	46.173337	133.135549	66.624283	45.537863	45.537863	137.580103	64.803030
38	45.784182	45.784182	135.757954	65.505977	46.050143	46.050143	134.774003	66.269239	45.171678	45.171678	139.374860	63.765015
39	46.384234	46.384234	132.581724	67.234285	46.535685	46.535685	131.171555	67.674063	45.570226	45.570226	137.462573	64.895173
40	45.024094	45.024094	140.599836	63.349034	46.830847	46.830847	129.379925	68.535256	45.115591	45.115591	139.928882	63.606768
41	45.470194	45.470194	136.799173	64.610581	46.108805	46.108805	133.862141	66.438184	45.908481	45.908481	135.180379	65.862145
42	45.532825	45.532825	137.458543	64.788693	47.207365	47.207365	128.347366	69.641728	45.528682	45.528682	137.296639	64.776902
43	44.881166	44.881166	141.105705	62.947471	46.383533	46.383533	132.002765	67.232255	45.935723	45.935723	135.150656	65.940332
44	45.432785	45.432785	137.324597	64.504312	46.299260	46.299260	133.610040	66.988171	45.338966	45.338966	138.322470	64.238183
45	45.867525	45.867525	135.371735	65.744682	46.428629	46.428629	132.107836	67.363049	44.746048	44.746048	141.776746	62.569026
46	46.381769	46.381769	132.483974	67.227139	44.722972	44.722972	141.770879	62.504508	46.194993	46.194993	132.972791	66.686793
47	45.082096	45.082096	139.832995	63.512356	45.244454	45.244454	139.361256	63.970645	46.152081	46.152081	133.405930	66.562955
48	45.424013	45.424013	137.916694	64.479404	44.668807	44.668807	142.591182	62.353199	46.187471	46.187471	133.763469	66.665076
49	45.797331	45.797331	134.898106	65.543611	44.126938	44.126938	146.095403	60.849584	45.669140	45.669140	136.139560	65.177197
50	46.329927	46.329927	132.326235	67.076940	44.710409	44.710409	142.120002	62.469396	46.432907	46.432907	131.748490	67.375463
51	45.914802	45.914802	134.873390	65.880283	45.568172	45.568172	136.996654	64.889322	45.225617	45.225617	138.839931	63.917389
52	46.234616	46.234616	132.850893	66.801242	46.458313	46.458313	131.115456	67.449213	46.017111	46.017111	134.447769	66.174203
53	47.085942	47.085942	128.618091	69.283935	46.298853	46.298853	132.832983	66.986995	44.692005	44.692005	142.028291	62.417979
54	46.607136	46.607136	131.062394	67.882035	45.475660	45.475660	137.949185	64.626114	44.842637	44.842637	142.118159	62.839441
55	45.575825	45.575825	136.928590	64.911120	45.445493	45.445493	136.774564	64.540400	45.187241	45.187241	139.424135	63.808960
56	46.277513	46.277513	132.467482	66.925258	45.548390	45.548390	137.074036	64.832994	45.647735	45.647735	136.735205	65.116117
57	47.077102	47.077102	128.944975	69.257923	45.762120	45.762120	135.849566	65.442864	45.965508	45.965508	134.348382	66.025873
58	46.455276	46.455276	132.011034	67.440395	46.133544	46.133544	133.666829	66.509496	46.043577	46.043577	133.684952	66.250343
59	47.396093	47.396093	126.727534	70.199676	46.741622	46.741622	130.308173	68.274352	46.311952	46.311952	132.958590	67.024903
60	46.594216	46.594216	131.371551	67.844404	46.595310	46.595310	130.235829	67.847592	44.578994	44.578994	142.764218	62.102710
61	46.423926	46.423926	132.365968	67.349403	45.789702	45.789702	135.815228	65.521776	45.378785	45.378785	137.158639	64.351067
62	46.728264	46.728264	129.986220	68.235334	44.568346	44.568346	142.966264	62.073046	45.885591	45.885591	135.180075	65.796482
63	45.802454	45.802454	136.113307	65.558274	45.297749	45.297749	138.724925	64.121438	45.798022	45.798022	136.036542	65.545588
64	46.059102	46.059102	134.383925	66.295027	45.736268	45.736268	135.094308	65.368943	46.012163	46.012163	134.067108	66.159975
65	45.534351	45.534351	137.301808	64.793035	46.650162	46.650162	130.270222	68.007426	45.562081	45.562081	136.858994	64.871977
66	45.567770	45.567770	136.396945	64.888177	45.543809	45.543809	136.652005	64.819954	46.321360	46.321360	132.379907	67.052137
67	45.406380	45.406380	138.108000	64.429355	44.954180	44.954180	140.401235	63.152446	45.693525	45.693525	136.651741	65.246820
68	46.067839	46.067839	134.580197	66.320180	46.024146	46.024146	134.756021	66.194439	45.523243	45.523243	137.215026	64.761427
69	45.727915	45.727915	135.701269	65.345070	45.722588	45.722588	135.503703	65.329845	46.130726	46.130726	133.762871	66.501370
70	44.714898	44.714898	142.278798	62.481940	46.595966	46.595966	130.678657	67.849501	47.259615	47.259615	127.527410	69.795976
71	44.814306	44.814306	141.494111	62.760062	46.692560	46.692560	130.673279	68.131098	46.980819	46.980819	128.808157	68.974918
72	44.888832	44.888832	140.604589	62.968975	45.708049	45.708049	136.526521	65.288303	46.342365	46.342365	132.473877	67.112962
73	45.089531	45.089531	139.550093	63.533306	46.805137	46.805137	129.862954	68.460027	47.019357	47.019357	128.896107	69.088122
74	44.962730	44.962730	140.437172	63.176471	45.079216	45.079216	139.983136	63.504240	46.262058	46.262058	132.889246	66.880564
75	45.211197	45.211197	139.631073	63.876635	45.934303	45.934303	134.664468	65.936257	46.276708	46.276708	132.768166	66.922927
76	45.069640	45.069640	139.945598	63.477265	45.537453	45.537453	137.104735	64.801863	46.076229	46.076229	133.356161	66.344341
77	45.724150	45.724150	136.119175	65.334308	45.966785	45.966785	134.946575	66.029542	46.381157	46.381157	132.229754	67.225367
