#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.705141	45.705141	136.111862	65.279997	44.704831	44.704831	142.009011	62.453809	45.030342	45.030342	139.983531	63.366615
2	45.842675	45.842675	135.233401	65.673463	45.315238	45.315238	137.237511	64.170963	44.296419	44.296419	143.964011	61.317898
3	46.066700	46.066700	134.127191	66.316900	45.899214	45.899214	134.368260	65.835558	44.541072	44.541072	142.166818	61.997095
4	45.676633	45.676633	135.700919	65.198588	45.612800	45.612800	136.551746	65.016486	44.954620	44.954620	140.346144	63.153683
5	44.720956	44.720956	141.726644	62.498873	45.507623	45.507623	137.069998	64.716993	45.369556	45.369556	138.241817	64.324895
6	45.022440	45.022440	140.045774	63.344379	46.033429	46.033429	133.985285	66.221144	45.291165	45.291165	138.264783	64.102802
7	44.283610	44.283610	144.344486	61.282441	45.809943	45.809943	134.478872	65.579715	44.623331	44.623331	141.510738	62.226303
8	44.637879	44.637879	142.810841	62.266881	44.879137	44.879137	140.758739	62.941778	45.673018	45.673018	135.346266	65.188268
9	44.633622	44.633622	141.843344	62.255008	45.398181	45.398181	137.676121	64.406089	46.787349	46.787349	129.692449	68.408002
10	45.038312	45.038312	140.565813	63.389047	45.440600	45.440600	137.439814	64.526503	45.808335	45.808335	135.281422	65.575111
11	45.718559	45.718559	135.486156	65.318332	44.911955	44.911955	139.962220	63.033867	46.039145	46.039145	133.424673	66.237589
12	44.960469	44.960469	139.747231	63.170118	45.452906	45.452906	137.150358	64.561457	44.886034	44.886034	140.217566	62.961127
13	44.617799	44.617799	142.189325	62.210875	45.840031	45.840031	134.966237	65.665889	46.203889	46.203889	132.327704	66.712481
14	45.839018	45.839018	134.980195	65.662987	45.573744	45.573744	136.614310	64.905193	45.345418	45.345418	138.032577	64.256465
15	45.373704	45.373704	137.625815	64.336656	45.699203	45.699203	136.004893	65.263037	44.766919	44.766919	141.185163	62.627408
16	46.350177	46.350177	131.703358	67.135590	44.134191	44.134191	145.413657	60.869587	45.894294	45.894294	134.650100	65.821444
17	45.984007	45.984007	134.695506	66.079028	44.740461	44.740461	141.636457	62.553401	45.012455	45.012455	139.492270	63.316283
18	45.048999	45.048999	138.859604	63.419134	45.707199	45.707199	136.602301	65.285877	45.201508	45.201508	137.716936	63.849259
19	45.579316	45.579316	136.214351	64.921063	45.783498	45.783498	135.248254	65.504022	44.753783	44.753783	141.644645	62.590659
20	45.986600	45.986600	133.890412	66.086480	46.276084	46.276084	131.977528	66.921122	45.231207	45.231207	139.127106	63.933190
21	46.490114	46.490114	130.995547	67.541583	45.546869	45.546869	136.689269	64.828664	45.220824	45.220824	138.462142	63.903841
