#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.467080	45.467080	137.179630	64.601730	45.106245	45.106245	139.791047	63.580418	45.176750	45.176750	139.894559	63.779334
2	43.920146	43.920146	147.217065	60.280600	44.935420	44.935420	140.491040	63.099749	45.241286	45.241286	138.079154	63.961686
3	44.897496	44.897496	139.929672	62.993286	45.152948	45.152948	139.025931	63.712149	45.065601	45.065601	139.754891	63.465886
4	44.344155	44.344155	144.011706	61.450128	45.900230	45.900230	134.255943	65.838472	45.271251	45.271251	138.129683	64.046444
5	44.301990	44.301990	144.258438	61.333322	44.965140	44.965140	140.724412	63.183244	45.441345	45.441345	137.183031	64.528620
6	44.507118	44.507118	143.477334	61.902611	45.062366	45.062366	139.915510	63.456775	44.910672	44.910672	140.460731	63.030265
7	45.231804	45.231804	138.883857	63.934877	44.761815	44.761815	141.978610	62.613128	44.173785	44.173785	145.071366	60.978853
8	46.184524	46.184524	132.901100	66.656570	44.935469	44.935469	140.805852	63.099887	44.720694	44.720694	142.133393	62.498141
9	46.849914	46.849914	129.067448	68.591077	45.363917	45.363917	137.731575	64.308905	45.128225	45.128225	138.611529	63.642396
10	46.280689	46.280689	132.133258	66.934442	45.866271	45.866271	135.409234	65.741087	45.473587	45.473587	136.862929	64.620221
11	45.244634	45.244634	138.613821	63.971153	45.983231	45.983231	134.678142	66.076798	45.374031	45.374031	137.048473	64.337583
12	46.123525	46.123525	133.302156	66.480611	45.624442	45.624442	136.349196	65.049680	46.698576	46.698576	130.190318	68.148655
13	46.635590	46.635590	130.652669	67.964946	45.170245	45.170245	139.146588	63.760970	45.028251	45.028251	140.199983	63.360731
14	46.701577	46.701577	130.452573	68.157414	45.201633	45.201633	138.692613	63.849612	44.208828	44.208828	145.037073	61.075639
15	46.593020	46.593020	131.115492	67.840921	45.165144	45.165144	139.021129	63.746571	45.086803	45.086803	139.614804	63.525620
16	46.946826	46.946826	129.007543	68.875140	44.435510	44.435510	143.276947	61.703581	45.277642	45.277642	137.585882	64.064527
17	46.085034	46.085034	134.026144	66.369699	45.558994	45.558994	137.308774	64.863185	45.839296	45.839296	134.317713	65.663782
18	46.200405	46.200405	133.058403	66.702421	45.528609	45.528609	137.428823	64.776696	45.773163	45.773163	134.566805	65.474450
19	45.677465	45.677465	135.832054	65.200963	45.369267	45.369267	138.052222	64.324075	45.410563	45.410563	137.273000	64.441227
20	45.849109	45.849109	134.826350	65.691899	45.636124	45.636124	136.936037	65.082995	45.288626	45.288626	138.293859	64.095614
21	45.910048	45.910048	134.829927	65.866640	46.256458	46.256458	132.426349	66.864372	44.799880	44.799880	141.655467	62.719665
22	46.732945	46.732945	129.669571	68.249005	44.693624	44.693624	141.122078	62.422499	45.583517	45.583517	136.733601	64.933033
23	47.130818	47.130818	127.762355	69.416063	44.892493	44.892493	141.060349	62.979248	45.824631	45.824631	135.237203	65.621775
24	46.304507	46.304507	132.399060	67.003357	44.418780	44.418780	143.661470	61.657127	45.410223	45.410223	138.390772	64.440261
25	46.170574	46.170574	133.109620	66.616309	43.949427	43.949427	147.106520	60.361003	45.374369	45.374369	137.893783	64.338544
26	45.075226	45.075226	139.227891	63.493001	44.694417	44.694417	142.122046	62.424716	45.043643	45.043643	139.924665	63.404055
27	44.564321	44.564321	142.870386	62.061834	45.438921	45.438921	137.920033	64.521736	45.211680	45.211680	139.308014	63.877999
28	45.644099	45.644099	136.754760	65.105742	45.019548	45.019548	140.062510	63.336240	45.574819	45.574819	135.338520	64.908255
29	45.966200	45.966200	134.195168	66.027861	44.002643	44.002643	145.765912	60.507269	46.144786	46.144786	133.180782	66.541916
30	45.909722	45.909722	134.345599	65.865705	44.895557	44.895557	140.805004	62.987844	45.574088	45.574088	135.915018	64.906172
31	46.208966	46.208966	133.092409	66.727143	44.883389	44.883389	140.876787	62.953707	46.979490	46.979490	128.796725	68.971015
32	46.159394	46.159394	132.340333	66.584053	45.471430	45.471430	137.140574	64.614091	47.503992	47.503992	125.678425	70.519665
33	46.175701	46.175701	132.754509	66.631106	46.155062	46.155062	133.029765	66.571554	45.620662	45.620662	136.934009	65.038901
34	46.386094	46.386094	132.207177	67.239678	45.942443	45.942443	134.516133	65.959629	45.009956	45.009956	140.318992	63.309253
35	46.957810	46.957810	129.335895	68.907372	45.590328	45.590328	136.422633	64.952439	44.960362	44.960362	140.022476	63.169817
36	46.004421	46.004421	134.398279	66.137712	46.741906	46.741906	130.556100	68.275182	46.204761	46.204761	133.140365	66.714997
37	45.415840	45.415840	137.882511	64.456205	45.999784	45.999784	134.214882	66.124379	45.614116	45.614116	136.049837	65.020237
38	44.099873	44.099873	145.747903	60.774963	46.270643	46.270643	133.105339	66.905389	45.289855	45.289855	137.940217	64.099092
39	45.496928	45.496928	137.241892	64.686577	46.293031	46.293031	132.796450	66.970147	45.055780	45.055780	139.748522	63.438229
40	45.695685	45.695685	136.504722	65.252990	46.233676	46.233676	132.290207	66.798526	44.918659	44.918659	140.744713	63.052685
41	45.840659	45.840659	135.473079	65.667688	45.947838	45.947838	134.586905	65.975118	45.226783	45.226783	139.128239	63.920685
42	46.583152	46.583152	131.327748	67.812190	46.092066	46.092066	132.953457	66.389956	45.291515	45.291515	138.420955	64.103790
43	46.626417	46.626417	131.047969	67.938212	46.178301	46.178301	133.630078	66.638608	46.024878	46.024878	133.350449	66.196544
44	46.337866	46.337866	132.087406	67.099932	45.859745	45.859745	135.362151	65.722383	45.187361	45.187361	138.822201	63.809301
45	46.401862	46.401862	131.965646	67.285400	45.697036	45.697036	135.255191	65.256846	45.240298	45.240298	138.529663	63.958894
46	46.757381	46.757381	130.062486	68.320395	46.225158	46.225158	133.441827	66.773915	45.395339	45.395339	137.606703	64.398025
47	46.655662	46.655662	130.556480	68.023461	45.994025	45.994025	134.878983	66.107822	45.225018	45.225018	138.350685	63.915696
48	46.376357	46.376357	131.429564	67.211454	46.018669	46.018669	134.363749	66.178685	44.976542	44.976542	139.866868	63.215293
49	46.725531	46.725531	129.945845	68.227353	45.040952	45.040952	139.600077	63.396480	44.777240	44.777240	141.008884	62.656289
50	46.142452	46.142452	133.460307	66.535183	44.533691	44.533691	143.344816	61.976551	44.898128	44.898128	141.448544	62.995058
51	46.861402	46.861402	129.222740	68.624717	44.707301	44.707301	141.635446	62.460712	46.052495	46.052495	134.116360	66.276008
52	46.535139	46.535139	130.802836	67.672474	44.758135	44.758135	141.212696	62.602832	44.969213	44.969213	140.268475	63.194692
53	46.181251	46.181251	133.517653	66.647124	44.737295	44.737295	141.312448	62.544548	45.850502	45.850502	135.395359	65.695891
54	45.999854	45.999854	134.759911	66.124581	45.994600	45.994600	134.759923	66.109476	45.508117	45.508117	137.406114	64.718398
55	45.551224	45.551224	136.606512	64.841062	45.651262	45.651262	136.219908	65.126178	45.050389	45.050389	139.516570	63.423048
56	45.505025	45.505025	136.353604	64.709603	45.742990	45.742990	136.315084	65.388160	45.481365	45.481365	137.425805	64.642331
57	45.723306	45.723306	135.374913	65.331897	45.970251	45.970251	133.343918	66.039501	45.782639	45.782639	135.234821	65.501565
58	46.847084	46.847084	129.234594	68.582789	45.858979	45.858979	135.518663	65.720186	45.628442	45.628442	136.151682	65.061084
59	46.367030	46.367030	132.029757	67.184421	46.136956	46.136956	134.883360	66.519335	46.265934	46.265934	132.723563	66.891771
60	45.349822	45.349822	138.052675	64.268948	45.817895	45.817895	135.918468	65.602486	46.199500	46.199500	132.455410	66.699805
61	45.493427	45.493427	137.175150	64.676622	46.019210	46.019210	134.314028	66.180241	45.369108	45.369108	137.422578	64.323623
62	46.251530	46.251530	132.403796	66.850125	46.311680	46.311680	132.166529	67.024116	45.750051	45.750051	135.108406	65.408349
