#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	46.574536	46.574536	129.162891	67.787106	45.660452	45.660452	134.480784	65.152403	45.195504	45.195504	137.477479	63.832300
2	46.661584	46.661584	130.139306	68.040733	46.059046	46.059046	132.359391	66.294866	44.980481	44.980481	138.800042	63.226365
3	45.038641	45.038641	138.311685	63.389976	46.673904	46.673904	129.567164	68.076666	45.384885	45.384885	137.173055	64.368369
4	46.003373	46.003373	132.763392	66.134698	47.855669	47.855669	122.212068	71.567658	46.027568	46.027568	132.407528	66.204281
5	44.678081	44.678081	140.120791	62.379093	47.767360	47.767360	123.467185	71.303771	46.180430	46.180430	133.084089	66.644753
6	46.158300	46.158300	131.846904	66.580895	47.450420	47.450420	124.993580	70.360698	45.771102	45.771102	134.671724	65.468556
7	46.159992	46.159992	132.029882	66.585778	47.395864	47.395864	125.778367	70.198998	45.905571	45.905571	133.021571	65.853796
8	45.412226	45.412226	136.729580	64.445947	47.374451	47.374451	124.949884	70.135581	46.003587	46.003587	133.220128	66.135313
9	45.535393	45.535393	135.308186	64.796000	46.664208	46.664208	128.995548	68.048385	45.730988	45.730988	135.726076	65.353853
10	45.455069	45.455069	136.428702	64.567602	46.114598	46.114598	132.643148	66.454879	45.537398	45.537398	135.387632	64.801708
11	45.099068	45.099068	138.025244	63.560186	46.688511	46.688511	128.613511	68.119282	45.269177	45.269177	136.270341	64.040574
12	45.330416	45.330416	136.826161	64.213958	47.446470	47.446470	125.110996	70.348985	46.175723	46.175723	131.351189	66.631170
13	45.690674	45.690674	134.438540	65.238677	45.710741	45.710741	133.593374	65.295994	44.699489	44.699489	140.577973	62.438885
14	46.668244	46.668244	128.571903	68.060156	46.888608	46.888608	127.531791	68.704425	45.854490	45.854490	133.462578	65.707320
15	45.896213	45.896213	133.809676	65.826950	46.371912	46.371912	131.297425	67.198568	47.474712	47.474712	124.670947	70.432758
16	45.450934	45.450934	135.125797	64.555856	46.284543	46.284543	130.775770	66.945592	46.137613	46.137613	131.738064	66.521229
17	46.017405	46.017405	133.518702	66.175050	46.136335	46.136335	131.725945	66.517544	47.030438	47.030438	127.107987	69.120691
18	45.890651	45.890651	133.211262	65.810996	46.142741	46.142741	131.989555	66.536018	46.538632	46.538632	129.330013	67.682632
19	47.025771	47.025771	126.591169	69.106974	46.957049	46.957049	127.558422	68.905140	47.155940	47.155940	125.595689	69.490084
20	46.901918	46.901918	127.808882	68.743435	46.141586	46.141586	131.321800	66.532687	47.542792	47.542792	124.864178	70.634909
21	47.525461	47.525461	124.755284	70.583422	46.492506	46.492506	129.324365	67.548534	47.465479	47.465479	124.616133	70.405365
22	47.708949	47.708949	123.438291	71.129494	46.054414	46.054414	132.674200	66.281534	46.416561	46.416561	130.680325	67.328035
23	47.511489	47.511489	124.879212	70.541924	47.085234	47.085234	127.647041	69.281852	45.671447	45.671447	134.285573	65.183783
24	46.901287	46.901287	127.296245	68.741586	46.022399	46.022399	132.599152	66.189413	47.116605	47.116605	126.391424	69.374201
25	47.042692	47.042692	126.571900	69.156714	46.935198	46.935198	126.857438	68.841025	45.563765	45.563765	134.802042	64.876772
26	46.645181	46.645181	128.802950	67.992902	47.583259	47.583259	124.298772	70.755204	46.571199	46.571199	129.467060	67.777392
27	46.071202	46.071202	131.865751	66.329863	47.316512	47.316512	125.113027	69.964135	46.556732	46.556732	129.477948	67.735289
28	45.661780	45.661780	134.045790	65.156193	46.827761	46.827761	127.549850	68.526225	46.235786	46.235786	131.587789	66.804621
29	46.171856	46.171856	132.389080	66.620010	47.144759	47.144759	125.847006	69.457134	46.639428	46.639428	128.845177	67.976133
30	47.065035	47.065035	126.607313	69.222422	47.840403	47.840403	122.437897	71.522004	46.961338	46.961338	127.503589	68.917727
31	46.659050	46.659050	128.931882	68.033342	46.480301	46.480301	129.677769	67.513073	47.298023	47.298023	125.747296	69.909468
32	46.752641	46.752641	128.337687	68.306546	46.621814	46.621814	128.892099	67.924798	47.539233	47.539233	123.761579	70.624333
33	47.862363	47.862363	122.440406	71.587681	46.330420	46.330420	130.938147	67.078369	48.196270	48.196270	121.540692	72.590013
34	48.518833	48.518833	119.819768	73.564911	46.975667	46.975667	127.439273	68.959791	46.986596	46.986596	127.102631	68.991882
35	47.335793	47.335793	125.004227	70.021165	47.869925	47.869925	122.687688	71.610302	47.027621	47.027621	126.786985	69.112410
36	46.801841	46.801841	127.768148	68.450384	48.508306	48.508306	119.468916	73.532992	47.668210	47.668210	124.129609	71.008069
37	47.559307	47.559307	124.352302	70.683991	46.649650	46.649650	128.982509	68.005933	48.086616	48.086616	121.725005	72.260082
38	47.297318	47.297318	125.140659	69.907383	47.688472	47.688472	123.015336	71.068448	47.269854	47.269854	125.525403	69.826221
39	46.933362	46.933362	127.446919	68.835640	46.674345	46.674345	129.372977	68.077952	46.311020	46.311020	131.109675	67.022205
40	46.504805	46.504805	129.809941	67.584279	46.632188	46.632188	129.273241	67.955030	46.662579	46.662579	129.141299	68.043634
41	47.693283	47.693283	123.278914	71.082790	46.144835	46.144835	131.451816	66.542056	47.104222	47.104222	126.272397	69.337743
42	46.894024	46.894024	127.311818	68.720296	47.620706	47.620706	123.659459	70.866613	46.018682	46.018682	132.588618	66.178721
43	47.427702	47.427702	124.963719	70.293342	47.530997	47.530997	124.452753	70.599865	46.070371	46.070371	132.447980	66.327471
44	46.440916	46.440916	130.256585	67.398710	48.109996	48.109996	121.501857	72.330366	46.908736	46.908736	127.344494	68.763422
45	45.911028	45.911028	133.606628	65.869453	47.381001	47.381001	125.493728	70.154975	47.398841	47.398841	124.836075	70.207816
46	47.091882	47.091882	126.541476	69.301418	47.174261	47.174261	126.485298	69.544090	46.402004	46.402004	129.910339	67.285812
47	47.298451	47.298451	125.101077	69.910733	47.837990	47.837990	123.239247	71.514790	46.472826	46.472826	130.107763	67.491360
48	46.807529	46.807529	128.024499	68.467023	46.384367	46.384367	129.994585	67.234673	47.050417	47.050417	126.638160	69.179428
49	46.646374	46.646374	128.630170	67.996382	45.779523	45.779523	134.171595	65.492649	46.721940	46.721940	128.703327	68.216866
50	46.308014	46.308014	130.855685	67.013506	46.718205	46.718205	129.072502	68.205959	47.128408	47.128408	125.905423	69.408965
51	46.323130	46.323130	130.710674	67.057262	46.644536	46.644536	129.095411	67.991023	48.745645	48.745645	118.172600	74.254311
52	46.626490	46.626490	129.150807	67.938423	47.683870	47.683870	124.216200	71.054732	47.889504	47.889504	122.214400	71.668895
53	46.173623	46.173623	131.424897	66.625109	46.775583	46.775583	128.457947	68.373599	48.653400	48.653400	119.009324	73.973542
54	47.143979	47.143979	126.791857	69.454836	46.176463	46.176463	131.110615	66.633304	47.733909	47.733909	123.267230	71.203941
55	47.559284	47.559284	124.419266	70.683921	47.653356	47.653356	124.552847	70.963824	48.331446	48.331446	120.370238	72.997770
56	46.235726	46.235726	131.760968	66.804449	47.202865	47.202865	126.277831	69.628451	48.401665	48.401665	120.118521	73.210037
57	46.996896	46.996896	126.873193	69.022133	46.899372	46.899372	127.407487	68.735973	47.805109	47.805109	122.593886	71.416513
58	47.484990	47.484990	124.209534	70.463260	47.064141	47.064141	127.065376	69.219793	47.157798	47.157798	125.635269	69.495560
59	47.874874	47.874874	122.678837	71.625111	47.197057	47.197057	125.812375	69.611318	47.251498	47.251498	125.912393	69.772003
60	46.583126	46.583126	129.357093	67.812114	46.695311	46.695311	128.265932	68.139126	46.685946	46.685946	128.493680	68.111798
61	46.970926	46.970926	127.953462	68.945871	47.838070	47.838070	122.794258	71.515030	46.748494	46.748494	128.354477	68.294427
62	47.419514	47.419514	124.597813	70.269073	48.553921	48.553921	119.645185	73.671352	46.331046	46.331046	129.905661	67.080182
63	46.660488	46.660488	128.896163	68.037536	48.754514	48.754514	118.630836	74.281332	47.131657	47.131657	126.499823	69.418534
64	46.780103	46.780103	128.797262	68.386812	47.841041	47.841041	123.498221	71.523914	47.276974	47.276974	125.408597	69.847260
65	47.144852	47.144852	126.069136	69.457409	48.109171	48.109171	121.351430	72.327885	47.194387	47.194387	126.610376	69.603441
66	46.552762	46.552762	128.862245	67.723738	47.984852	47.984852	122.260221	71.954563	47.214084	47.214084	125.694620	69.661553
67	47.652933	47.652933	123.387674	70.962562	48.146032	48.146032	121.223267	72.438761	47.864844	47.864844	122.525199	71.595102
68	48.160718	48.160718	120.993682	72.482960	47.735613	47.735613	123.349365	71.209023	47.959556	47.959556	121.701457	71.878719
69	46.787537	46.787537	128.083644	68.408551	47.592428	47.592428	124.451369	70.782475	47.620450	47.620450	124.013946	70.865853
70	47.284961	47.284961	125.478318	69.870861	47.120184	47.120184	126.685748	69.384742	47.410167	47.410167	124.936332	70.241373
