#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	44.518298	44.518298	141.560383	61.933715	44.900100	44.900100	140.068382	63.000592	45.815104	45.815104	134.903721	65.594494
2	44.905205	44.905205	140.592296	63.014921	44.979027	44.979027	138.900055	63.222277	45.636596	45.636596	135.761737	65.084339
3	44.950698	44.950698	138.774584	63.142665	45.830931	45.830931	134.477520	65.639819	45.449106	45.449106	136.767855	64.550664
4	46.301884	46.301884	132.073620	66.995765	46.288781	46.288781	131.716512	66.957850	45.320076	45.320076	137.308518	64.184664
5	45.621214	45.621214	135.431065	65.040473	45.645497	45.645497	136.111603	65.109731	45.794972	45.794972	135.179788	65.536857
6	46.011999	46.011999	133.383956	66.159502	46.258173	46.258173	131.802342	66.869330	45.904777	45.904777	134.498006	65.851517
7	44.990969	44.990969	139.742521	63.255853	46.468290	46.468290	131.009989	67.478186	45.284188	45.284188	137.623857	64.083052
8	45.470635	45.470635	136.084518	64.611832	46.216594	46.216594	132.309716	66.749172	45.065067	45.065067	139.330805	63.464384
9	45.696637	45.696637	134.389900	65.255707	46.137584	46.137584	132.253885	66.521147	45.826746	45.826746	134.334438	65.627833
10	45.120761	45.120761	138.219460	63.621347	47.312551	47.312551	127.085441	69.952421	45.121511	45.121511	138.915583	63.623462
11	45.282988	45.282988	137.927007	64.079657	46.646543	46.646543	129.933433	67.996874	45.872548	45.872548	134.115968	65.759083
12	46.271057	46.271057	131.988143	66.906586	47.649584	47.649584	124.811582	70.952588	46.361681	46.361681	130.509342	67.168921
13	45.733264	45.733264	134.583933	65.360358	47.374802	47.374802	125.347020	70.136621	45.279266	45.279266	136.801315	64.069123
14	44.997360	44.997360	139.600195	63.273824	47.411137	47.411137	125.854354	70.244246	45.156132	45.156132	137.897262	63.721132
15	45.503273	45.503273	136.479376	64.704620	46.884315	46.884315	128.105730	68.691844	45.764072	45.764072	134.505759	65.448447
16	46.091779	46.091779	133.204821	66.389127	46.381417	46.381417	131.056008	67.226119	45.439598	45.439598	136.619706	64.523657
17	45.590512	45.590512	135.543116	64.952961	45.477446	45.477446	135.937188	64.631189	45.424469	45.424469	136.092721	64.480700
18	46.372946	46.372946	131.090707	67.201565	46.687861	46.687861	129.456152	68.117386	45.335300	45.335300	136.839107	64.227793
19	45.573960	45.573960	135.800973	64.905806	46.407959	46.407959	131.691582	67.303083	46.540375	46.540375	130.465328	67.687702
20	46.323909	46.323909	131.716018	67.059516	45.696964	45.696964	134.407534	65.256640	46.084477	46.084477	132.620693	66.368094
21	46.358318	46.358318	131.377981	67.159178	45.701740	45.701740	134.996976	65.270284	45.323822	45.323822	137.612646	64.195277
22	45.521759	45.521759	136.184450	64.757203	46.363715	46.363715	131.008018	67.174815	45.180442	45.180442	137.991235	63.789761
23	46.007277	46.007277	132.824511	66.145922	45.195476	45.195476	137.786641	63.832220	44.800270	44.800270	140.831840	62.720757
24	46.014968	46.014968	133.294319	66.168040	45.446643	45.446643	136.704675	64.543667	44.722559	44.722559	140.352849	62.503352
25	46.963914	46.963914	127.777686	68.925287	45.911541	45.911541	134.251701	65.870926	44.983870	44.983870	140.047950	63.235891
26	46.824407	46.824407	129.092406	68.516408	46.626072	46.626072	130.178291	67.937207	45.043111	45.043111	139.057263	63.402557
27	46.243980	46.243980	131.954453	66.828304	47.165461	47.165461	127.437145	69.518148	44.724332	44.724332	140.213878	62.508309
28	46.634998	46.634998	129.495718	67.963219	46.533023	46.533023	130.633363	67.666319	45.111402	45.111402	138.187313	63.594955
29	47.290329	47.290329	126.597560	69.886725	47.337247	47.337247	125.496384	70.025468	44.799864	44.799864	141.152130	62.719618
30	46.310738	46.310738	131.229170	67.021390	46.419052	46.419052	131.199671	67.335263	45.969681	45.969681	133.518269	66.037862
31	47.493014	47.493014	125.390561	70.487073	46.184995	46.184995	132.763004	66.657930	46.451201	46.451201	131.059828	67.428564
32	45.822372	45.822372	134.321117	65.615305	47.664147	47.664147	124.368102	70.995966	45.749396	45.749396	134.899682	65.406476
33	47.063808	47.063808	127.374672	69.218812	47.386340	47.386340	125.465481	70.170788	46.513955	46.513955	130.480307	67.610876
34	47.101384	47.101384	128.024043	69.329387	46.497659	46.497659	130.312428	67.563510	46.590517	46.590517	130.594897	67.833635
35	46.372363	46.372363	131.255905	67.199876	45.529351	45.529351	136.632399	64.778806	47.156163	47.156163	127.231373	69.490740
36	46.919933	46.919933	128.603624	68.796253	46.512699	46.512699	130.473633	67.607225	45.960484	45.960484	133.671279	66.011441
37	47.254464	47.254464	126.484123	69.780763	47.181033	47.181033	126.393699	69.564060	45.953457	45.953457	134.010958	65.991258
38	46.473536	46.473536	130.593208	67.493423	46.341862	46.341862	131.036520	67.111506	46.848536	46.848536	129.191914	68.587041
39	47.114425	47.114425	127.357045	69.367782	46.022264	46.022264	133.325763	66.189024	46.543912	46.543912	130.503005	67.697992
40	46.146103	46.146103	132.064847	66.545713	45.698303	45.698303	134.681814	65.260466	46.510543	46.510543	130.151512	67.600958
41	47.518736	47.518736	125.330350	70.563445	46.715726	46.715726	129.100498	68.198721	45.614238	45.614238	135.772319	65.020586
42	47.336866	47.336866	126.374056	70.024339	45.499283	45.499283	136.636741	64.693275	45.661972	45.661972	135.351915	65.156739
43	47.303528	47.303528	125.782302	69.925742	45.540894	45.540894	136.319529	64.811658	46.113762	46.113762	132.808358	66.452469
44	47.516048	47.516048	124.497810	70.555462	46.034773	46.034773	133.526905	66.225011	46.561454	46.561454	129.917128	67.749033
45	47.202215	47.202215	126.803657	69.626534	46.543875	46.543875	130.274737	67.697885	46.526262	46.526262	130.972287	67.646657
46	47.405582	47.405582	126.441882	70.227788	46.540310	46.540310	130.433887	67.687515	45.686740	45.686740	134.875137	65.227445
47	45.926144	45.926144	133.853013	65.912834	46.556267	46.556267	130.394184	67.733938	46.443984	46.443984	130.538094	67.407614
48	46.270645	46.270645	131.746885	66.905394	46.280953	46.280953	132.158643	66.935207	45.639787	45.639787	134.939869	65.093442
49	46.080521	46.080521	132.426321	66.356702	46.663583	46.663583	129.688737	68.046562	47.610825	47.610825	125.569543	70.837208
50	45.607304	45.607304	135.821584	65.000819	47.190174	47.190174	127.141422	69.591017	47.668992	47.668992	124.964402	71.010401
51	46.475570	46.475570	130.499022	67.499331	47.465277	47.465277	125.530167	70.404767	46.131861	46.131861	132.995356	66.504643
52	46.214418	46.214418	131.898655	66.742887	47.235546	47.235546	126.879655	69.724900	46.448994	46.448994	131.044280	67.422159
53	48.361677	48.361677	120.842827	73.089118	47.475973	47.475973	126.379882	70.436502	47.777818	47.777818	123.929681	71.334997
54	47.297938	47.297938	126.131503	69.909216	46.955564	46.955564	127.457944	68.900782	46.980599	46.980599	128.018489	68.974272
55	47.352601	47.352601	126.295121	70.070902	47.282685	47.282685	126.918072	69.864133	46.620967	46.620967	129.468564	67.922331
56	47.090540	47.090540	127.563534	69.297467	46.274761	46.274761	131.830921	66.917298	48.275718	48.275718	121.489156	72.829530
57	46.982487	46.982487	127.809129	68.979816	45.604856	45.604856	135.431342	64.993841	47.288823	47.288823	126.359322	69.882275
58	46.858998	46.858998	129.176263	68.617677	47.168916	47.168916	126.997154	69.528331	47.217516	47.217516	127.171230	69.671680
59	46.921440	46.921440	128.444374	68.800672	45.958041	45.958041	133.409280	66.004424	48.029380	48.029380	122.569912	72.088167
60	45.705694	45.705694	135.076698	65.281577	45.486620	45.486620	135.986775	64.657268	47.692347	47.692347	123.594134	71.079998
61	47.334524	47.334524	125.855187	70.017411	46.286933	46.286933	131.934484	66.952505	48.103099	48.103099	121.474536	72.309629
62	47.317808	47.317808	126.305394	69.967968	46.187938	46.187938	132.077941	66.666424	46.935711	46.935711	128.251720	68.842531
63	46.643575	46.643575	129.668366	67.988221	46.407441	46.407441	130.786885	67.301581	47.583655	47.583655	124.083898	70.756383
64	45.597682	45.597682	135.464521	64.973393	46.799862	46.799862	128.894236	68.444598	47.939666	47.939666	122.658680	71.819112
65	47.018226	47.018226	127.621992	69.084800	46.538150	46.538150	129.781357	67.681231	46.967897	46.967897	127.883531	68.936978
66	47.019900	47.019900	127.890530	69.089718	45.372621	45.372621	137.499062	64.333585	47.531271	47.531271	125.205200	70.600680
67	45.863261	45.863261	133.592917	65.732459	45.966934	45.966934	133.181251	66.029969	46.468308	46.468308	131.001898	67.478239
68	45.875675	45.875675	134.092627	65.768048	46.079846	46.079846	133.407132	66.354756	45.872538	45.872538	133.759127	65.759053
69	45.955670	45.955670	133.669289	65.997613	46.717918	46.717918	129.482599	68.205122	45.947007	45.947007	133.661486	65.972734
70	46.447319	46.447319	130.642969	67.417294	47.276218	47.276218	126.430416	69.845023	47.069649	47.069649	126.777854	69.235997
