#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	44.272612	44.272612	142.180654	61.252005	45.604276	45.604276	133.438931	64.992186	44.541029	44.541029	140.922749	61.996978
2	45.023428	45.023428	137.325764	63.347160	44.733362	44.733362	139.362791	62.533553	45.065424	45.065424	136.805982	63.465388
3	45.784258	45.784258	132.958087	65.506197	45.398886	45.398886	135.491707	64.408089	44.663488	44.663488	139.826861	62.338348
4	45.626873	45.626873	133.796127	65.056612	45.304199	45.304199	136.327184	64.139701	44.931526	44.931526	137.533108	63.088814
5	46.237614	46.237614	130.415373	66.809903	45.024773	45.024773	138.043524	63.350944	45.380028	45.380028	135.619579	64.354591
6	46.072269	46.072269	131.502399	66.332936	44.690914	44.690914	139.593555	62.414931	45.442332	45.442332	135.747776	64.531424
7	45.708019	45.708019	133.161514	65.288219	45.201325	45.201325	136.574063	63.848743	44.766306	44.766306	139.127775	62.625693
8	45.141398	45.141398	137.139889	63.679556	44.743299	44.743299	139.003913	62.561337	45.187805	45.187805	136.660687	63.810554
9	45.609848	45.609848	134.395086	65.008070	45.094948	45.094948	137.533640	63.548572	46.079237	46.079237	131.348938	66.353002
10	45.801380	45.801380	133.250619	65.555199	45.579426	45.579426	134.156773	64.921377	45.307092	45.307092	136.269721	64.147892
11	45.769942	45.769942	132.361927	65.465238	46.295577	46.295577	130.475145	66.977514	45.518512	45.518512	135.142703	64.747966
12	46.432637	46.432637	129.800217	67.374680	47.264594	47.264594	124.550193	69.810683	44.580402	44.580402	140.556228	62.106633
13	47.144562	47.144562	125.577827	69.456555	46.502424	46.502424	129.569126	67.577357	45.589142	45.589142	134.295117	64.949057
14	46.734134	46.734134	127.954731	68.252477	46.038758	46.038758	132.272841	66.236475	45.172991	45.172991	136.494195	63.768721
15	46.733292	46.733292	128.235754	68.250018	45.883102	45.883102	132.460138	65.789344	46.184706	46.184706	131.503111	66.657096
16	45.336140	45.336140	136.179383	64.230176	45.821218	45.821218	132.720758	65.612000	45.335780	45.335780	136.062586	64.229154
17	45.789357	45.789357	132.909164	65.520788	46.017326	46.017326	131.962121	66.174820	45.568171	45.568171	134.649129	64.889320
18	46.313876	46.313876	129.984225	67.030471	46.553460	46.553460	128.896799	67.725770	44.816606	44.816606	138.992245	62.766506
19	45.653244	45.653244	133.461430	65.131835	46.441176	46.441176	129.702518	67.399463	44.531260	44.531260	140.645839	61.969785
20	45.216247	45.216247	135.859435	63.890906	45.883444	45.883444	133.037518	65.790326	45.197057	45.197057	137.013814	63.836686
21	46.188413	46.188413	131.296052	66.667797	46.119117	46.119117	131.171058	66.467906	44.835465	44.835465	139.390245	62.819343
22	46.432174	46.432174	128.916605	67.373336	46.084238	46.084238	132.186703	66.367407	45.619998	45.619998	133.914127	65.037007
23	46.629226	46.629226	129.512644	67.946397	46.216515	46.216515	130.752418	66.748946	45.475622	45.475622	134.761290	64.626006
24	45.229217	45.229217	136.407465	63.927565	46.049358	46.049358	131.658955	66.266980	44.773697	44.773697	138.483905	62.646373
25	45.327122	45.327122	136.040060	64.204624	46.399458	46.399458	130.207278	67.278429	44.627648	44.627648	140.076895	62.238343
26	45.488155	45.488155	135.492681	64.661633	47.788582	47.788582	122.528972	71.367143	45.480590	45.480590	135.028230	64.640126
27	46.221623	46.221623	130.363200	66.763701	47.008225	47.008225	126.295265	69.055414	46.131603	46.131603	130.832781	66.503900
28	46.530576	46.530576	129.124440	67.659204	46.487291	46.487291	129.215203	67.533381	46.396942	46.396942	129.204317	67.271131
29	46.371670	46.371670	129.607055	67.197869	45.974503	45.974503	131.922585	66.051716	46.651603	46.651603	128.918180	68.011628
30	45.481154	45.481154	135.208003	64.641731	46.790686	46.790686	127.272628	68.417760	45.478627	45.478627	134.765350	64.634547
31	46.333188	46.333188	130.009992	67.086386	46.655952	46.655952	128.231464	68.024309	46.563054	46.563054	128.455266	67.753687
32	45.871901	45.871901	132.002996	65.757228	46.340303	46.340303	130.243902	67.106990	45.839948	45.839948	133.055114	65.665650
33	46.385929	46.385929	129.484443	67.239201	46.624632	46.624632	128.092667	67.933009	45.972884	45.972884	132.194753	66.047064
34	46.384897	46.384897	129.796363	67.236209	45.934521	45.934521	132.167342	65.936881	44.904371	44.904371	138.072547	63.012578
35	47.074613	47.074613	126.589461	69.250600	45.531575	45.531575	134.746148	64.785136	45.193759	45.193759	137.610201	63.827369
36	46.189548	46.189548	130.677615	66.671073	45.351809	45.351809	135.264719	64.274581	45.075658	45.075658	137.040707	63.494218
37	45.581201	45.581201	133.746984	64.926435	45.528034	45.528034	134.619723	64.775058	45.749924	45.749924	133.907591	65.407985
38	46.841228	46.841228	127.314279	68.565646	46.004593	46.004593	132.585968	66.138205	46.601716	46.601716	128.619403	67.866247
39	45.944816	45.944816	132.366717	65.966440	46.642994	46.642994	128.153807	67.986529	45.014117	45.014117	137.062348	63.320961
40	46.662313	46.662313	127.721408	68.042859	46.308639	46.308639	129.969246	67.015313	45.371480	45.371480	136.049975	64.330350
41	45.768509	45.768509	133.915309	65.461138	45.395920	45.395920	135.278907	64.399674	44.839132	44.839132	139.176440	62.829617
42	46.771351	46.771351	128.117869	68.361228	45.604928	45.604928	133.717000	64.994046	45.848770	45.848770	133.362725	65.690928
