#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.623084	45.623084	136.300589	65.045806	44.826647	44.826647	141.005383	62.794633	45.130102	45.130102	139.606103	63.647692
2	45.727303	45.727303	136.445851	65.343320	45.416745	45.416745	137.241275	64.458773	45.760701	45.760701	135.865243	65.438805
3	46.245775	46.245775	132.779309	66.833491	45.094150	45.094150	139.748578	63.546325	45.947688	45.947688	134.630653	65.974690
4	46.232715	46.232715	133.015022	66.795747	44.499919	44.499919	142.942510	61.882588	45.531814	45.531814	137.243380	64.785816
5	45.982004	45.982004	134.109387	66.073272	44.748560	44.748560	141.721620	62.576051	44.516782	44.516782	142.634895	61.929496
6	46.690302	46.690302	130.205635	68.124510	45.239910	45.239910	138.609315	63.957795	45.316903	45.316903	137.993496	64.175679
7	45.821765	45.821765	134.978967	65.613568	44.569243	44.569243	142.425160	62.075545	44.879154	44.879154	141.442265	62.941828
8	46.052307	46.052307	133.705672	66.275469	44.553651	44.553651	142.302316	62.032120	45.129630	45.129630	139.383724	63.646360
9	45.633306	45.633306	136.415027	65.074956	45.589150	45.589150	136.869333	64.949081	45.967121	45.967121	134.619271	66.030507
10	45.645085	45.645085	136.006905	65.108556	46.364643	46.364643	132.363595	67.177504	45.225429	45.225429	137.856460	63.916857
11	46.246450	46.246450	132.376042	66.835441	45.608068	45.608068	136.754042	65.002995	44.717201	44.717201	142.127481	62.488377
12	45.612920	45.612920	137.016028	65.016828	45.048556	45.048556	140.063028	63.417886	44.753005	44.753005	141.177202	62.588484
13	46.181537	46.181537	133.546202	66.647950	45.665740	45.665740	135.971537	65.167495	44.994499	44.994499	140.440103	63.265780
14	45.639904	45.639904	136.577003	65.093775	45.602329	45.602329	136.510488	64.986638	44.528331	44.528331	142.701584	61.961634
15	46.487900	46.487900	132.216722	67.535151	46.147322	46.147322	133.471881	66.549228	44.433033	44.433033	143.499567	61.696701
16	46.106606	46.106606	132.961697	66.431847	46.466013	46.466013	131.493413	67.471573	45.228976	45.228976	139.197779	63.926882
17	45.282016	45.282016	138.079435	64.076906	46.111403	46.111403	134.122421	66.445672	45.277395	45.277395	138.570664	64.063827
18	45.424802	45.424802	137.368649	64.481645	46.383438	46.383438	132.480265	67.231978	45.626758	45.626758	135.542502	65.056283
19	45.383661	45.383661	137.552871	64.364897	46.298445	46.298445	132.594426	66.985811	43.804590	43.804590	147.873785	59.963816
20	45.418937	45.418937	137.538692	64.464996	45.823709	45.823709	134.613839	65.619134	44.733833	44.733833	140.994890	62.534868
21	45.581248	45.581248	136.848085	64.926569	46.780578	46.780578	129.299325	68.388204	44.498830	44.498830	143.104262	61.879557
22	44.998463	44.998463	140.129242	63.276927	45.957753	45.957753	134.255996	66.003595	45.489075	45.489075	137.699215	64.664249
23	45.656673	45.656673	136.595254	65.141618	45.482695	45.482695	137.760402	64.646111	45.120175	45.120175	139.702680	63.619693
24	46.464430	46.464430	132.083793	67.466977	45.270679	45.270679	138.101912	64.044824	45.146759	45.146759	139.502690	63.694683
25	46.686124	46.686124	130.834451	68.112319	45.667011	45.667011	135.335308	65.171122	45.600081	45.600081	135.535799	64.980230
26	46.274834	46.274834	132.316214	66.917507	45.530334	45.530334	136.763056	64.781604	45.438929	45.438929	137.109844	64.521757
27	47.041979	47.041979	128.666454	69.154617	45.755240	45.755240	134.682286	65.423188	45.939548	45.939548	133.999572	65.951314
28	46.770751	46.770751	130.003867	68.359474	45.695122	45.695122	136.379393	65.251381	46.206256	46.206256	133.426977	66.719316
29	45.756010	45.756010	135.727696	65.425389	46.451126	46.451126	131.474021	67.428348	46.385149	46.385149	132.574837	67.236938
30	45.644301	45.644301	136.103158	65.106319	45.477411	45.477411	137.108805	64.631091	45.804098	45.804098	135.964271	65.562980
31	46.411108	46.411108	131.159985	67.312218	46.761850	46.761850	130.277793	68.333455	46.127607	46.127607	133.697932	66.492378
32	45.366104	45.366104	137.820182	64.315106	46.671838	46.671838	131.162481	68.070639	45.852498	45.852498	134.855504	65.701612
33	45.310898	45.310898	137.940265	64.158672	46.373175	46.373175	132.310200	67.202231	46.104771	46.104771	133.960639	66.426558
34	45.917198	45.917198	133.491210	65.887158	45.358427	45.358427	138.615352	64.293341	47.013264	47.013264	127.968494	69.070217
35	44.865145	44.865145	140.741588	62.902537	45.042834	45.042834	140.574385	63.401779	45.604444	45.604444	136.965983	64.992665
36	45.222575	45.222575	139.372374	63.908791	44.941966	44.941966	140.956803	63.118133	46.221261	46.221261	133.001356	66.762655
37	44.584153	44.584153	142.475826	62.117085	45.158018	45.158018	139.308390	63.726455	45.150552	45.150552	138.605750	63.705385
38	45.381768	45.381768	137.123184	64.359528	44.840153	44.840153	141.040906	62.832480	44.630777	44.630777	142.177436	62.247070
39	46.087525	46.087525	133.829985	66.376873	45.508305	45.508305	137.034779	64.718932	44.943163	44.943163	139.938154	63.121496
40	44.747775	44.747775	141.622995	62.573854	45.407165	45.407165	137.413466	64.431584	44.628653	44.628653	141.964808	62.241146
41	45.400624	45.400624	137.754411	64.413020	45.673832	45.673832	135.646877	65.190593	45.207505	45.207505	139.710205	63.866205
42	45.056826	45.056826	139.343807	63.441173	45.125108	45.125108	139.002458	63.633607	45.578216	45.578216	136.860999	64.917929
43	45.272170	45.272170	138.369363	64.049044	44.578740	44.578740	142.719807	62.102002	45.438361	45.438361	137.371226	64.520146
44	45.326493	45.326493	137.468179	64.202844	45.727262	45.727262	136.338142	65.343203	45.055273	45.055273	139.692840	63.436802
45	45.639621	45.639621	136.389739	65.092970	45.416489	45.416489	137.119001	64.458046	45.537145	45.537145	136.518112	64.800986
46	45.345805	45.345805	137.950027	64.257564	44.650338	44.650338	142.062647	62.301647	45.431260	45.431260	136.750515	64.499980
47	46.403745	46.403745	131.856433	67.290862	45.069695	45.069695	139.811978	63.477418	44.940892	44.940892	140.342066	63.115119
48	45.135274	45.135274	139.215499	63.662281	44.835086	44.835086	140.524911	62.818280	45.655879	45.655879	135.709897	65.139354
49	45.193742	45.193742	138.891293	63.827323	44.847695	44.847695	141.512176	62.853616	45.620942	45.620942	136.545205	65.039699
50	45.563334	45.563334	136.898489	64.875544	45.259756	45.259756	138.670536	64.013923	46.556205	46.556205	131.650950	67.733757
51	44.979323	44.979323	140.326751	63.223110	44.662804	44.662804	141.695267	62.336439	46.605984	46.605984	130.935804	67.878678
52	45.257005	45.257005	138.975263	64.006141	44.942656	44.942656	139.928881	63.120074	46.025638	46.025638	134.149634	66.198729
53	45.366982	45.366982	137.812159	64.317595	45.322995	45.322995	137.748413	64.192935	45.434253	45.434253	137.085689	64.508481
54	45.349659	45.349659	138.209619	64.268487	44.647367	44.647367	142.376021	62.293356	45.883039	45.883039	134.447535	65.789166
55	44.644004	44.644004	142.064474	62.283972	44.766906	44.766906	141.962262	62.627370	46.504446	46.504446	131.047150	67.583234
56	44.914914	44.914914	140.891538	63.042172	45.028712	45.028712	139.628107	63.362028	45.602395	45.602395	135.647576	64.986825
57	45.435693	45.435693	137.511651	64.512569	44.897229	44.897229	140.926741	62.992537	45.642021	45.642021	135.694821	65.099816
58	45.549272	45.549272	137.160490	64.835505	45.526915	45.526915	137.480255	64.771875	46.152855	46.152855	133.516010	66.565189
59	45.749202	45.749202	135.630215	65.405920	45.575686	45.575686	136.564610	64.910724	45.231341	45.231341	138.250993	63.933570
60	45.702792	45.702792	135.696823	65.273288	45.756840	45.756840	135.462971	65.427763	44.501012	44.501012	142.903391	61.885626
61	44.761033	44.761033	140.823825	62.610939	46.405090	46.405090	131.659940	67.294760	45.566223	45.566223	136.832961	64.883771
62	45.034634	45.034634	140.308810	63.378696	46.646606	46.646606	130.920113	67.997057	45.842974	45.842974	134.786287	65.674320
63	45.383129	45.383129	138.233749	64.363387	45.780146	45.780146	135.741025	65.494430	45.787667	45.787667	134.939568	65.515950
64	44.442906	44.442906	144.043837	61.724121	46.460166	46.460166	132.246161	67.454594	45.417952	45.417952	136.933084	64.462199
65	44.152439	44.152439	145.143192	60.919933	46.719001	46.719001	130.171102	68.208282	46.452921	46.452921	131.708537	67.433558
66	45.071226	45.071226	140.229407	63.481732	45.166793	45.166793	138.994385	63.751224	45.953012	45.953012	134.620756	65.989979
