#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.265009	45.265009	138.009305	64.028781	45.973964	45.973964	132.969761	66.050167	44.816346	44.816346	140.549351	62.765778
2	44.864133	44.864133	139.543284	62.899701	45.449266	45.449266	136.447446	64.551118	45.187229	45.187229	137.888298	63.808928
3	45.261117	45.261117	137.310408	64.017771	44.629588	44.629588	141.585080	62.243755	44.942614	44.942614	138.285349	63.119955
4	45.423449	45.423449	136.888990	64.477804	44.598648	44.598648	141.676068	62.157483	45.599108	45.599108	135.665927	64.977459
5	44.988601	44.988601	139.815359	63.249193	44.394932	44.394932	142.296444	61.590938	45.467575	45.467575	135.632579	64.603137
6	44.848480	44.848480	139.981242	62.855818	44.611500	44.611500	141.659606	62.193310	45.933501	45.933501	133.190308	65.933953
7	45.980704	45.980704	133.326877	66.069535	44.894431	44.894431	139.877517	62.984685	45.190343	45.190343	137.670440	63.817722
8	46.021488	46.021488	133.023534	66.186794	44.848970	44.848970	140.662284	62.857190	45.565472	45.565472	135.782410	64.881633
9	46.415151	46.415151	130.689172	67.323946	45.362030	45.362030	137.002132	64.303557	46.014560	46.014560	133.172980	66.166868
10	45.267993	45.267993	137.370464	64.037226	45.538912	45.538912	135.411084	64.806017	46.074860	46.074860	132.238690	66.340397
11	46.143253	46.143253	132.387282	66.537495	44.736578	44.736578	140.721272	62.542545	46.545806	46.545806	129.605706	67.703501
12	45.955546	45.955546	133.695998	65.997256	44.742113	44.742113	141.254441	62.558021	46.417013	46.417013	130.543960	67.329347
13	45.287663	45.287663	137.686051	64.092889	44.988849	44.988849	139.012665	63.249892	46.218969	46.218969	132.717467	66.756034
14	44.949000	44.949000	139.716954	63.137894	44.891813	44.891813	140.483305	62.977341	46.240201	46.240201	131.765398	66.817382
15	45.201445	45.201445	138.266112	63.849081	43.976341	43.976341	145.155949	60.434957	45.877551	45.877551	134.478840	65.773427
16	45.137213	45.137213	137.901417	63.667751	44.872590	44.872590	138.701284	62.923416	45.807308	45.807308	134.336111	65.572171
17	45.242046	45.242046	137.539831	63.963835	44.808720	44.808720	140.820665	62.744418	45.700543	45.700543	135.088547	65.266865
18	45.714335	45.714335	134.173395	65.306264	44.934468	44.934468	139.471843	63.097075	45.947680	45.947680	133.463893	65.974666
19	45.444904	45.444904	136.727473	64.538728	45.614944	45.614944	135.123382	65.022597	45.180131	45.180131	137.607394	63.788881
20	45.388277	45.388277	136.684929	64.377989	45.547751	45.547751	135.699925	64.831177	45.347419	45.347419	136.958691	64.262137
21	45.705648	45.705648	135.237192	65.281445	45.997456	45.997456	133.580985	66.117686	45.404140	45.404140	136.863442	64.422998
22	44.801290	44.801290	139.981436	62.723612	45.575819	45.575819	135.585538	64.911102	45.891507	45.891507	133.545114	65.813451
23	45.557805	45.557805	135.829860	64.859800	45.304096	45.304096	137.242383	64.139410	45.983113	45.983113	132.563587	66.076460
24	45.334337	45.334337	136.969032	64.225067	46.626850	46.626850	129.269093	67.939475	45.508241	45.508241	135.624959	64.718749
25	45.846875	45.846875	134.068775	65.685498	46.433234	46.433234	130.217087	67.376414	45.446498	45.446498	136.229449	64.543256
26	45.130253	45.130253	137.933561	63.648116	46.487724	46.487724	130.682384	67.534641	45.149941	45.149941	137.569984	63.703661
27	45.526361	45.526361	136.249764	64.770300	46.464170	46.464170	130.566534	67.466223	44.956286	44.956286	139.547888	63.158365
28	45.072881	45.072881	138.338068	63.486395	45.661396	45.661396	135.347804	65.155098	45.560548	45.560548	135.826861	64.867610
29	45.461104	45.461104	136.720803	64.584750	46.613199	46.613199	129.805541	67.899698	45.461681	45.461681	135.979314	64.586390
30	44.742714	44.742714	141.616872	62.559701	45.249428	45.249428	137.277519	63.984710	44.981939	44.981939	138.575224	63.230463
31	45.759187	45.759187	134.949120	65.434475	45.206193	45.206193	137.757528	63.862497	45.328452	45.328452	136.747576	64.208392
32	44.872717	44.872717	139.785792	62.923774	45.316906	45.316906	137.321061	64.175688	47.291965	47.291965	125.983680	69.891561
33	44.583429	44.583429	141.240077	62.115067	44.635112	44.635112	141.280268	62.259163	46.290930	46.290930	131.829285	66.964069
34	45.282448	45.282448	137.200881	64.078129	44.442942	44.442942	142.527262	61.724221	45.730699	45.730699	134.151591	65.353025
35	45.566067	45.566067	135.827172	64.883328	45.378976	45.378976	136.599101	64.351608	45.665331	45.665331	135.271458	65.166326
36	45.343069	45.343069	137.235148	64.249811	45.370729	45.370729	137.086211	64.328220	44.837756	44.837756	140.466983	62.825762
