#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.405999	45.405999	137.515270	64.428273	45.405999	45.405999	137.515270	64.428273	45.584914	45.584914	136.054237	64.937012
2	45.554531	45.554531	137.474819	64.850477	45.554531	45.554531	137.474819	64.850477	45.859514	45.859514	133.980273	65.721720
3	45.207322	45.207322	137.811121	63.865687	45.207322	45.207322	137.811121	63.865687	46.275177	46.275177	132.280694	66.918499
4	44.696671	44.696671	141.482792	62.431013	44.696671	44.696671	141.482792	62.431013	45.319203	45.319203	138.755397	64.182192
5	45.311843	45.311843	137.707967	64.161346	44.808734	44.808734	141.493945	62.744457	45.971756	45.971756	133.424131	66.043824
6	45.546270	45.546270	136.586744	64.826959	45.029353	45.029353	139.231184	63.363834	45.593495	45.593495	135.904789	64.961462
7	45.923302	45.923302	133.783152	65.904677	44.879377	44.879377	140.553779	62.942453	45.113773	45.113773	138.650967	63.601640
8	45.963391	45.963391	133.774483	66.019790	45.411824	45.411824	136.539708	64.444805	45.347784	45.347784	137.449483	64.263173
9	46.086651	46.086651	132.902626	66.374355	44.987261	44.987261	140.518350	63.245427	45.262870	45.262870	137.840311	64.022730
10	46.165871	46.165871	132.439631	66.602738	45.621488	45.621488	135.783628	65.041255	45.062561	45.062561	139.631938	63.457324
11	45.755130	45.755130	134.822294	65.422874	45.701201	45.701201	135.435187	65.268742	45.133525	45.133525	138.658002	63.657346
12	46.015086	46.015086	133.741026	66.168380	45.775931	45.775931	135.098004	65.482370	45.010822	45.010822	139.692312	63.311691
13	45.650048	45.650048	135.144150	65.122715	45.345935	45.345935	137.257030	64.257932	46.123192	46.123192	133.104727	66.479651
14	46.039027	46.039027	134.165425	66.237249	45.800977	45.800977	135.093675	65.554045	45.812697	45.812697	135.398852	65.587601
15	46.116259	46.116259	132.783999	66.459666	45.383522	45.383522	138.022080	64.364502	45.747723	45.747723	135.451391	65.401692
16	46.555995	46.555995	130.355736	67.733147	44.569499	44.569499	142.700792	62.076257	46.748085	46.748085	129.135242	68.293233
17	46.016867	46.016867	133.264921	66.173501	45.161100	45.161100	138.724124	63.735154	46.578860	46.578860	130.895000	67.799693
18	45.525847	45.525847	136.820151	64.768837	45.371459	45.371459	136.917085	64.330292	46.199019	46.199019	132.710786	66.698418
19	46.566873	46.566873	129.655708	67.764803	45.865305	45.865305	134.451550	65.738320	44.768538	44.768538	141.228741	62.631937
20	45.784835	45.784835	135.267505	65.507847	44.748031	44.748031	141.192382	62.574571	45.243656	45.243656	138.086593	63.968387
21	46.433425	46.433425	130.777291	67.376967	44.719993	44.719993	141.581207	62.496182	45.468007	45.468007	137.184656	64.604364
22	46.921564	46.921564	128.568597	68.801036	45.792304	45.792304	135.124386	65.529221	44.397992	44.397992	143.360485	61.599428
23	46.515848	46.515848	131.023297	67.616377	45.349234	45.349234	137.387233	64.267281	45.073985	45.073985	139.469527	63.489505
24	46.322106	46.322106	131.792681	67.054296	45.778419	45.778419	134.950822	65.489488	45.142107	45.142107	138.562348	63.681556
25	46.362715	46.362715	131.718433	67.171918	45.955105	45.955105	133.620906	65.995991	45.422924	45.422924	137.352485	64.476314
26	45.757191	45.757191	135.941430	65.428768	45.132948	45.132948	139.020274	63.655718	44.840566	44.840566	140.398861	62.833635
27	46.148429	46.148429	132.252255	66.552422	45.084065	45.084065	139.442759	63.517904	45.374366	45.374366	137.512436	64.338534
28	45.658053	45.658053	135.369507	65.145555	45.518262	45.518262	136.723452	64.747257	45.326912	45.326912	137.520988	64.204030
29	46.018268	46.018268	132.799311	66.177532	46.136753	46.136753	132.701955	66.518750	45.339867	45.339867	137.282121	64.240737
30	45.555222	45.555222	136.188399	64.852444	45.499997	45.499997	136.442828	64.695303	45.128735	45.128735	139.039400	63.643836
31	45.816093	45.816093	135.142121	65.597325	45.824989	45.824989	134.830600	65.622800	44.797027	44.797027	140.621934	62.711676
32	46.293167	46.293167	131.632133	66.970540	46.108225	46.108225	133.997546	66.436512	44.782896	44.782896	141.259007	62.672117
33	46.839821	46.839821	128.439192	68.561527	45.775738	45.775738	135.325912	65.481818	44.672259	44.672259	141.085445	62.362834
34	45.700354	45.700354	135.560195	65.266323	45.091392	45.091392	138.732608	63.538550	45.540614	45.540614	136.092736	64.810860
35	45.657523	45.657523	135.381764	65.144043	45.124171	45.124171	139.141115	63.630961	45.508780	45.508780	136.374529	64.720284
