#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	44.390242	44.390242	145.948568	61.577924	45.290112	45.290112	140.270312	64.099820	46.410670	46.410670	134.062791	67.310946
2	44.473185	44.473185	145.980945	61.808255	45.150917	45.150917	141.865054	63.706416	45.810624	45.810624	137.879654	65.581666
3	46.248126	46.248126	135.352651	66.840286	45.064456	45.064456	141.712216	63.462663	45.597931	45.597931	138.227919	64.974104
4	46.759092	46.759092	131.908312	68.325395	45.829487	45.829487	136.826664	65.635685	46.358656	46.358656	134.208161	67.160156
5	45.310580	45.310580	140.569879	64.157770	44.962394	44.962394	142.641551	63.175527	46.116833	46.116833	134.782520	66.461320
6	46.028446	46.028446	136.457887	66.206808	44.943753	44.943753	141.798366	63.123153	45.787832	45.787832	137.733884	65.516423
7	45.918242	45.918242	136.734620	65.890155	44.910188	44.910188	143.471773	63.028906	45.248477	45.248477	139.964463	63.982021
8	45.304890	45.304890	140.513746	64.141658	44.852445	44.852445	142.405762	62.866931	45.878445	45.878445	137.333332	65.775991
9	45.695260	45.695260	138.374734	65.251775	45.449848	45.449848	139.090304	64.552771	45.061482	45.061482	142.530189	63.454287
10	45.699265	45.699265	137.750701	65.263213	46.597064	46.597064	133.428287	67.852699	44.219772	44.219772	147.141412	61.105881
11	45.326678	45.326678	140.022736	64.203367	45.770486	45.770486	137.828787	65.466792	45.853341	45.853341	137.751645	65.704029
12	44.525697	44.525697	145.086698	61.954303	46.549104	46.549104	132.972636	67.713097	45.051336	45.051336	142.410265	63.425715
13	45.659189	45.659189	137.451734	65.148798	44.482958	44.482958	145.052902	61.835424	45.013087	45.013087	141.278541	63.318061
14	45.664008	45.664008	138.537006	65.162552	45.049513	45.049513	142.188992	63.420582	44.431672	44.431672	145.364588	61.692922
15	46.394175	46.394175	134.091888	67.263110	46.055540	46.055540	135.377574	66.284774	44.735837	44.735837	143.919578	62.540473
16	45.628081	45.628081	138.046427	65.060056	45.765439	45.765439	137.340050	65.452358	44.847508	44.847508	142.785270	62.853094
17	46.303568	46.303568	134.391345	67.000637	45.609901	45.609901	138.235322	65.008221	46.026910	46.026910	135.906657	66.202389
18	46.280924	46.280924	134.436090	66.935122	45.951031	45.951031	136.543744	65.984289	45.237662	45.237662	140.428669	63.951440
19	46.593720	46.593720	132.794044	67.842961	44.605318	44.605318	144.618776	62.176074	45.434386	45.434386	139.938018	64.508858
20	46.671084	46.671084	132.810488	68.068439	45.503020	45.503020	138.977537	64.703901	46.230002	46.230002	134.533660	66.787908
21	45.945573	45.945573	136.518672	65.968614	46.079825	46.079825	135.451703	66.354696	45.813090	45.813090	137.842193	65.588727
22	45.578538	45.578538	139.101672	64.918849	44.920991	44.920991	142.965653	63.059231	45.404088	45.404088	139.341340	64.422850
23	45.493985	45.493985	139.965846	64.678209	45.993646	45.993646	136.580280	66.106734	44.384128	44.384128	146.086239	61.560962
24	44.045786	44.045786	148.537296	60.625978	45.155980	45.155980	140.925839	63.720704	45.228778	45.228778	141.790071	63.926322
25	44.982785	44.982785	141.897290	63.232841	45.266290	45.266290	140.806937	64.032405	44.529257	44.529257	145.980024	61.964209
26	44.803238	44.803238	144.426280	62.729067	45.246385	45.246385	140.932240	63.976104	44.929427	44.929427	143.126665	63.082918
27	45.074078	45.074078	141.727386	63.489766	45.583572	45.583572	139.030154	64.933188	46.108510	46.108510	135.334381	66.437334
28	44.693105	44.693105	144.110981	62.421051	45.815749	45.815749	136.751542	65.596340	46.459582	46.459582	133.453834	67.452899
29	46.577895	46.577895	133.397571	67.796884	45.538193	45.538193	139.292312	64.803970	45.625159	45.625159	138.473230	65.051724
30	46.908108	46.908108	130.766992	68.761582	45.597369	45.597369	138.458371	64.972503	46.853865	46.853865	131.393986	68.602646
31	45.005883	45.005883	142.146381	63.297798	45.127813	45.127813	141.552188	63.641235	46.312931	46.312931	134.767102	67.027738
32	45.720950	45.720950	137.448035	65.325163	45.091196	45.091196	140.565304	63.537998	46.411549	46.411549	134.525030	67.313495
33	44.627954	44.627954	144.924982	62.239197	45.182713	45.182713	141.218291	63.796174	46.518858	46.518858	133.467717	67.625130
34	45.876578	45.876578	136.394614	65.770638	45.803455	45.803455	137.712222	65.561141	46.549808	46.549808	133.153390	67.715143
35	45.284307	45.284307	139.919128	64.083389	45.619154	45.619154	138.679220	65.034602	45.412862	45.412862	140.107638	64.447750
36	44.801066	44.801066	142.678031	62.722986	44.867859	44.867859	142.326018	62.910148	46.292524	46.292524	135.071114	66.968681
37	45.634284	45.634284	137.701899	65.077746	44.958908	44.958908	142.877993	63.165732	46.274928	46.274928	134.721236	66.917779
38	45.340962	45.340962	139.830692	64.243839	45.042062	45.042062	141.695608	63.399606	45.198674	45.198674	141.765805	63.841254
39	45.611952	45.611952	138.092676	65.014068	45.248155	45.248155	140.823957	63.981110	46.073392	46.073392	135.918221	66.336170
40	46.074473	46.074473	135.757395	66.339283	44.986740	44.986740	141.964777	63.243961	44.657271	44.657271	143.598238	62.320996
41	45.793763	45.793763	137.827613	65.533397	45.641244	45.641244	138.267959	65.097600	46.348751	46.348751	134.000338	67.131460
42	46.348423	46.348423	133.890382	67.130511	45.352203	45.352203	140.231453	64.275697	46.329539	46.329539	134.148940	67.075819
43	45.660097	45.660097	137.418686	65.151389	44.519343	44.519343	145.376603	61.936621	45.601810	45.601810	137.856853	64.985159
44	44.954105	44.954105	142.442879	63.152236	45.422539	45.422539	139.699286	64.475219	45.719180	45.719180	137.228120	65.320108
45	45.610233	45.610233	138.407959	65.009167	44.827600	44.827600	144.258930	62.797304	45.292843	45.292843	140.159713	64.107551
46	45.318143	45.318143	139.567139	64.179189	44.853726	44.853726	142.021827	62.870523	45.705955	45.705955	137.740849	65.282324
47	45.634142	45.634142	138.567424	65.077341	45.306488	45.306488	140.752362	64.146184	45.639940	45.639940	138.399995	65.093879
48	45.828756	45.828756	136.699374	65.633591	45.080004	45.080004	141.016342	63.506461	45.275105	45.275105	141.073630	64.057346
49	46.185677	46.185677	135.663786	66.659898	46.108992	46.108992	135.524675	66.438723	45.968624	45.968624	136.977493	66.034826
50	45.734023	45.734023	137.637339	65.362526	46.085474	46.085474	135.822683	66.370966	45.859916	45.859916	137.109758	65.722872
51	45.200528	45.200528	140.642975	63.846491	45.544618	45.544618	138.863535	64.822257	46.161450	46.161450	134.728416	66.589983
52	45.803501	45.803501	137.718875	65.561271	46.451661	46.451661	133.721687	67.429901	46.116570	46.116570	135.211513	66.460565
53	44.638949	44.638949	145.092544	62.269867	46.766390	46.766390	131.616817	68.346726	46.564992	46.564992	133.387956	67.759327
54	46.142293	46.142293	135.791745	66.534725	45.201902	45.201902	140.514948	63.850373	46.451454	46.451454	132.991827	67.429299
55	44.802412	44.802412	143.518058	62.726753	46.264331	46.264331	134.924462	66.887134	45.211431	45.211431	141.105837	63.877297
56	45.543605	45.543605	138.172598	64.819374	45.214821	45.214821	141.023902	63.886877	45.694623	45.694623	138.563005	65.249956
57	45.981172	45.981172	135.665108	66.070881	45.361101	45.361101	140.015293	64.300920	45.359806	45.359806	140.115808	64.297251
58	46.425912	46.425912	133.495568	67.355165	45.885756	45.885756	136.834538	65.796957	45.728198	45.728198	137.037859	65.345877
59	45.734461	45.734461	137.422541	65.363778	45.437515	45.437515	138.681695	64.517742	45.397619	45.397619	139.758916	64.404493
60	45.468726	45.468726	139.280553	64.606406	45.790677	45.790677	136.769951	65.524564	45.745681	45.745681	138.662069	65.395854
61	45.593466	45.593466	138.544864	64.961380	46.116697	46.116697	135.179770	66.460928	45.190148	45.190148	141.331428	63.817172
62	45.482257	45.482257	139.418897	64.644867	46.108527	46.108527	135.679780	66.437383	45.718845	45.718845	137.866161	65.319149
63	46.148611	46.148611	135.531216	66.552947	45.666688	45.666688	137.682597	65.170201	45.603625	45.603625	137.993830	64.990332
64	46.239715	46.239715	135.052435	66.815977	45.342606	45.342606	139.853338	64.248499	45.117915	45.117915	140.985562	63.613319
65	46.354569	46.354569	134.606920	67.148316	45.826262	45.826262	136.695866	65.626446	45.170973	45.170973	140.881502	63.763026
66	46.894159	46.894159	131.502404	68.720692	46.074610	46.074610	135.829318	66.339678	45.556349	45.556349	138.363049	64.855654
67	47.056920	47.056920	130.279518	69.198553	47.029414	47.029414	130.985053	69.117681	44.899933	44.899933	142.597180	63.000124
68	46.236893	46.236893	134.754971	66.807821	46.444968	46.444968	133.280181	67.410471	45.083871	45.083871	141.691178	63.517357
69	46.143734	46.143734	135.674351	66.538880	46.135401	46.135401	135.714744	66.514851	45.590317	45.590317	138.598229	64.952407
70	45.417262	45.417262	139.653087	64.460240	45.447732	45.447732	139.375386	64.546761	45.744094	45.744094	138.052628	65.391317
71	45.567081	45.567081	139.009619	64.886216	44.886353	44.886353	142.724735	62.962022	45.101272	45.101272	141.925923	63.566397
72	46.091419	46.091419	135.510664	66.388091	45.067179	45.067179	141.878954	63.470331	45.450165	45.450165	139.474739	64.553673
73	45.160644	45.160644	141.227359	63.733867	45.449762	45.449762	139.396171	64.552526	44.863784	44.863784	142.440348	62.898723
74	44.871838	44.871838	143.896155	62.921307	45.695034	45.695034	138.183760	65.251129	44.162630	44.162630	147.388038	60.948058
75	45.084650	45.084650	141.900981	63.519551	45.927103	45.927103	136.749843	65.915588	45.053076	45.053076	142.264397	63.430613
