#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.052656	45.052656	140.603900	63.429431	45.692394	45.692394	137.245852	65.243591	45.974158	45.974158	135.226827	66.050725
2	46.180312	46.180312	134.370025	66.644414	45.047426	45.047426	140.641976	63.414705	47.750598	47.750598	125.395639	71.253737
3	45.688513	45.688513	136.277619	65.232507	45.710138	45.710138	136.305821	65.294272	46.152681	46.152681	133.542080	66.564687
4	45.183912	45.183912	140.010691	63.799560	45.545213	45.545213	136.424992	64.823952	46.468765	46.468765	131.788938	67.479567
5	44.378107	44.378107	144.226992	61.544263	45.447761	45.447761	138.107619	64.546843	46.106807	46.106807	134.219813	66.432427
6	44.921441	44.921441	140.929276	63.060497	45.715533	45.715533	136.151814	65.309687	46.203593	46.203593	133.778382	66.711624
7	44.986841	44.986841	140.939655	63.244245	45.707464	45.707464	135.402117	65.286632	46.372259	46.372259	132.297937	67.199575
8	44.798561	44.798561	141.990523	62.715972	46.503514	46.503514	132.217943	67.580526	46.582142	46.582142	131.768330	67.809250
9	45.922038	45.922038	135.427880	65.901050	45.598878	45.598878	136.507910	64.976804	45.792918	45.792918	135.320036	65.530979
10	46.303299	46.303299	132.794467	66.999858	45.647010	45.647010	136.482404	65.114047	45.276272	45.276272	138.800606	64.060650
11	46.454205	46.454205	132.139577	67.437285	45.874661	45.874661	135.671229	65.765141	45.902520	45.902520	135.543823	65.845041
12	46.098907	46.098907	133.697376	66.409664	45.477431	45.477431	137.836417	64.631147	46.332079	46.332079	132.525260	67.083173
13	46.583299	46.583299	130.882055	67.812616	45.472729	45.472729	137.504037	64.617784	45.734896	45.734896	136.138732	65.365022
14	46.265653	46.265653	133.322764	66.890957	44.947394	44.947394	140.768565	63.133381	46.182432	46.182432	133.263845	66.650533
15	46.465321	46.465321	132.265633	67.469564	44.535266	44.535266	143.049061	61.980935	45.398198	45.398198	137.721604	64.406138
16	45.504733	45.504733	137.768426	64.708773	44.587707	44.587707	143.018265	62.126987	45.489164	45.489164	136.912251	64.664502
17	45.468562	45.468562	137.650728	64.605941	45.509433	45.509433	136.827694	64.722139	45.956361	45.956361	135.719507	65.999597
18	45.886051	45.886051	135.356844	65.797804	46.135069	46.135069	133.874274	66.513894	45.456765	45.456765	137.886971	64.572421
19	46.580971	46.580971	130.949068	67.805838	46.219326	46.219326	133.118054	66.757066	45.659725	45.659725	136.776995	65.150326
20	45.363128	45.363128	138.014963	64.306669	47.493172	47.493172	125.875906	70.487544	46.033870	46.033870	134.255094	66.222412
21	46.419583	46.419583	132.367756	67.336801	46.555249	46.555249	130.997357	67.730975	46.093753	46.093753	134.126554	66.394815
22	46.616253	46.616253	131.350842	67.908596	46.291399	46.291399	132.711965	66.965425	45.980118	45.980118	134.580153	66.067852
23	45.770950	45.770950	136.022437	65.468120	47.037739	47.037739	128.834755	69.142152	45.499659	45.499659	137.545832	64.694343
24	45.694730	45.694730	136.205734	65.250261	46.012722	46.012722	134.537023	66.161582	44.890035	44.890035	141.770178	62.972352
25	45.704279	45.704279	136.393510	65.277534	46.340803	46.340803	133.038929	67.108437	44.765118	44.765118	141.974910	62.622368
26	45.641857	45.641857	136.348032	65.099346	46.884591	46.884591	128.749004	68.692651	45.850123	45.850123	136.194616	65.694805
27	44.993369	44.993369	140.356314	63.262601	46.568190	46.568190	130.980351	67.768635	45.648323	45.648323	136.428722	65.117793
28	44.978044	44.978044	140.876448	63.219514	46.035160	46.035160	134.337933	66.226122	45.357404	45.357404	138.168113	64.290442
29	45.353603	45.353603	138.187529	64.279665	45.932231	45.932231	134.993328	65.930306	46.371994	46.371994	132.881959	67.198806
30	45.921749	45.921749	135.057629	65.900221	46.261262	46.261262	133.373571	66.878260	45.345386	45.345386	138.358620	64.256377
31	45.549373	45.549373	137.797991	64.835794	46.191868	46.191868	134.019541	66.677772	45.479061	45.479061	137.676506	64.635780
32	45.284298	45.284298	138.762754	64.083365	45.254371	45.254371	138.573073	63.998689	45.601305	45.601305	136.885047	64.983719
33	46.294902	46.294902	133.330678	66.975560	45.036171	45.036171	140.395251	63.383023	46.486776	46.486776	132.434043	67.531885
34	46.146729	46.146729	134.142719	66.547520	45.964845	45.964845	134.197825	66.023968	46.377823	46.377823	132.398366	67.215703
35	46.697797	46.697797	130.499683	68.146383	46.346726	46.346726	132.899590	67.125593	46.768665	46.768665	129.762157	68.353377
36	46.254586	46.254586	132.693106	66.858961	45.887968	45.887968	135.407688	65.803300	46.436272	46.436272	131.965045	67.385231
37	45.967966	45.967966	134.520681	66.032934	46.217002	46.217002	133.396137	66.750353	46.078904	46.078904	134.010336	66.352045
38	45.482175	45.482175	137.565403	64.644632	46.156393	46.156393	133.511014	66.575393	46.381170	46.381170	133.276620	67.225403
39	45.431340	45.431340	137.624502	64.500207	45.485198	45.485198	136.707673	64.653225	46.354503	46.354503	132.058770	67.148124
40	45.706040	45.706040	136.670381	65.282565	46.379618	46.379618	132.290339	67.220906	46.794069	46.794069	130.030559	68.427652
41	46.403453	46.403453	132.878647	67.290015	47.260903	47.260903	127.805514	69.799781	45.314860	45.314860	138.604244	64.169891
