#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
51	45.691855	45.691855	136.324225	65.242050	46.740922	46.740922	130.467329	68.272305	47.021867	47.021867	128.572138	69.095499
52	45.647842	45.647842	136.703265	65.116423	46.850665	46.850665	129.308752	68.593276	46.583839	46.583839	130.847758	67.814190
53	46.132691	46.132691	132.946478	66.507036	46.162840	46.162840	133.007103	66.593993	46.349952	46.349952	132.881793	67.134938
54	44.890803	44.890803	140.698546	62.974506	47.686020	47.686020	124.594287	71.061142	45.966194	45.966194	134.809924	66.027843
55	45.713384	45.713384	136.169880	65.303547	47.688844	47.688844	124.810063	71.069556	46.575809	46.575809	130.471912	67.790813
56	45.881899	45.881899	135.465006	65.785897	46.542774	46.542774	131.180747	67.694683	46.647718	46.647718	130.701228	68.000299
57	45.522781	45.522781	137.474496	64.760112	45.627101	45.627101	136.278247	65.057261	46.394220	46.394220	132.086793	67.263238
58	45.653467	45.653467	136.462537	65.132470	45.158176	45.158176	138.716841	63.726902	47.178546	47.178546	127.992451	69.556724
59	45.829119	45.829119	134.729724	65.634630	45.247994	45.247994	139.055778	63.980654	46.812508	46.812508	129.983273	68.481592
60	45.801594	45.801594	135.238572	65.555814	46.072464	46.072464	134.463993	66.333498	45.816140	45.816140	135.619010	65.597460
61	45.254653	45.254653	139.239190	63.999489	45.970662	45.970662	134.108184	66.040681	46.045562	46.045562	133.419085	66.256054
62	44.680031	44.680031	141.893071	62.384536	45.153349	45.153349	139.551224	63.713279	45.487240	45.487240	136.921725	64.659031
63	45.182620	45.182620	139.282693	63.795911	45.727026	45.727026	136.445541	65.342528	45.775921	45.775921	135.597639	65.482341
64	45.575033	45.575033	136.346403	64.908862	45.636585	45.636585	136.046966	65.084310	45.532412	45.532412	137.712858	64.787516
65	45.942780	45.942780	134.431195	65.960596	45.733625	45.733625	136.265894	65.361388	45.986080	45.986080	134.726003	66.084985
66	45.442496	45.442496	137.422798	64.531890	45.757307	45.757307	135.327361	65.429098	46.639746	46.639746	130.313158	67.977060
67	45.383915	45.383915	138.258230	64.365617	44.908411	44.908411	140.602879	63.023919	46.112400	46.112400	133.379029	66.448544
68	45.176632	45.176632	139.604587	63.779004	45.734965	45.734965	136.149043	65.365221	46.307312	46.307312	132.589752	67.011474
69	44.495561	44.495561	143.538007	61.870467	45.304603	45.304603	139.353403	64.140847	45.716025	45.716025	136.428854	65.311092
70	44.946686	44.946686	140.180730	63.131394	44.834425	44.834425	141.375369	62.816428	46.804475	46.804475	130.043727	68.458090
71	45.927801	45.927801	135.334837	65.917591	45.336432	45.336432	137.989796	64.231003	45.229868	45.229868	138.827206	63.929404
72	45.466651	45.466651	137.362007	64.600511	45.914087	45.914087	135.044286	65.878230	45.557351	45.557351	137.096774	64.858507
73	45.300056	45.300056	138.575737	64.127970	45.254469	45.254469	138.822223	63.998967	46.095078	46.095078	133.939598	66.398632
74	46.153020	46.153020	134.025637	66.565664	44.259775	44.259775	144.534439	61.216490	44.522690	44.522690	143.553644	61.945936
75	45.854990	45.854990	134.466366	65.708752	45.924100	45.924100	135.094467	65.906968	45.616043	45.616043	136.759744	65.025731
76	45.495846	45.495846	137.388282	64.683500	45.512617	45.512617	137.372826	64.731196	45.687191	45.687191	136.253190	65.228732
77	45.640356	45.640356	136.395332	65.095065	45.780468	45.780468	135.467617	65.495352	46.346173	46.346173	132.671888	67.123992
78	46.150569	46.150569	133.233024	66.558595	45.181824	45.181824	139.237759	63.793662	46.225930	46.225930	133.454689	66.776145
79	45.873489	45.873489	135.047754	65.761781	45.782464	45.782464	135.524937	65.501062	44.896219	44.896219	140.791386	62.989701
80	46.300472	46.300472	132.463113	66.991680	45.883382	45.883382	135.307136	65.790148	45.230230	45.230230	138.873725	63.930429
81	45.605119	45.605119	136.687697	64.994590	45.552659	45.552659	137.194613	64.845147	45.554487	45.554487	137.462302	64.850354
82	46.118058	46.118058	133.914987	66.464854	45.464879	45.464879	137.525170	64.595477	46.268770	46.268770	132.410615	66.899972
83	46.201096	46.201096	133.078024	66.704416	45.205208	45.205208	138.762611	63.859714	46.349691	46.349691	132.928830	67.134183
84	46.536964	46.536964	131.057284	67.677781	46.274715	46.274715	133.326722	66.917163	47.222835	47.222835	127.620649	69.687380
85	46.230766	46.230766	132.946319	66.790116	46.857437	46.857437	128.981190	68.613106	46.300655	46.300655	132.326922	66.992207
86	46.461026	46.461026	131.976051	67.457091	46.764010	46.764010	129.513080	68.339771	46.187379	46.187379	133.181417	66.664812
87	46.255704	46.255704	132.552746	66.862192	45.932357	45.932357	134.830576	65.930668	44.838375	44.838375	140.960216	62.827496
88	44.560731	44.560731	143.046553	62.051835	46.583929	46.583929	131.289780	67.814452	45.811865	45.811865	135.386244	65.585218
89	44.547146	44.547146	143.043979	62.014006	46.715499	46.715499	129.868584	68.198058	45.644349	45.644349	136.128930	65.106456
90	45.465736	45.465736	137.367632	64.597912	47.393123	47.393123	126.401866	70.190879	45.798682	45.798682	135.237481	65.547477
91	46.021998	46.021998	134.516131	66.188258	46.325634	46.325634	132.536873	67.064512	46.294933	46.294933	132.817338	66.975651
92	44.938139	44.938139	140.449857	63.107387	45.201949	45.201949	138.388378	63.850505	46.362837	46.362837	132.161496	67.172270
93	45.628335	45.628335	137.132133	65.060780	45.371066	45.371066	137.665956	64.329176	47.170135	47.170135	127.582213	69.531927
94	46.750369	46.750369	129.807172	68.299907	45.670718	45.670718	136.368811	65.181703	45.999838	45.999838	134.967927	66.124535
95	47.012949	47.012949	128.528458	69.069293	46.468068	46.468068	131.402343	67.477542	46.300214	46.300214	132.517794	66.990932
96	46.355232	46.355232	132.399090	67.150235	45.794396	45.794396	135.187418	65.535210	45.973482	45.973482	135.008622	66.048783
97	46.607123	46.607123	131.020380	67.881997	45.576134	45.576134	136.769351	64.912000	46.013566	46.013566	133.322640	66.164008
98	47.554124	47.554124	125.203334	70.668584	44.637950	44.637950	141.764328	62.267079	47.489301	47.489301	126.353189	70.476053
99	47.038378	47.038378	128.438582	69.144032	45.644725	45.644725	135.786996	65.107529	46.586501	46.586501	130.466894	67.821941
100	47.143283	47.143283	128.122192	69.452785	45.910449	45.910449	135.012249	65.867790	47.063886	47.063886	127.945470	69.219042
101	47.846946	47.846946	124.573936	71.541570	46.330185	46.330185	132.255423	67.077688	46.698724	46.698724	130.388721	68.149088
102	47.812732	47.812732	124.076095	71.439292	46.682937	46.682937	131.203105	68.103020	46.415638	46.415638	131.602289	67.325357
103	46.089084	46.089084	132.976556	66.381364	46.005140	46.005140	133.398328	66.139778	46.659321	46.659321	130.482754	68.034134
104	46.201269	46.201269	133.264199	66.704914	45.770850	45.770850	136.305435	65.467836	46.400715	46.400715	131.714891	67.282075
105	46.200140	46.200140	134.013077	66.701654	45.930386	45.930386	134.657848	65.925010	45.539106	45.539106	137.086214	64.806568
106	46.718733	46.718733	129.518516	68.207501	45.841692	45.841692	135.196133	65.670648	45.567711	45.567711	136.367765	64.888008
107	46.534083	46.534083	131.913912	67.669402	45.578007	45.578007	137.029457	64.917336	46.329360	46.329360	131.740464	67.075301
108	46.199487	46.199487	133.383549	66.699768	44.181570	44.181570	145.484870	61.000348	45.993351	45.993351	134.088528	66.105886
109	46.593201	46.593201	131.152398	67.841449	45.491154	45.491154	136.851827	64.670160	46.371187	46.371187	132.446832	67.196469
110	45.970589	45.970589	134.299039	66.040469	45.770337	45.770337	135.520786	65.466366	46.240973	46.240973	132.642591	66.819612
111	46.204021	46.204021	132.813006	66.712860	46.237003	46.237003	133.509595	66.808138	45.971916	45.971916	134.643696	66.044282
112	46.451888	46.451888	131.271089	67.430559	46.396934	46.396934	132.302480	67.271109	46.421568	46.421568	131.250593	67.342561
113	46.505149	46.505149	131.255691	67.585276	45.951606	45.951606	134.321120	65.985940	46.587038	46.587038	130.738559	67.823504
114	45.800175	45.800175	135.894081	65.551752	46.105749	46.105749	133.651445	66.429377	46.619391	46.619391	130.730981	67.917739
115	46.035393	46.035393	133.393169	66.226793	46.180591	46.180591	133.159118	66.645219	45.805305	45.805305	136.412571	65.566437
116	46.310315	46.310315	132.425133	67.020164	45.690487	45.690487	135.727941	65.238145	45.569935	45.569935	137.087055	64.894344
117	46.165808	46.165808	133.876177	66.602558	46.265404	46.265404	132.473130	66.890239	46.089140	46.089140	133.619369	66.381527
118	44.691072	44.691072	142.192669	62.415374	45.333960	45.333960	138.414004	64.223997	45.412206	45.412206	138.068894	64.445890
119	45.198912	45.198912	139.113267	63.841926	45.068289	45.068289	139.627151	63.473458	46.135746	46.135746	133.206703	66.515847
120	44.525037	44.525037	144.006470	61.952467	45.795025	45.795025	135.569205	65.537008	45.530925	45.530925	137.272630	64.783284
121	44.767459	44.767459	141.793347	62.628917	45.625774	45.625774	136.128627	65.053475	44.615507	44.615507	143.291535	62.204482
122	44.865763	44.865763	140.866302	62.904271	45.569204	45.569204	136.063017	64.892262	45.098007	45.098007	140.304287	63.557195
123	44.944291	44.944291	140.642701	63.124664	46.339062	46.339062	132.368512	67.103396	45.043006	45.043006	139.510484	63.402263
124	44.432264	44.432264	143.436399	61.694564	45.195759	45.195759	138.635085	63.833019	45.218446	45.218446	138.346996	63.897121
125	46.188130	46.188130	133.055774	66.666979	45.731827	45.731827	135.787756	65.356251	44.554451	44.554451	143.022868	62.034346
126	45.696569	45.696569	135.998713	65.255514	46.545986	46.545986	131.177837	67.704026	44.490486	44.490486	143.983825	61.856356
127	45.441423	45.441423	138.123671	64.528843	46.461724	46.461724	131.316968	67.459119	45.213954	45.213954	138.892142	63.884427
128	45.848830	45.848830	135.365319	65.691101	46.065901	46.065901	133.726519	66.314602	45.432057	45.432057	138.065620	64.502244
129	45.713008	45.713008	136.602223	65.302473	46.147384	46.147384	133.144321	66.549409	44.756047	44.756047	141.762242	62.596993
130	45.443125	45.443125	137.219601	64.533676	45.773706	45.773706	134.738407	65.476005	43.845889	43.845889	148.420021	60.076936
131	45.178407	45.178407	139.222055	63.784014	45.413117	45.413117	137.244401	64.448475	44.026633	44.026633	146.636162	60.573263
132	45.125793	45.125793	139.738916	63.635537	45.979621	45.979621	134.705372	66.066423	45.886384	45.886384	135.167381	65.798758
133	45.158135	45.158135	139.857189	63.726787	44.888842	44.888842	140.855733	62.969005	46.141142	46.141142	133.481381	66.531406
134	46.000207	46.000207	133.365754	66.125595	45.318653	45.318653	138.760516	64.180635	45.658959	45.658959	136.132863	65.148141
135	45.231039	45.231039	138.899704	63.932715	45.011305	45.011305	140.751390	63.313048	44.954870	44.954870	140.350081	63.154387
136	45.788079	45.788079	135.161523	65.517130	44.551159	44.551159	142.648477	62.025179	44.233037	44.233037	144.693656	61.142549
137	45.691426	45.691426	135.506666	65.240824	44.337154	44.337154	144.267553	61.430726	45.652858	45.652858	136.671264	65.130732
138	45.746134	45.746134	136.402026	65.397148	44.824108	44.824108	141.436056	62.787520	45.221324	45.221324	138.364198	63.905254
139	45.271968	45.271968	138.720484	64.048471	44.643695	44.643695	142.414624	62.283110	45.526374	45.526374	136.982285	64.770335
140	45.258403	45.258403	139.210694	64.010095	45.089155	45.089155	139.496033	63.532247	45.402511	45.402511	137.948723	64.418375
141	44.926361	44.926361	140.366039	63.074311	45.234863	45.234863	138.833397	63.943527	45.766013	45.766013	135.712333	65.453998
142	45.917376	45.917376	134.692740	65.887670	45.450386	45.450386	137.868221	64.554300	46.920684	46.920684	129.100075	68.798456
143	44.912640	44.912640	140.994220	63.035789	44.467357	44.467357	143.714647	61.792058	46.122474	46.122474	133.970521	66.477581
144	44.164344	44.164344	144.974362	60.952790	44.839793	44.839793	140.896601	62.831471	46.458321	46.458321	131.450666	67.449237
145	45.126620	45.126620	139.971980	63.637871	44.667465	44.667465	143.076678	62.349450	46.347485	46.347485	132.847670	67.127793
146	45.805923	45.805923	135.315577	65.568205	45.179875	45.179875	139.374232	63.788161	46.405370	46.405370	132.277800	67.295572
147	45.907749	45.907749	136.000243	65.860045	44.908653	44.908653	140.765989	63.024597	45.833254	45.833254	135.240433	65.646475
148	45.083916	45.083916	140.260360	63.517483	44.446976	44.446976	143.820477	61.735428	46.431262	46.431262	131.818117	67.370691
149	43.961693	43.961693	147.010333	60.394701	45.705088	45.705088	136.402302	65.279846	45.144610	45.144610	139.061195	63.688618
150	44.746026	44.746026	141.867905	62.568962	44.647452	44.647452	142.428025	62.293594	45.382823	45.382823	137.781957	64.362519
151	45.598609	45.598609	136.922825	64.976035	44.384649	44.384649	143.899989	61.562408	45.575069	45.575069	136.951353	64.908967
152	45.160070	45.160070	139.307269	63.732247	46.053756	46.053756	134.710243	66.279638	46.004052	46.004052	134.123384	66.136650
153	45.558332	45.558332	137.221380	64.861299	44.606982	44.606982	142.601634	62.180714	45.444760	45.444760	137.624266	64.538320
154	45.178197	45.178197	139.369960	63.783423	45.264896	45.264896	139.045678	64.028463	45.706952	45.706952	135.489472	65.285170
155	45.504532	45.504532	137.751519	64.708202	44.478687	44.478687	143.558676	61.823551	46.221798	46.221798	133.575367	66.764208
156	45.076128	45.076128	140.084862	63.495542	44.994150	44.994150	139.850473	63.264799	46.442285	46.442285	131.555548	67.402682
157	45.540982	45.540982	137.369080	64.811907	45.744288	45.744288	135.543324	65.391871	46.520299	46.520299	130.867303	67.629319
158	44.759922	44.759922	141.612574	62.607831	45.268966	45.268966	137.801366	64.039977	47.370505	47.370505	126.850741	70.123897
159	45.516048	45.516048	137.210721	64.740957	44.913324	44.913324	140.942801	63.037708	46.031652	46.031652	133.140601	66.216031
160	44.773790	44.773790	141.778237	62.646633	44.247340	44.247340	145.732938	61.182096	47.176004	47.176004	127.510232	69.549229
161	46.117150	46.117150	133.409530	66.462234	45.735106	45.735106	135.487347	65.365624	45.903306	45.903306	135.097050	65.847298
162	46.696222	46.696222	130.793724	68.141786	45.151742	45.151742	138.673810	63.708745	45.983221	45.983221	134.531525	66.076769
163	45.081197	45.081197	139.464294	63.509822	45.197858	45.197858	138.920020	63.838950	45.128640	45.128640	138.468272	63.643568
164	45.483170	45.483170	137.133964	64.647460	44.606536	44.606536	143.013879	62.179470	44.902014	44.902014	140.920622	63.005965
165	45.241714	45.241714	138.655448	63.962897	45.679628	45.679628	136.494116	65.207138	44.867246	44.867246	140.785187	62.908430
166	45.772137	45.772137	135.189835	65.471517	44.928116	44.928116	139.697978	63.079237	45.432240	45.432240	136.848591	64.502763
167	46.047890	46.047890	134.143606	66.262757	45.132882	45.132882	139.472660	63.655533	46.043131	46.043131	133.642432	66.249061
168	45.897046	45.897046	135.716889	65.829339	45.015828	45.015828	140.414233	63.325774	45.939840	45.939840	134.599752	65.952153
169	46.258374	46.258374	132.535930	66.869911	44.255710	44.255710	144.566033	61.205246	46.131122	46.131122	133.778363	66.502513
170	46.674139	46.674139	130.577678	68.077351	45.201392	45.201392	139.241717	63.848934	46.125402	46.125402	133.277792	66.486022
171	46.457067	46.457067	131.659689	67.445596	45.437385	45.437385	137.395420	64.517375	45.092581	45.092581	140.053555	63.541903
172	46.198660	46.198660	132.965127	66.697382	45.142494	45.142494	139.373767	63.682649	43.865259	43.865259	146.931201	60.130029
173	45.878407	45.878407	136.070957	65.775883	45.362520	45.362520	138.209857	64.304944	44.732173	44.732173	141.806984	62.530229
174	44.772119	44.772119	141.611605	62.641957	45.261185	45.261185	138.960115	64.017965	44.404244	44.404244	144.300357	61.616778
175	45.091766	45.091766	139.934443	63.539605	45.480287	45.480287	137.746233	64.639266	45.259571	45.259571	139.040026	64.013398
176	45.661266	45.661266	135.996394	65.154725	45.470907	45.470907	138.147405	64.612607	45.174357	45.174357	139.362837	63.772580
177	44.975272	44.975272	140.786315	63.211721	45.287238	45.287238	138.621780	64.091684	44.960749	44.960749	140.827772	63.170905
178	44.983096	44.983096	140.524022	63.233716	44.828161	44.828161	140.741634	62.798876	45.075888	45.075888	139.961180	63.494866
179	44.599446	44.599446	142.495553	62.159707	45.778473	45.778473	135.674844	65.489644	45.375572	45.375572	137.226317	64.341954
180	44.921580	44.921580	140.816891	63.060886	45.327410	45.327410	137.520457	64.205441	46.608434	46.608434	130.400913	67.885816
181	46.226511	46.226511	132.972153	66.777821	45.390431	45.390431	137.189960	64.384102	47.478611	47.478611	126.033500	70.444329
182	46.010006	46.010006	133.825104	66.153771	46.071956	46.071956	134.368486	66.332037	47.475628	47.475628	126.051115	70.435476
183	45.559942	45.559942	137.018339	64.865885	45.971382	45.971382	135.075188	66.042749	47.387419	47.387419	125.971391	70.173985
184	44.973184	44.973184	140.016925	63.205853	45.404569	45.404569	137.692872	64.424214	46.320277	46.320277	131.879558	67.049002
185	45.359817	45.359817	138.895243	64.297282	44.034323	44.034323	146.640534	60.594424	46.213161	46.213161	132.808088	66.739258
186	44.762969	44.762969	141.558073	62.616357	45.459559	45.459559	137.358971	64.580361	46.014785	46.014785	134.294322	66.167514
187	45.332722	45.332722	138.722593	64.220489	44.641706	44.641706	142.165849	62.277561	46.574754	46.574754	130.793730	67.787741
188	44.153039	44.153039	145.373571	60.921590	45.360046	45.360046	138.131294	64.297931	46.040578	46.040578	133.562592	66.241713
189	45.335819	45.335819	138.488721	64.229266	45.006844	45.006844	140.541844	63.300501	45.847327	45.847327	135.355200	65.686794
190	46.264155	46.264155	133.624530	66.886627	45.567500	45.567500	136.396377	64.887408	46.271536	46.271536	133.299414	66.907971
191	46.214132	46.214132	133.739952	66.742061	46.526152	46.526152	131.787218	67.646337	46.197879	46.197879	133.656809	66.695127
192	46.533761	46.533761	131.516648	67.668467	46.524513	46.524513	131.383605	67.641573	46.190867	46.190867	133.187722	66.674880
193	47.157513	47.157513	127.445730	69.494721	46.033178	46.033178	134.441332	66.220421	46.567129	46.567129	130.810894	67.765547
194	46.326678	46.326678	132.394290	67.067533	46.269617	46.269617	133.142065	66.902420	46.972660	46.972660	128.666875	68.950962
195	45.560010	45.560010	137.751711	64.866078	46.686349	46.686349	130.325780	68.112975	46.208868	46.208868	132.877942	66.726859
196	46.050580	46.050580	134.544131	66.270498	45.475993	45.475993	137.360269	64.627062	46.768845	46.768845	130.192733	68.353902
197	46.375676	46.375676	132.450055	67.209479	45.149349	45.149349	139.302837	63.701991	45.581998	45.581998	136.109744	64.928705
198	45.608685	45.608685	137.107762	65.004756	45.679957	45.679957	136.409706	65.208077	45.894766	45.894766	134.395120	65.822797
199	45.190429	45.190429	139.236137	63.817966	46.157050	46.157050	133.074034	66.577290	45.225446	45.225446	138.767127	63.916905
200	44.655181	44.655181	142.493144	62.315163	45.566105	45.566105	135.882739	64.883436	46.077382	46.077382	133.848324	66.347660
201	44.966033	44.966033	140.780840	63.185754	45.673205	45.673205	135.666667	65.188802	46.435869	46.435869	131.414202	67.384059
202	44.909154	44.909154	140.694930	63.026004	46.121073	46.121073	133.510430	66.473543	46.632220	46.632220	130.486160	67.955122
203	44.466176	44.466176	142.862023	61.788777	45.166926	45.166926	139.035002	63.751600	44.595852	44.595852	142.521564	62.149688
204	44.906981	44.906981	140.774291	63.019903	45.004544	45.004544	139.516739	63.294030	45.211516	45.211516	138.571570	63.877537
205	45.295509	45.295509	139.385397	64.115098	44.798207	44.798207	142.111997	62.714979	45.249160	45.249160	138.562246	63.983952
206	45.225251	45.225251	139.395888	63.916355	45.131487	45.131487	139.463981	63.651597	46.132227	46.132227	133.716654	66.505700
207	44.209482	44.209482	145.382673	61.077448	45.247254	45.247254	138.859333	63.978564	46.387890	46.387890	131.764151	67.244886
208	45.475607	45.475607	137.525751	64.625963	45.924045	45.924045	134.716896	65.906808	46.456061	46.456061	131.332744	67.442675
209	45.090764	45.090764	139.794562	63.536781	45.456352	45.456352	137.362526	64.571247	46.590712	46.590712	130.754873	67.834202
210	46.021469	46.021469	133.866892	66.186738	46.034085	46.034085	133.598597	66.223030	46.154148	46.154148	133.827137	66.568919
211	45.664528	45.664528	136.044923	65.164036	46.723231	46.723231	130.332461	68.220634	45.395096	45.395096	137.667577	64.397337
212	44.860952	44.860952	140.810400	62.890783	46.173880	46.173880	133.461387	66.625851	45.552659	45.552659	137.068613	64.845147
213	45.600379	45.600379	136.607071	64.981079	46.030202	46.030202	133.609346	66.211860	46.674187	46.674187	130.551620	68.077492
214	46.120702	46.120702	134.126968	66.472473	46.101592	46.101592	133.794356	66.417401	45.948434	45.948434	134.542428	65.976830
215	45.625407	45.625407	136.780252	65.052429	45.605212	45.605212	136.754823	64.994854	45.751482	45.751482	136.326798	65.412439
216	45.763754	45.763754	135.395598	65.447536	44.158273	44.158273	145.328037	60.936035	46.423869	46.423869	131.540656	67.349237
217	45.599427	45.599427	136.469434	64.978367	44.550849	44.550849	142.801590	62.024317	46.482173	46.482173	132.110453	67.518514
218	45.037251	45.037251	140.177040	63.386063	45.110235	45.110235	139.728664	63.591667	47.241027	47.241027	127.087238	69.741082
219	45.624990	45.624990	136.323494	65.051241	45.532992	45.532992	137.615638	64.789167	46.180882	46.180882	133.629416	66.646058
220	46.045573	46.045573	134.438545	66.256087	44.755471	44.755471	141.461302	62.595380	45.493506	45.493506	137.158954	64.676846
221	45.453096	45.453096	136.912417	64.561999	45.675011	45.675011	136.674015	65.193956	45.293694	45.293694	137.961292	64.109959
222	46.064074	46.064074	134.536871	66.309341	46.656765	46.656765	130.427777	68.026679	45.868897	45.868897	135.746721	65.748615
223	46.533557	46.533557	131.706311	67.667872	46.239723	46.239723	132.842287	66.816000	45.076309	45.076309	139.225866	63.496050
224	47.044105	47.044105	128.122907	69.160870	46.996779	46.996779	128.658721	69.021787	45.606918	45.606918	136.888947	64.999719
