#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.880896	45.880896	134.830578	65.783018	45.846651	45.846651	135.708660	65.684858	45.619613	45.619613	137.005174	65.035909
2	46.254644	46.254644	133.467392	66.859128	46.115098	46.115098	134.232367	66.456322	46.002653	46.002653	134.340879	66.132628
3	45.843574	45.843574	136.137036	65.676039	45.505132	45.505132	137.429389	64.709909	46.050887	46.050887	134.104735	66.271380
4	45.996184	45.996184	134.681261	66.114030	45.243097	45.243097	139.713435	63.966808	46.499129	46.499129	132.410402	67.567781
5	45.927527	45.927527	135.026834	65.916805	44.871851	44.871851	141.443125	62.921343	45.156914	45.156914	139.527985	63.723341
6	45.892815	45.892815	136.071795	65.817202	45.087374	45.087374	139.782553	63.527228	45.512034	45.512034	137.938723	64.729540
7	45.729049	45.729049	136.493959	65.348311	45.264971	45.264971	139.153881	64.028674	45.605342	45.605342	137.109102	64.995225
8	45.454378	45.454378	138.223359	64.565640	44.570400	44.570400	142.650407	62.078766	45.543758	45.543758	137.533114	64.819809
9	46.260251	46.260251	133.517129	66.875338	44.221475	44.221475	145.561557	61.110590	45.579194	45.579194	137.390297	64.920718
10	45.449446	45.449446	137.866748	64.551629	45.885402	45.885402	135.561346	65.795942	45.765396	45.765396	136.369248	65.452233
11	45.064292	45.064292	140.366727	63.462201	45.760643	45.760643	136.338092	65.438639	45.687766	45.687766	136.771748	65.230374
12	45.627332	45.627332	137.231704	65.057918	45.633413	45.633413	137.327601	65.075263	46.204529	46.204529	133.662716	66.714329
13	45.907530	45.907530	135.196850	65.859415	45.632797	45.632797	136.348172	65.073506	45.728861	45.728861	135.940302	65.347772
14	45.875396	45.875396	135.683399	65.767250	45.472879	45.472879	137.161645	64.618211	46.286262	46.286262	133.208871	66.950564
15	46.787969	46.787969	130.540767	68.409813	45.207648	45.207648	139.626396	63.866608	47.261821	47.261821	128.304448	69.802492
16	45.277518	45.277518	139.782004	64.064175	44.609612	44.609612	143.478185	62.188047	46.588423	46.588423	131.612551	67.827537
17	45.049360	45.049360	141.119591	63.420153	45.079360	45.079360	139.799716	63.504646	46.216170	46.216170	133.283462	66.747949
18	44.921569	44.921569	141.838911	63.060855	44.660840	44.660840	142.374004	62.330958	46.844070	46.844070	130.297175	68.573967
19	43.956253	43.956253	147.112803	60.379756	45.600897	45.600897	137.153468	64.982558	45.907070	45.907070	135.020769	65.858096
20	46.009727	46.009727	135.710099	66.152969	45.825886	45.825886	136.230227	65.625369	45.775206	45.775206	136.404647	65.480297
21	45.261670	45.261670	139.093385	64.019336	46.596646	46.596646	131.650726	67.851482	45.459893	45.459893	138.188131	64.581308
22	44.534851	44.534851	143.356663	61.979781	46.605503	46.605503	131.759879	67.877278	45.612053	45.612053	137.923100	65.014357
23	44.357996	44.357996	144.441293	61.488495	45.046597	45.046597	140.725241	63.412373	45.656921	45.656921	136.842285	65.142327
24	44.259220	44.259220	145.281404	61.214955	45.239361	45.239361	138.852967	63.956242	45.442692	45.442692	137.270846	64.532444
25	43.779076	43.779076	149.217953	59.893984	45.454227	45.454227	137.874851	64.565211	45.480106	45.480106	138.326792	64.638751
26	44.435638	44.435638	144.104330	61.703934	46.456046	46.456046	133.023058	67.442630	45.944576	45.944576	135.673830	65.965753
27	44.984623	44.984623	140.866003	63.238010	46.216158	46.216158	133.780149	66.747914	45.435363	45.435363	139.111044	64.511633
28	45.387689	45.387689	138.675374	64.376322	46.546017	46.546017	130.869669	67.704116	45.447351	45.447351	136.771257	64.545680
29	45.605072	45.605072	137.620641	64.994455	45.685163	45.685163	136.291925	65.222942	46.371569	46.371569	132.526036	67.197574
30	45.002703	45.002703	140.840932	63.288852	46.100171	46.100171	133.823003	66.413305	46.410484	46.410484	132.897669	67.310406
31	44.773124	44.773124	142.166417	62.644769	45.125663	45.125663	140.122024	63.635171	44.616772	44.616772	143.241219	62.208010
32	44.931027	44.931027	141.241627	63.087413	45.423545	45.423545	138.417447	64.478076	45.393219	45.393219	138.600677	64.392009
33	46.395497	46.395497	132.274309	67.266943	45.757431	45.757431	136.126679	65.429453	45.328657	45.328657	138.982793	64.208973
34	46.605879	46.605879	131.451237	67.878374	46.060818	46.060818	133.546019	66.299969	45.038060	45.038060	140.563258	63.388338
35	46.628780	46.628780	131.325829	67.945099	46.399653	46.399653	132.614596	67.278993	46.343116	46.343116	133.457780	67.115137
36	45.918935	45.918935	135.907622	65.892143	46.236921	46.236921	134.249272	66.807903	45.098586	45.098586	140.893476	63.558826
37	44.781816	44.781816	141.163823	62.669094	46.373027	46.373027	132.803411	67.201801	44.312147	44.312147	145.507295	61.361449
38	45.362552	45.362552	138.422207	64.305034	46.299784	46.299784	134.218616	66.989689	44.569302	44.569302	144.276385	62.075708
39	44.905725	44.905725	141.246157	63.016379	46.542160	46.542160	132.291786	67.692895	45.854742	45.854742	135.135658	65.708043
40	46.171179	46.171179	133.909443	66.618057	45.885221	45.885221	135.800256	65.795423	45.423750	45.423750	137.678698	64.478659
41	45.939331	45.939331	135.294384	65.950692	45.085859	45.085859	141.000827	63.522958	45.268510	45.268510	139.422454	64.038688
42	45.526311	45.526311	137.600805	64.770155	44.717621	44.717621	142.940536	62.489551	45.320585	45.320585	139.062278	64.186106
43	45.282936	45.282936	139.228425	64.079508	45.933344	45.933344	136.132132	65.933504	44.572609	44.572609	143.522426	62.084920
44	45.241456	45.241456	139.150509	63.962168	46.516948	46.516948	131.630448	67.619575	45.500074	45.500074	138.192178	64.695522
45	46.262557	46.262557	133.652950	66.882004	46.859338	46.859338	130.128231	68.618674	45.867442	45.867442	136.026364	65.744445
46	45.610645	45.610645	136.585947	65.010342	45.877292	45.877292	135.817028	65.772686	45.673413	45.673413	137.447499	65.189395
47	46.431543	46.431543	132.949896	67.371507	45.991120	45.991120	135.684498	66.099471	45.253105	45.253105	138.931063	63.995109
48	46.353846	46.353846	133.083002	67.146219	45.667862	45.667862	136.658442	65.173550	45.936750	45.936750	135.682491	65.943283
49	45.232736	45.232736	139.938906	63.937512	45.009811	45.009811	140.861099	63.308848	45.940040	45.940040	135.457367	65.952728
50	45.222831	45.222831	139.314902	63.909513	45.359645	45.359645	138.278238	64.296795	46.564103	46.564103	131.933514	67.756739
51	45.142511	45.142511	139.831602	63.682696	46.363447	46.363447	133.117019	67.174038	45.046467	45.046467	140.595656	63.412006
52	46.336780	46.336780	132.015193	67.096786	45.699310	45.699310	136.728786	65.263341	46.510253	46.510253	131.729822	67.600113
53	47.101547	47.101547	128.400961	69.329867	45.187829	45.187829	139.397248	63.810621	46.928269	46.928269	129.740672	68.820701
54	46.287967	46.287967	133.559226	66.955497	45.664603	45.664603	136.717199	65.164249	45.920661	45.920661	135.089714	65.897097
55	45.577319	45.577319	137.725157	64.915374	46.043659	46.043659	134.885287	66.250580	45.913488	45.913488	135.125396	65.876512
