#frame	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	45.537495	45.537495	136.856378	64.801984	45.132291	45.132291	139.712129	63.653866	45.601127	45.601127	136.316904	64.983213
2	45.252823	45.252823	138.311252	63.994311	45.155501	45.155501	140.270161	63.719352	46.032765	46.032765	133.630041	66.219232
3	46.296705	46.296705	132.394948	66.980778	45.262386	45.262386	139.114404	64.021361	46.445160	46.445160	131.826315	67.411027
4	44.879258	44.879258	140.671968	62.942117	44.921444	44.921444	140.638378	63.060505	46.771197	46.771197	129.715418	68.360777
5	45.126905	45.126905	139.697183	63.638673	45.509371	45.509371	137.397845	64.721965	46.280964	46.280964	132.605652	66.935240
6	45.238825	45.238825	139.206455	63.954728	46.217433	46.217433	133.017484	66.751598	45.722582	45.722582	135.804188	65.329829
7	45.549407	45.549407	137.068079	64.835891	45.231868	45.231868	138.659614	63.935060	47.297692	47.297692	127.163039	69.908489
8	46.329466	46.329466	132.476206	67.075608	46.199943	46.199943	133.011723	66.701086	45.710998	45.710998	135.473959	65.296729
9	45.909671	45.909671	134.657232	65.865558	45.632510	45.632510	136.379240	65.072687	45.650712	45.650712	136.207565	65.124611
10	45.561537	45.561537	136.446963	64.870426	46.859375	46.859375	129.193071	68.618782	45.605315	45.605315	136.192950	64.995148
11	45.969130	45.969130	134.430943	66.036279	45.625968	45.625968	137.029291	65.054030	45.512130	45.512130	137.987644	64.729813
12	46.733474	46.733474	130.137213	68.250550	44.919705	44.919705	141.145029	63.055621	46.319906	46.319906	132.719972	67.047929
13	45.856173	45.856173	135.142300	65.712145	45.246133	45.246133	138.498158	63.975393	46.000825	46.000825	133.654073	66.127372
14	44.855696	44.855696	140.656340	62.876047	45.494978	45.494978	137.854921	64.681031	46.266945	46.266945	132.028500	66.894694
15	45.976283	45.976283	134.246191	66.056832	45.005701	45.005701	140.120630	63.297286	45.617363	45.617363	136.533350	65.029493
16	45.417362	45.417362	137.194195	64.460523	44.794599	44.794599	141.032267	62.704879	46.381653	46.381653	132.076456	67.226803
17	45.624239	45.624239	136.178132	65.049098	45.081730	45.081730	140.577022	63.511323	47.168073	47.168073	127.597746	69.525847
18	46.043119	46.043119	134.477562	66.249027	45.246241	45.246241	138.810904	63.975698	47.331797	47.331797	127.172736	70.009345
19	46.941498	46.941498	129.062572	68.859508	45.229713	45.229713	137.837667	63.928966	46.722278	46.722278	130.201257	68.217853
20	46.480037	46.480037	131.262798	67.512309	44.677104	44.677104	141.429548	62.376364	45.494148	45.494148	137.865266	64.678673
21	47.524280	47.524280	125.464734	70.579911	46.052353	46.052353	133.607262	66.275600	45.853670	45.853670	135.115798	65.704972
22	47.064408	47.064408	128.134101	69.220578	46.640897	46.640897	130.546125	67.980416	45.105293	45.105293	139.859431	63.577732
23	46.976840	46.976840	128.578064	68.963233	45.761192	45.761192	136.175154	65.440208	46.015603	46.015603	134.378352	66.169866
24	47.524085	47.524085	125.791520	70.579332	45.304179	45.304179	138.009404	64.139645	46.430233	46.430233	131.505440	67.367705
25	46.623178	46.623178	130.565279	67.928773	45.373114	45.373114	137.993724	64.334984	45.833083	45.833083	135.080786	65.645985
26	45.378644	45.378644	137.823758	64.350666	45.217724	45.217724	139.125962	63.895081	44.828468	44.828468	141.819448	62.799737
27	45.620746	45.620746	136.454326	65.039140	45.712509	45.712509	135.943806	65.301045	45.386407	45.386407	137.617184	64.372687
28	44.288523	44.288523	144.050879	61.296039	45.647673	45.647673	136.485845	65.115940	45.553672	45.553672	136.644421	64.848032
29	44.829973	44.829973	140.836078	62.803953	46.261450	46.261450	133.377201	66.878806	46.771550	46.771550	129.602964	68.361809
30	45.212631	45.212631	138.610734	63.880687	45.436419	45.436419	137.158502	64.514630	46.827823	46.827823	130.595381	68.526406
31	45.662801	45.662801	136.293345	65.159107	45.148343	45.148343	139.605667	63.699153	47.014800	47.014800	128.401578	69.074732
32	46.439918	46.439918	132.423035	67.395812	46.230049	46.230049	132.862404	66.788044	47.716387	47.716387	124.801488	71.151675
33	46.223359	46.223359	132.180835	66.768715	46.217680	46.217680	132.972452	66.752309	47.846988	47.846988	124.101521	71.541695
34	45.202898	45.202898	138.677444	63.853188	45.428094	45.428094	137.423475	64.490993	48.009305	48.009305	123.067745	72.027919
