x	PMF_mean	std_dev	std_error
0.500000	18.549998	0.037692	0.021761
1.500000	18.549998	0.037692	0.021761
2.500000	18.549998	0.037692	0.021761
3.500000	18.549998	0.037692	0.021761
4.500000	18.549998	0.037692	0.021761
5.500000	17.761812	1.333532	0.769915
6.500000	14.996677	0.026170	0.015109
7.500000	12.949667	0.257015	0.148387
8.500000	10.576610	0.205098	0.118413
9.500000	8.178109	0.173585	0.100219
10.500000	6.010662	0.147142	0.084953
11.500000	4.303705	0.126026	0.072761
12.500000	2.937908	0.073321	0.042332
13.500000	2.109131	0.097403	0.056236
14.500000	1.727208	0.101067	0.058351
15.500000	1.584657	0.065349	0.037729
16.500000	1.763715	0.108223	0.062483
17.500000	2.164223	0.189817	0.109591
18.500000	2.685432	0.292885	0.169097
19.500000	3.115438	0.304653	0.175892
20.500000	3.247894	0.236507	0.136547
21.500000	2.819034	0.097245	0.056144
22.500000	2.162623	0.059763	0.034504
23.500000	1.497817	0.069530	0.040143
24.500000	0.914968	0.098842	0.057066
25.500000	0.481572	0.110233	0.063643
26.500000	0.199597	0.107675	0.062166
27.500000	0.022158	0.091562	0.052863
28.500000	-0.074666	0.076181	0.043983
29.500000	-0.115348	0.071283	0.041155
30.500000	-0.104500	0.046565	0.026884
31.500000	-0.095000	0.037756	0.021798
32.500000	-0.058063	0.004724	0.002727
33.500000	-0.015733	0.016394	0.009465
34.500000	0.020818	0.008000	0.004619
35.500000	0.023259	0.001119	0.000646
36.500000	0.019101	0.002973	0.001717
37.500000	-0.002388	0.013251	0.007650
38.500000	-0.009890	0.007449	0.004301
39.500000	-0.003277	0.006962	0.004020
40.500000	-0.022277	0.013093	0.007559
41.500000	-0.015705	0.011739	0.006778
42.500000	-0.004085	0.009679	0.005588
43.500000	-0.009093	0.001375	0.000794
44.500000	-0.019795	0.004982	0.002876
45.500000	-0.013251	0.011067	0.006389
46.500000	0.010746	0.005261	0.003038
47.500000	0.023309	0.006430	0.003712
48.500000	0.015859	0.015848	0.009150
49.500000	0.034292	0.020322	0.011733
50.500000	0.063676	0.006974	0.004026
