x	PMF_mean	std_dev	std_error
0.500000	17.448252	0.580045	0.334889
1.500000	17.448252	0.580045	0.334889
2.500000	17.448252	0.580045	0.334889
3.500000	15.648665	2.050874	1.184073
4.500000	12.569819	4.711598	2.720242
5.500000	11.433015	5.685910	3.282762
6.500000	10.224589	6.764512	3.905493
7.500000	7.132834	4.470470	2.581027
8.500000	4.276714	3.089506	1.783727
9.500000	1.965158	2.311602	1.334604
10.500000	0.141903	1.759988	1.016130
11.500000	-1.169891	1.519909	0.877520
12.500000	-2.055060	1.340772	0.774095
13.500000	-2.669664	1.139470	0.657873
14.500000	-2.966890	0.947549	0.547068
15.500000	-2.943214	0.893065	0.515611
16.500000	-2.555545	0.874286	0.504769
17.500000	-1.886534	0.835110	0.482151
18.500000	-0.956817	0.985027	0.568705
19.500000	0.339829	1.033284	0.596567
20.500000	1.618426	0.923569	0.533223
21.500000	2.628314	0.769189	0.444092
22.500000	3.023801	0.482873	0.278787
23.500000	3.239798	0.075089	0.043353
24.500000	2.698212	0.300650	0.173580
25.500000	2.248732	0.603206	0.348261
26.500000	1.686792	0.593837	0.342852
27.500000	1.227375	0.455322	0.262880
28.500000	0.923427	0.384976	0.222266
29.500000	0.661618	0.393661	0.227281
30.500000	0.400628	0.301183	0.173888
31.500000	0.164489	0.348529	0.201223
32.500000	-0.027355	0.359991	0.207841
33.500000	-0.120298	0.335022	0.193425
34.500000	-0.119137	0.307918	0.177776
35.500000	-0.190818	0.289155	0.166944
36.500000	-0.232881	0.265509	0.153292
37.500000	-0.294119	0.170293	0.098319
38.500000	-0.255432	0.094619	0.054629
39.500000	-0.225120	0.092038	0.053138
40.500000	-0.165284	0.130100	0.075113
41.500000	-0.161512	0.223893	0.129265
42.500000	-0.120991	0.092497	0.053403
43.500000	-0.019720	0.043146	0.024910
44.500000	0.046058	0.019877	0.011476
45.500000	0.080409	0.057474	0.033182
46.500000	0.105735	0.032573	0.018806
47.500000	0.091145	0.041571	0.024001
48.500000	0.089378	0.125034	0.072188
49.500000	0.054783	0.260723	0.150529
50.500000	-0.000560	0.299449	0.172887
