x	PMF_mean	std_dev	std_error
0.500000	0.192610	0.963526	0.556292
1.500000	0.013040	1.146846	0.662132
2.500000	-0.400954	1.542525	0.890577
3.500000	-1.164876	2.230686	1.287887
4.500000	-2.188305	2.976983	1.718762
5.500000	-3.340288	3.580239	2.067052
6.500000	-4.460938	4.005601	2.312635
7.500000	-5.490734	4.290555	2.477153
8.500000	-6.364441	4.456082	2.572720
9.500000	-7.035337	4.552753	2.628533
10.500000	-7.494169	4.599096	2.655290
11.500000	-7.715868	4.612381	2.662959
12.500000	-7.688329	4.593088	2.651820
13.500000	-7.405416	4.543060	2.622937
14.500000	-6.874852	4.466594	2.578789
15.500000	-6.121637	4.317030	2.492438
16.500000	-5.220879	4.085209	2.358597
17.500000	-4.168911	3.728153	2.152450
18.500000	-3.143531	3.202135	1.848753
19.500000	-2.208525	2.493770	1.439779
20.500000	-1.519432	1.659636	0.958191
21.500000	-1.014066	0.897980	0.518449
22.500000	-0.685189	0.462600	0.267082
23.500000	-0.538958	0.450256	0.259955
24.500000	-0.390541	0.354238	0.204519
25.500000	-0.270360	0.417848	0.241245
26.500000	-0.218494	0.463606	0.267663
27.500000	-0.266438	0.542842	0.313410
28.500000	-0.267208	0.499447	0.288356
29.500000	-0.341727	0.511256	0.295174
30.500000	-0.314314	0.495175	0.285889
31.500000	-0.385068	0.547754	0.316246
32.500000	-0.347331	0.465635	0.268835
33.500000	-0.303248	0.424136	0.244875
34.500000	-0.332640	0.397351	0.229411
35.500000	-0.242958	0.265533	0.153306
36.500000	-0.212172	0.203441	0.117457
37.500000	-0.130135	0.132486	0.076491
38.500000	-0.186939	0.220767	0.127460
39.500000	-0.086627	0.113865	0.065740
40.500000	-0.035686	0.020747	0.011978
41.500000	0.076094	0.141781	0.081858
42.500000	0.000174	0.087444	0.050486
43.500000	0.027241	0.034903	0.020151
44.500000	-0.129060	0.224651	0.129702
45.500000	-0.107599	0.145209	0.083836
46.500000	-0.048633	0.096976	0.055989
47.500000	-0.004138	0.043302	0.025000
48.500000	0.060843	0.090947	0.052508
49.500000	0.160764	0.186680	0.107780
50.500000	0.148051	0.200767	0.115913
