x	PMF_mean	std_dev	std_error
0.500000	12.773727	0.730869	0.421967
1.500000	12.981686	0.575699	0.332380
2.500000	12.896806	0.537034	0.310057
3.500000	11.530170	0.347890	0.200854
4.500000	9.219639	0.418903	0.241854
5.500000	6.742805	0.556859	0.321502
6.500000	4.512255	0.439206	0.253576
7.500000	2.474907	0.477999	0.275973
8.500000	0.768091	0.344626	0.198970
9.500000	-0.654868	0.287240	0.165838
10.500000	-1.757928	0.232996	0.134521
11.500000	-2.448773	0.207777	0.119960
12.500000	-2.833574	0.190224	0.109826
13.500000	-2.918134	0.207191	0.119622
14.500000	-2.735249	0.254472	0.146919
15.500000	-2.208047	0.323660	0.186865
16.500000	-1.428965	0.334766	0.193277
17.500000	-0.432322	0.311002	0.179557
18.500000	0.545310	0.291547	0.168325
19.500000	1.400571	0.258319	0.149141
20.500000	1.756391	0.141850	0.081897
21.500000	1.633113	0.091435	0.052790
22.500000	1.184404	0.206857	0.119429
23.500000	0.741555	0.264051	0.152450
24.500000	0.365037	0.296098	0.170952
25.500000	0.134777	0.302256	0.174508
26.500000	-0.038156	0.285430	0.164793
27.500000	-0.112719	0.248335	0.143376
28.500000	-0.114876	0.224803	0.129790
29.500000	-0.093076	0.139076	0.080296
30.500000	-0.061297	0.090205	0.052080
31.500000	-0.060165	0.050892	0.029383
32.500000	-0.072352	0.075246	0.043444
33.500000	-0.080638	0.089387	0.051608
34.500000	-0.051387	0.096269	0.055581
35.500000	-0.058831	0.032597	0.018820
36.500000	0.009671	0.024440	0.014111
37.500000	0.002318	0.042774	0.024696
38.500000	0.002134	0.045816	0.026452
39.500000	-0.025896	0.069974	0.040400
40.500000	-0.018712	0.040585	0.023431
41.500000	-0.014903	0.039574	0.022848
42.500000	0.023234	0.011670	0.006737
43.500000	0.027436	0.012053	0.006959
44.500000	0.023448	0.021431	0.012373
45.500000	0.022893	0.049340	0.028486
46.500000	-0.002869	0.016279	0.009398
47.500000	-0.005224	0.021300	0.012297
48.500000	-0.017772	0.029007	0.016747
49.500000	-0.037530	0.064581	0.037286
50.500000	-0.021347	0.086614	0.050006
