#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 84.615 100.000 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
1 69.231 100.000 92.308 87.179 9.245 0.000 0.000 0.000 0.000 0.000
2 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
3 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
4 100.000 100.000 76.923 92.308 7.692 0.000 0.000 0.000 0.000 0.000
5 80.769 92.308 88.462 87.179 3.392 0.000 0.000 0.000 0.000 0.000
6 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
7 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
8 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
9 100.000 69.231 80.769 83.333 8.974 0.000 0.000 0.000 0.000 0.000
10 100.000 76.923 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
11 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
12 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
13 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
14 76.923 100.000 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
15 88.462 92.308 84.615 88.462 2.221 0.000 0.000 0.000 0.000 0.000
16 100.000 100.000 84.615 94.872 5.128 0.000 0.000 0.000 0.000 0.000
17 92.308 100.000 65.385 85.897 10.494 0.000 0.000 0.000 0.000 0.000
18 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
19 92.308 92.308 69.231 84.615 7.692 0.000 0.000 0.000 0.000 0.000
20 84.615 88.462 92.308 88.462 2.221 0.000 0.000 0.000 0.000 0.000
21 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
22 92.308 80.769 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
23 76.923 84.615 88.462 83.333 3.392 0.000 0.000 0.000 0.000 0.000
24 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
25 92.308 76.923 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
26 92.308 69.231 73.077 78.205 7.138 0.000 0.000 0.000 0.000 0.000
27 100.000 76.923 84.615 87.179 6.784 0.000 0.000 0.000 0.000 0.000
28 92.308 100.000 88.462 93.590 3.392 0.000 0.000 0.000 0.000 0.000
29 88.462 84.615 84.615 85.897 1.282 0.000 0.000 0.000 0.000 0.000
30 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
31 69.231 84.615 84.615 79.487 5.128 0.000 0.000 0.000 0.000 0.000
32 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
33 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
34 88.462 100.000 92.308 93.590 3.392 0.000 0.000 0.000 0.000 0.000
35 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
36 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
37 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
38 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
39 69.231 92.308 69.231 76.923 7.692 0.000 0.000 0.000 0.000 0.000
40 92.308 76.923 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
41 88.462 100.000 100.000 96.154 3.846 0.000 0.000 0.000 0.000 0.000
42 84.615 80.769 84.615 83.333 1.282 0.000 0.000 0.000 0.000 0.000
43 84.615 92.308 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
44 100.000 84.615 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
45 92.308 76.923 80.769 83.333 4.623 0.000 0.000 0.000 0.000 0.000
46 80.769 100.000 84.615 88.462 5.875 0.000 0.000 0.000 0.000 0.000
47 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
48 84.615 65.385 84.615 78.205 6.410 0.000 0.000 0.000 0.000 0.000
49 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
50 88.462 84.615 92.308 88.462 2.221 0.000 0.000 0.000 0.000 0.000
51 92.308 84.615 84.615 87.179 2.564 0.000 1.562 0.000 0.521 0.521
52 100.000 88.462 84.615 91.026 4.623 0.000 0.000 0.000 0.000 0.000
53 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
54 92.308 84.615 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
55 76.923 92.308 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
56 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
57 76.923 100.000 80.769 85.897 7.138 0.000 0.000 0.000 0.000 0.000
58 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
59 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
60 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
61 88.462 73.077 100.000 87.179 7.798 0.000 0.000 0.000 0.000 0.000
62 92.308 80.769 76.923 83.333 4.623 0.000 0.000 0.000 0.000 0.000
63 76.923 69.231 92.308 79.487 6.784 0.000 0.000 0.000 0.000 0.000
64 100.000 100.000 76.923 92.308 7.692 0.000 0.000 0.000 0.000 0.000
65 100.000 80.769 100.000 93.590 6.410 0.000 0.000 0.000 0.000 0.000
66 84.615 69.231 80.769 78.205 4.623 0.000 0.000 0.000 0.000 0.000
67 100.000 69.231 92.308 87.179 9.245 0.000 0.000 0.000 0.000 0.000
68 84.615 76.923 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
69 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
70 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
71 69.231 80.769 100.000 83.333 8.974 0.000 0.000 0.000 0.000 0.000
72 80.769 69.231 57.692 69.231 6.662 0.000 0.000 0.000 0.000 0.000
73 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
74 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
75 80.769 84.615 76.923 80.769 2.221 0.000 0.000 0.000 0.000 0.000
76 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
77 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
78 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
79 100.000 80.769 84.615 88.462 5.875 0.000 0.000 0.000 0.000 0.000
80 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
81 80.769 92.308 88.462 87.179 3.392 0.000 0.000 0.000 0.000 0.000
82 88.462 88.462 84.615 87.179 1.282 0.000 0.000 0.000 0.000 0.000
83 84.615 76.923 69.231 76.923 4.441 0.000 0.000 0.000 0.000 0.000
84 100.000 92.308 76.923 89.744 6.784 0.000 0.000 0.000 0.000 0.000
85 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
86 69.231 92.308 92.308 84.615 7.692 0.000 0.000 0.000 0.000 0.000
87 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
88 88.462 92.308 92.308 91.026 1.282 0.000 0.000 0.000 0.000 0.000
89 100.000 100.000 76.923 92.308 7.692 0.000 0.000 0.000 0.000 0.000
90 100.000 92.308 80.769 91.026 5.588 0.000 0.000 0.000 0.000 0.000
91 84.615 76.923 100.000 87.179 6.784 0.000 0.000 0.000 0.000 0.000
92 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
93 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
94 100.000 76.923 84.615 87.179 6.784 0.000 0.000 0.000 0.000 0.000
95 84.615 100.000 73.077 85.897 7.798 0.000 0.000 0.000 0.000 0.000
96 80.769 92.308 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
97 84.615 73.077 92.308 83.333 5.588 0.000 0.000 0.000 0.000 0.000
98 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
99 92.308 88.462 100.000 93.590 3.392 0.000 0.000 0.000 0.000 0.000
100 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
101 80.769 100.000 84.615 88.462 5.875 0.000 0.000 0.000 0.000 0.000
102 84.615 92.308 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
103 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
104 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
105 80.769 100.000 65.385 82.051 10.013 0.000 0.000 0.000 0.000 0.000
106 84.615 92.308 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
107 100.000 84.615 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
108 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
109 92.308 69.231 92.308 84.615 7.692 0.000 0.000 0.000 0.000 0.000
110 84.615 92.308 88.462 88.462 2.221 0.000 0.000 0.000 0.000 0.000
111 84.615 76.923 100.000 87.179 6.784 0.000 0.000 0.000 0.000 0.000
112 69.231 76.923 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
113 84.615 76.923 84.615 82.051 2.564 0.000 0.000 0.000 0.000 0.000
114 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
115 84.615 92.308 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
116 88.462 92.308 69.231 83.333 7.138 0.000 0.000 0.000 0.000 0.000
117 88.462 92.308 100.000 93.590 3.392 0.000 0.000 0.000 0.000 0.000
118 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
119 84.615 92.308 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
120 69.231 84.615 76.923 76.923 4.441 0.000 0.000 0.000 0.000 0.000
