           z         mean           se
  -75.500000     0.000000     0.000000
  -74.500000     0.000007     0.000002
  -73.500000     0.000043     0.000009
  -72.500000     0.000135     0.000019
  -71.500000     0.000358     0.000039
  -70.500000     0.000889     0.000077
  -69.500000     0.001864     0.000093
  -68.500000     0.003349     0.000143
  -67.500000     0.005178     0.000177
  -66.500000     0.006865     0.000154
  -65.500000     0.008093     0.000129
  -64.500000     0.008828     0.000096
  -63.500000     0.009135     0.000079
  -62.500000     0.009304     0.000080
  -61.500000     0.009424     0.000082
  -60.500000     0.009384     0.000143
  -59.500000     0.009311     0.000122
  -58.500000     0.009371     0.000102
  -57.500000     0.009370     0.000087
  -56.500000     0.009360     0.000115
  -55.500000     0.009405     0.000101
  -54.500000     0.009398     0.000113
  -53.500000     0.009354     0.000101
  -52.500000     0.009229     0.000107
  -51.500000     0.009311     0.000115
  -50.500000     0.009312     0.000120
  -49.500000     0.009319     0.000145
  -48.500000     0.009340     0.000146
  -47.500000     0.009317     0.000139
  -46.500000     0.009359     0.000130
  -45.500000     0.009378     0.000145
  -44.500000     0.009419     0.000123
  -43.500000     0.009449     0.000115
  -42.500000     0.009441     0.000131
  -41.500000     0.009405     0.000123
  -40.500000     0.009533     0.000120
  -39.500000     0.009584     0.000150
  -38.500000     0.009573     0.000163
  -37.500000     0.009660     0.000172
  -36.500000     0.009750     0.000166
  -35.500000     0.009832     0.000184
  -34.500000     0.009951     0.000145
  -33.500000     0.010279     0.000194
  -32.500000     0.010584     0.000196
  -31.500000     0.011302     0.000213
  -30.500000     0.012215     0.000256
  -29.500000     0.013523     0.000315
  -28.500000     0.015122     0.000341
  -27.500000     0.016885     0.000415
  -26.500000     0.017858     0.000422
  -25.500000     0.017581     0.000453
  -24.500000     0.015569     0.000438
  -23.500000     0.012255     0.000463
  -22.500000     0.008490     0.000367
  -21.500000     0.005210     0.000197
  -20.500000     0.002938     0.000127
  -19.500000     0.001663     0.000094
  -18.500000     0.000964     0.000091
  -17.500000     0.000544     0.000068
  -16.500000     0.000285     0.000049
  -15.500000     0.000128     0.000024
  -14.500000     0.000043     0.000009
  -13.500000     0.000012     0.000004
  -12.500000     0.000004     0.000002
  -11.500000     0.000001     0.000001
  -10.500000     0.000000     0.000000
   -9.500000     0.000000     0.000000
   -8.500000     0.000000     0.000000
   -7.500000     0.000000     0.000000
   -6.500000     0.000000     0.000000
   -5.500000     0.000000     0.000000
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000000     0.000000
    5.500000     0.000000     0.000000
    6.500000     0.000000     0.000000
    7.500000     0.000000     0.000000
    8.500000     0.000000     0.000000
    9.500000     0.000000     0.000000
   10.500000     0.000000     0.000000
   11.500000     0.000000     0.000000
   12.500000     0.000001     0.000001
   13.500000     0.000009     0.000004
   14.500000     0.000031     0.000009
   15.500000     0.000080     0.000017
   16.500000     0.000207     0.000044
   17.500000     0.000442     0.000054
   18.500000     0.000785     0.000071
   19.500000     0.001419     0.000089
   20.500000     0.002634     0.000117
   21.500000     0.004755     0.000168
   22.500000     0.008165     0.000233
   23.500000     0.011944     0.000302
   24.500000     0.015432     0.000339
   25.500000     0.017732     0.000358
   26.500000     0.017893     0.000305
   27.500000     0.016806     0.000315
   28.500000     0.015041     0.000306
   29.500000     0.013406     0.000241
   30.500000     0.011927     0.000182
   31.500000     0.011100     0.000193
   32.500000     0.010537     0.000186
   33.500000     0.010161     0.000209
   34.500000     0.009929     0.000205
   35.500000     0.009797     0.000195
   36.500000     0.009683     0.000201
   37.500000     0.009602     0.000171
   38.500000     0.009518     0.000164
   39.500000     0.009487     0.000160
   40.500000     0.009431     0.000193
   41.500000     0.009432     0.000196
   42.500000     0.009509     0.000187
   43.500000     0.009540     0.000179
   44.500000     0.009493     0.000170
   45.500000     0.009473     0.000161
   46.500000     0.009518     0.000157
   47.500000     0.009431     0.000163
   48.500000     0.009525     0.000165
   49.500000     0.009392     0.000140
   50.500000     0.009399     0.000139
   51.500000     0.009310     0.000100
   52.500000     0.009331     0.000137
   53.500000     0.009322     0.000149
   54.500000     0.009417     0.000147
   55.500000     0.009287     0.000136
   56.500000     0.009359     0.000122
   57.500000     0.009304     0.000094
   58.500000     0.009390     0.000136
   59.500000     0.009431     0.000081
   60.500000     0.009315     0.000156
   61.500000     0.009374     0.000130
   62.500000     0.009369     0.000143
   63.500000     0.009354     0.000120
   64.500000     0.009272     0.000133
   65.500000     0.009181     0.000122
   66.500000     0.008807     0.000146
   67.500000     0.008109     0.000172
   68.500000     0.006736     0.000200
   69.500000     0.005142     0.000218
   70.500000     0.003303     0.000192
   71.500000     0.001815     0.000115
   72.500000     0.000848     0.000077
   73.500000     0.000344     0.000039
   74.500000     0.000128     0.000020
   75.500000     0.000036     0.000008
   76.500000     0.000007     0.000002
   77.500000     0.000001     0.000000
   78.500000     0.000000     0.000000
