           z         mean           se
  -71.500000     0.000004     0.000001
  -70.500000     0.000030     0.000006
  -69.500000     0.000115     0.000023
  -68.500000     0.000391     0.000053
  -67.500000     0.000918     0.000102
  -66.500000     0.001873     0.000150
  -65.500000     0.003139     0.000193
  -64.500000     0.004369     0.000201
  -63.500000     0.005545     0.000217
  -62.500000     0.006318     0.000203
  -61.500000     0.006721     0.000198
  -60.500000     0.006910     0.000203
  -59.500000     0.006960     0.000204
  -58.500000     0.007028     0.000196
  -57.500000     0.007091     0.000201
  -56.500000     0.007126     0.000199
  -55.500000     0.007097     0.000216
  -54.500000     0.007120     0.000193
  -53.500000     0.007176     0.000233
  -52.500000     0.007215     0.000205
  -51.500000     0.007199     0.000234
  -50.500000     0.007250     0.000218
  -49.500000     0.007308     0.000223
  -48.500000     0.007256     0.000215
  -47.500000     0.007259     0.000234
  -46.500000     0.007180     0.000225
  -45.500000     0.007305     0.000209
  -44.500000     0.007300     0.000203
  -43.500000     0.007206     0.000191
  -42.500000     0.007217     0.000218
  -41.500000     0.007247     0.000230
  -40.500000     0.007264     0.000224
  -39.500000     0.007236     0.000217
  -38.500000     0.007270     0.000212
  -37.500000     0.007350     0.000198
  -36.500000     0.007305     0.000202
  -35.500000     0.007353     0.000233
  -34.500000     0.007312     0.000197
  -33.500000     0.007283     0.000197
  -32.500000     0.007277     0.000167
  -31.500000     0.007217     0.000201
  -30.500000     0.007235     0.000194
  -29.500000     0.007184     0.000177
  -28.500000     0.007151     0.000162
  -27.500000     0.007104     0.000176
  -26.500000     0.006900     0.000202
  -25.500000     0.006602     0.000192
  -24.500000     0.005906     0.000161
  -23.500000     0.005186     0.000154
  -22.500000     0.004481     0.000152
  -21.500000     0.003813     0.000165
  -20.500000     0.003749     0.000215
  -19.500000     0.004496     0.000263
  -18.500000     0.006314     0.000388
  -17.500000     0.009411     0.000582
  -16.500000     0.013913     0.000806
  -15.500000     0.019164     0.001152
  -14.500000     0.023935     0.001307
  -13.500000     0.026909     0.001421
  -12.500000     0.026019     0.001503
  -11.500000     0.021820     0.001413
  -10.500000     0.015626     0.000976
   -9.500000     0.009598     0.000696
   -8.500000     0.005134     0.000357
   -7.500000     0.002310     0.000202
   -6.500000     0.001000     0.000127
   -5.500000     0.000415     0.000090
   -4.500000     0.000182     0.000047
   -3.500000     0.000088     0.000023
   -2.500000     0.000051     0.000011
   -1.500000     0.000047     0.000009
   -0.500000     0.000058     0.000017
    0.500000     0.000047     0.000013
    1.500000     0.000048     0.000015
    2.500000     0.000050     0.000015
    3.500000     0.000068     0.000011
    4.500000     0.000155     0.000020
    5.500000     0.000408     0.000046
    6.500000     0.001038     0.000091
    7.500000     0.002401     0.000228
    8.500000     0.004945     0.000417
    9.500000     0.009191     0.000704
   10.500000     0.014862     0.000980
   11.500000     0.020622     0.001161
   12.500000     0.024606     0.001153
   13.500000     0.025733     0.001035
   14.500000     0.023687     0.001011
   15.500000     0.018831     0.000891
   16.500000     0.013523     0.000674
   17.500000     0.009046     0.000471
   18.500000     0.006060     0.000355
   19.500000     0.004258     0.000256
   20.500000     0.003533     0.000167
   21.500000     0.003743     0.000135
   22.500000     0.004409     0.000134
   23.500000     0.005095     0.000099
   24.500000     0.005862     0.000140
   25.500000     0.006419     0.000174
   26.500000     0.006757     0.000121
   27.500000     0.007058     0.000158
   28.500000     0.007116     0.000138
   29.500000     0.007182     0.000140
   30.500000     0.007135     0.000140
   31.500000     0.007120     0.000130
   32.500000     0.007034     0.000151
   33.500000     0.007083     0.000164
   34.500000     0.007033     0.000145
   35.500000     0.006982     0.000169
   36.500000     0.006938     0.000184
   37.500000     0.007026     0.000176
   38.500000     0.007044     0.000171
   39.500000     0.007022     0.000182
   40.500000     0.007015     0.000191
   41.500000     0.007005     0.000193
   42.500000     0.006953     0.000163
   43.500000     0.007012     0.000205
   44.500000     0.006937     0.000191
   45.500000     0.007015     0.000195
   46.500000     0.006988     0.000198
   47.500000     0.007005     0.000185
   48.500000     0.007017     0.000239
   49.500000     0.006991     0.000225
   50.500000     0.006985     0.000227
   51.500000     0.006972     0.000214
   52.500000     0.007071     0.000241
   53.500000     0.007018     0.000244
   54.500000     0.006997     0.000206
   55.500000     0.006950     0.000216
   56.500000     0.007004     0.000234
   57.500000     0.007010     0.000233
   58.500000     0.006974     0.000200
   59.500000     0.006964     0.000212
   60.500000     0.006939     0.000198
   61.500000     0.006956     0.000184
   62.500000     0.006969     0.000221
   63.500000     0.006870     0.000195
   64.500000     0.006641     0.000197
   65.500000     0.006157     0.000194
   66.500000     0.005254     0.000216
   67.500000     0.004087     0.000193
   68.500000     0.002777     0.000167
   69.500000     0.001572     0.000140
   70.500000     0.000779     0.000093
   71.500000     0.000294     0.000043
   72.500000     0.000090     0.000017
   73.500000     0.000016     0.000004
   74.500000     0.000001     0.000001
   75.500000     0.000000     0.000000
