#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
1 100.000 84.615 69.231 84.615 8.882 0.000 0.000 0.000 0.000 0.000
2 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
3 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
4 100.000 100.000 84.615 94.872 5.128 0.000 0.000 0.000 0.000 0.000
5 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
6 92.308 100.000 88.462 93.590 3.392 0.000 0.000 0.000 0.000 0.000
7 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
8 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
9 88.462 92.308 100.000 93.590 3.392 0.000 0.000 0.000 0.000 0.000
10 88.462 100.000 92.308 93.590 3.392 0.000 0.000 0.000 0.000 0.000
11 73.077 84.615 84.615 80.769 3.846 0.000 0.000 0.000 0.000 0.000
12 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
13 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
14 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
15 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
16 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
17 80.769 84.615 100.000 88.462 5.875 0.000 0.000 0.000 0.000 0.000
18 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
19 84.615 76.923 100.000 87.179 6.784 0.000 0.000 0.000 0.000 0.000
20 88.462 92.308 88.462 89.744 1.282 0.000 0.000 0.000 0.000 0.000
21 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
22 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
23 100.000 76.923 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
24 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
25 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
26 100.000 100.000 73.077 91.026 8.974 0.000 0.000 0.000 0.000 0.000
27 100.000 76.923 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
28 61.538 73.077 100.000 78.205 11.395 0.000 0.000 0.000 0.000 0.000
29 100.000 69.231 92.308 87.179 9.245 0.000 0.000 0.000 0.000 0.000
30 92.308 92.308 76.923 87.179 5.128 0.000 0.000 0.000 0.000 0.000
31 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
32 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
33 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
34 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
35 80.769 92.308 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
36 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
37 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
38 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
39 84.615 84.615 84.615 84.615 0.000 0.000 0.000 0.000 0.000 0.000
40 100.000 100.000 84.615 94.872 5.128 0.000 0.000 0.000 0.000 0.000
41 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
42 84.615 100.000 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
43 84.615 73.077 100.000 85.897 7.798 0.000 0.000 0.000 0.000 0.000
44 84.615 92.308 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
45 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
46 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
47 76.923 92.308 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
48 84.615 92.308 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
49 92.308 76.923 92.308 87.179 5.128 0.000 0.000 0.000 0.000 0.000
50 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
51 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
52 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
53 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
54 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
55 100.000 84.615 76.923 87.179 6.784 0.000 0.000 0.000 0.000 0.000
56 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
57 73.077 92.308 92.308 85.897 6.410 0.000 0.000 0.000 0.000 0.000
58 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
59 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
60 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
61 80.769 92.308 100.000 91.026 5.588 0.000 0.000 0.000 0.000 0.000
62 80.769 92.308 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
63 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
64 76.923 100.000 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
65 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
66 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
67 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
68 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
69 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
70 76.923 73.077 76.923 75.641 1.282 0.000 0.000 0.000 0.000 0.000
71 84.615 100.000 80.769 88.462 5.875 0.000 0.000 0.000 0.000 0.000
72 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
73 92.308 76.923 100.000 89.744 6.784 0.000 0.000 0.000 0.000 0.000
74 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
75 100.000 100.000 76.923 92.308 7.692 0.000 0.000 0.000 0.000 0.000
76 76.923 84.615 100.000 87.179 6.784 0.000 0.000 0.000 0.000 0.000
77 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
78 92.308 61.538 88.462 80.769 9.679 0.000 0.000 0.000 0.000 0.000
79 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
80 84.615 76.923 84.615 82.051 2.564 0.000 0.000 0.000 0.000 0.000
81 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
82 69.231 92.308 88.462 83.333 7.138 0.000 0.000 0.000 0.000 0.000
83 84.615 57.692 88.462 76.923 9.679 0.000 0.000 0.000 0.000 0.000
84 80.769 92.308 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
85 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
86 92.308 84.615 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
87 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
88 100.000 76.923 76.923 84.615 7.692 0.000 0.000 0.000 0.000 0.000
89 92.308 92.308 76.923 87.179 5.128 0.000 0.000 0.000 0.000 0.000
90 100.000 84.615 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
91 100.000 76.923 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
92 100.000 76.923 76.923 84.615 7.692 0.000 0.000 0.000 0.000 0.000
93 100.000 92.308 76.923 89.744 6.784 0.000 0.000 0.000 0.000 0.000
94 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
95 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
96 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
97 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
98 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
99 65.385 92.308 84.615 80.769 8.006 0.000 0.000 0.000 0.000 0.000
100 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
