x	PMF_mean	std_dev	std_error
0.500000	13.297132	0.023758	0.013716
1.500000	13.297132	0.023758	0.013716
2.500000	13.297132	0.023758	0.013716
3.500000	13.297132	0.023758	0.013716
4.500000	13.297132	0.023758	0.013716
5.500000	13.293877	0.023366	0.013490
6.500000	13.293877	0.023366	0.013490
7.500000	13.249376	0.075090	0.043353
8.500000	13.018719	0.313597	0.181055
9.500000	12.496536	0.685760	0.395923
10.500000	11.514399	1.405694	0.811578
11.500000	10.543204	1.836822	1.060490
12.500000	9.672978	2.010835	1.160956
13.500000	8.503291	1.746711	1.008464
14.500000	7.570534	1.599669	0.923569
15.500000	7.094549	1.502283	0.867344
16.500000	7.173136	1.261030	0.728056
17.500000	7.284481	1.113235	0.642727
18.500000	7.213461	1.084681	0.626241
19.500000	6.754591	0.924093	0.533526
20.500000	6.104835	0.563511	0.325343
21.500000	5.179685	0.407102	0.235040
22.500000	4.203476	0.224742	0.129755
23.500000	3.332188	0.090578	0.052295
24.500000	2.497064	0.030201	0.017436
25.500000	1.877570	0.037948	0.021909
26.500000	1.345447	0.014409	0.008319
27.500000	0.933125	0.039899	0.023036
28.500000	0.602498	0.058416	0.033727
29.500000	0.353898	0.105693	0.061022
30.500000	0.203391	0.096444	0.055682
31.500000	0.086381	0.091334	0.052732
32.500000	0.027615	0.059782	0.034515
33.500000	0.008350	0.048448	0.027971
34.500000	-0.008449	0.029228	0.016875
35.500000	0.002581	0.030475	0.017595
36.500000	-0.005577	0.027514	0.015885
37.500000	0.009576	0.028186	0.016273
38.500000	0.007875	0.021915	0.012653
39.500000	0.011426	0.029976	0.017306
40.500000	0.019253	0.021198	0.012239
41.500000	0.001777	0.005730	0.003308
42.500000	0.001554	0.031826	0.018375
43.500000	-0.007502	0.047212	0.027258
44.500000	0.011276	0.039996	0.023091
45.500000	-0.007525	0.012099	0.006985
46.500000	-0.033821	0.005459	0.003152
47.500000	-0.016071	0.039070	0.022557
48.500000	-0.006826	0.062648	0.036170
49.500000	0.037883	0.041702	0.024076
50.500000	0.052073	0.091237	0.052676
