x	PMF_mean	std_dev	std_error
0.500000	12.785632	0.072727	0.041989
1.500000	12.785632	0.072727	0.041989
2.500000	12.785632	0.072727	0.041989
3.500000	12.785632	0.072727	0.041989
4.500000	12.785632	0.072727	0.041989
5.500000	12.785632	0.072727	0.041989
6.500000	12.785632	0.072727	0.041989
7.500000	12.785632	0.072727	0.041989
8.500000	12.785632	0.072727	0.041989
9.500000	12.779633	0.074142	0.042806
10.500000	12.658324	0.176000	0.101613
11.500000	12.265945	0.401892	0.232032
12.500000	11.616120	0.917225	0.529560
13.500000	10.759706	1.363891	0.787443
14.500000	9.729531	1.589720	0.917825
15.500000	8.609112	1.580835	0.912695
16.500000	7.410552	1.344327	0.776148
17.500000	6.391477	1.192383	0.688423
18.500000	5.601172	0.923512	0.533190
19.500000	4.926489	0.697952	0.402963
20.500000	4.239426	0.492141	0.284137
21.500000	3.425264	0.279973	0.161643
22.500000	2.495360	0.250763	0.144778
23.500000	1.579960	0.299469	0.172898
24.500000	0.736676	0.312717	0.180547
25.500000	0.060013	0.271468	0.156732
26.500000	-0.427748	0.187232	0.108099
27.500000	-0.708867	0.112080	0.064709
28.500000	-0.825722	0.099121	0.057227
29.500000	-0.814071	0.087298	0.050402
30.500000	-0.745524	0.088551	0.051125
31.500000	-0.653615	0.082568	0.047671
32.500000	-0.546465	0.103162	0.059560
33.500000	-0.471842	0.105896	0.061139
34.500000	-0.430022	0.094300	0.054444
35.500000	-0.351446	0.083736	0.048345
36.500000	-0.256724	0.071925	0.041526
37.500000	-0.212450	0.073262	0.042298
38.500000	-0.154897	0.050717	0.029281
39.500000	-0.095523	0.044174	0.025504
40.500000	-0.030317	0.072218	0.041695
41.500000	0.009259	0.044702	0.025808
42.500000	0.038020	0.022318	0.012885
43.500000	0.026470	0.047867	0.027636
44.500000	-0.010978	0.057431	0.033158
45.500000	-0.026908	0.039295	0.022687
46.500000	-0.012442	0.019538	0.011280
47.500000	-0.002963	0.060689	0.035039
48.500000	0.006173	0.046310	0.026737
49.500000	0.003686	0.083064	0.047957
50.500000	0.033212	0.071206	0.041111
