x	PMF_mean	std_dev	std_error
0.500000	-16.741265	0.026347	0.015211
1.500000	-16.605078	0.022704	0.013108
2.500000	-16.325209	0.029436	0.016995
3.500000	-15.931125	0.017392	0.010041
4.500000	-15.439551	0.016502	0.009528
5.500000	-14.926261	0.004660	0.002691
6.500000	-14.441060	0.019144	0.011053
7.500000	-13.990501	0.031401	0.018130
8.500000	-13.582473	0.031777	0.018347
9.500000	-13.201972	0.042412	0.024486
10.500000	-12.783446	0.034486	0.019910
11.500000	-12.215388	0.043595	0.025170
12.500000	-11.436556	0.050307	0.029045
13.500000	-10.360805	0.090015	0.051970
14.500000	-8.984369	0.130505	0.075347
15.500000	-7.351360	0.227201	0.131175
16.500000	-5.484319	0.305293	0.176261
17.500000	-3.542433	0.252121	0.145562
18.500000	-1.743258	0.205875	0.118862
19.500000	-0.600602	0.096510	0.055720
20.500000	-0.171148	0.032926	0.019010
21.500000	-0.014592	0.032331	0.018666
22.500000	-0.003615	0.013657	0.007885
23.500000	-0.000848	0.009173	0.005296
24.500000	0.002624	0.004544	0.002624
25.500000	0.002624	0.004544	0.002624
26.500000	0.002624	0.004544	0.002624
27.500000	0.002624	0.004544	0.002624
28.500000	0.002624	0.004544	0.002624
29.500000	0.002624	0.004544	0.002624
30.500000	0.002624	0.004544	0.002624
31.500000	0.002624	0.004544	0.002624
32.500000	0.002624	0.004544	0.002624
33.500000	0.002624	0.004544	0.002624
34.500000	0.002624	0.004544	0.002624
35.500000	0.002624	0.004544	0.002624
36.500000	0.002624	0.004544	0.002624
37.500000	0.002624	0.004544	0.002624
38.500000	0.002624	0.004544	0.002624
39.500000	0.002624	0.004544	0.002624
40.500000	0.002624	0.004544	0.002624
41.500000	0.002624	0.004544	0.002624
42.500000	0.002624	0.004544	0.002624
43.500000	0.002624	0.004544	0.002624
44.500000	0.002624	0.004544	0.002624
45.500000	0.002624	0.004544	0.002624
46.500000	0.002624	0.004544	0.002624
47.500000	0.002624	0.004544	0.002624
48.500000	-0.002248	0.003894	0.002248
49.500000	-0.018741	0.032461	0.018741
50.500000	-0.014648	0.025372	0.014648
