x	PMF_mean	std_dev	std_error
0.500000	3.820869	0.844552	0.487602
1.500000	3.346297	0.879534	0.507799
2.500000	2.124732	0.980226	0.565934
3.500000	0.299124	1.096774	0.633223
4.500000	-1.948495	1.063412	0.613961
5.500000	-4.203357	1.048104	0.605123
6.500000	-6.247936	1.031373	0.595464
7.500000	-7.966549	0.993549	0.573626
8.500000	-9.395640	0.948414	0.547567
9.500000	-10.533050	0.904060	0.521960
10.500000	-11.411857	0.861711	0.497509
11.500000	-12.010084	0.858253	0.495512
12.500000	-12.337675	0.857437	0.495042
13.500000	-12.370176	0.846339	0.488634
14.500000	-12.110808	0.829096	0.478679
15.500000	-11.544527	0.824806	0.476202
16.500000	-10.668501	0.833042	0.480957
17.500000	-9.484089	0.828124	0.478118
18.500000	-8.036440	0.836918	0.483195
19.500000	-6.352004	0.810557	0.467975
20.500000	-4.607254	0.750106	0.433074
21.500000	-2.909863	0.600581	0.346746
22.500000	-1.638706	0.570596	0.329434
23.500000	-0.640349	0.416537	0.240488
24.500000	-0.140683	0.353930	0.204342
25.500000	0.155207	0.208983	0.120656
26.500000	0.369358	0.043681	0.025219
27.500000	0.389312	0.168134	0.097072
28.500000	0.402763	0.337981	0.195133
29.500000	0.491750	0.391391	0.225970
30.500000	0.494034	0.442312	0.255369
31.500000	0.433301	0.519177	0.299747
32.500000	0.409195	0.406517	0.234702
33.500000	0.417824	0.273244	0.157758
34.500000	0.340075	0.176398	0.101844
35.500000	0.218077	0.083050	0.047949
36.500000	0.157711	0.078221	0.045161
37.500000	0.127125	0.287086	0.165749
38.500000	0.183389	0.370661	0.214001
39.500000	0.146478	0.354712	0.204793
40.500000	0.095748	0.240515	0.138861
41.500000	0.120386	0.223937	0.129290
42.500000	0.056936	0.080404	0.046422
43.500000	0.101822	0.019594	0.011313
44.500000	0.030992	0.081459	0.047030
45.500000	-0.021194	0.104334	0.060237
46.500000	-0.058551	0.135667	0.078328
47.500000	-0.118174	0.094538	0.054582
48.500000	-0.063274	0.071926	0.041526
49.500000	-0.144691	0.066320	0.038290
50.500000	-0.080349	0.032261	0.018626
