x	PMF_mean	std_dev	std_error
0.500000	17.491017	0.041815	0.024142
1.500000	17.491017	0.041815	0.024142
2.500000	17.491017	0.041815	0.024142
3.500000	17.491017	0.041815	0.024142
4.500000	16.754738	0.657331	0.379510
5.500000	16.501253	0.966295	0.557891
6.500000	15.239362	0.373525	0.215654
7.500000	13.525295	0.044913	0.025930
8.500000	11.463093	0.368255	0.212612
9.500000	9.199805	0.639457	0.369191
10.500000	7.158797	0.697245	0.402554
11.500000	5.479453	0.640852	0.369996
12.500000	4.278701	0.552345	0.318897
13.500000	3.454274	0.469958	0.271330
14.500000	2.956461	0.376524	0.217386
15.500000	2.758841	0.280119	0.161727
16.500000	2.897695	0.198844	0.114802
17.500000	3.237832	0.150156	0.086692
18.500000	3.678162	0.160390	0.092601
19.500000	3.998548	0.244894	0.141389
20.500000	3.933616	0.238195	0.137522
21.500000	3.394484	0.184580	0.106567
22.500000	2.665461	0.145186	0.083823
23.500000	1.981817	0.091254	0.052685
24.500000	1.372009	0.061376	0.035436
25.500000	0.908303	0.049047	0.028317
26.500000	0.574960	0.058932	0.034024
27.500000	0.320934	0.052120	0.030092
28.500000	0.175792	0.045012	0.025988
29.500000	0.077946	0.033393	0.019280
30.500000	0.020028	0.016629	0.009601
31.500000	-0.019343	0.028959	0.016719
32.500000	-0.036128	0.050123	0.028939
33.500000	-0.023703	0.044179	0.025507
34.500000	-0.011898	0.043427	0.025073
35.500000	0.003779	0.040395	0.023322
36.500000	-0.003346	0.041200	0.023787
37.500000	-0.008153	0.045046	0.026007
38.500000	-0.000986	0.039678	0.022908
39.500000	-0.004326	0.022543	0.013015
40.500000	-0.005841	0.016668	0.009623
41.500000	-0.004488	0.012516	0.007226
42.500000	-0.001403	0.024264	0.014009
43.500000	-0.003204	0.018396	0.010621
44.500000	-0.007497	0.017212	0.009938
45.500000	-0.010397	0.018674	0.010781
46.500000	-0.008722	0.013280	0.007667
47.500000	0.000007	0.018656	0.010771
48.500000	0.012910	0.031054	0.017929
49.500000	0.028637	0.036779	0.021234
50.500000	0.047961	0.046410	0.026795
51.500000	0.052451	0.032565	0.018801
52.500000	0.058362	0.029420	0.016985
53.500000	0.045659	0.038513	0.022236
54.500000	0.033534	0.047683	0.027530
55.500000	0.024026	0.058823	0.033961
56.500000	0.020844	0.053877	0.031106
57.500000	0.017160	0.037905	0.021885
58.500000	0.017947	0.038735	0.022364
59.500000	0.014349	0.046324	0.026745
60.500000	0.011661	0.053761	0.031039
61.500000	0.013516	0.067338	0.038878
62.500000	0.019106	0.084039	0.048520
63.500000	0.023032	0.094556	0.054592
64.500000	0.043500	0.099580	0.057493
65.500000	0.079333	0.116822	0.067447
66.500000	0.159776	0.127671	0.073711
67.500000	0.328776	0.112496	0.064950
68.500000	0.655038	0.097921	0.056535
69.500000	1.227878	0.093005	0.053697
70.500000	2.058922	0.099138	0.057237
71.500000	3.227754	0.062680	0.036188
72.500000	4.756868	0.046403	0.026791
73.500000	6.699930	0.071644	0.041363
74.500000	9.036917	0.193647	0.111802
75.500000	11.683776	0.439939	0.253999
76.500000	14.378432	0.797962	0.460704
77.500000	16.301656	1.235585	0.713365
78.500000	17.119480	0.621890	0.359049
79.500000	17.491017	0.041815	0.024142
80.500000	17.491017	0.041815	0.024142
