x	PMF_mean	std_dev	std_error
0.500000	2.987821	0.495708	0.286197
1.500000	2.968696	0.530443	0.306251
2.500000	2.909749	0.484465	0.279706
3.500000	2.814056	0.385206	0.222399
4.500000	2.603065	0.304489	0.175797
5.500000	2.079776	0.246913	0.142555
6.500000	1.166825	0.223249	0.128893
7.500000	-0.093602	0.185164	0.106904
8.500000	-1.364073	0.156773	0.090513
9.500000	-2.499497	0.164488	0.094967
10.500000	-3.367302	0.190469	0.109967
11.500000	-3.933366	0.223368	0.128961
12.500000	-4.158642	0.241059	0.139175
13.500000	-4.065928	0.261350	0.150891
14.500000	-3.643849	0.277826	0.160403
15.500000	-2.930028	0.298447	0.172309
16.500000	-1.951919	0.297400	0.171704
17.500000	-0.809893	0.255729	0.147645
18.500000	0.379013	0.204625	0.118140
19.500000	1.484207	0.166540	0.096152
20.500000	2.221390	0.203940	0.117745
21.500000	2.397016	0.152930	0.088294
22.500000	2.054734	0.130342	0.075253
23.500000	1.487115	0.127943	0.073868
24.500000	0.922156	0.150668	0.086988
25.500000	0.487413	0.179516	0.103644
26.500000	0.169495	0.198305	0.114492
27.500000	-0.033688	0.213384	0.123197
28.500000	-0.139839	0.204120	0.117849
29.500000	-0.184545	0.199505	0.115184
30.500000	-0.185287	0.169123	0.097643
31.500000	-0.154523	0.164473	0.094958
32.500000	-0.137643	0.146078	0.084338
33.500000	-0.099776	0.132465	0.076479
34.500000	-0.091385	0.109585	0.063269
35.500000	-0.076132	0.093688	0.054091
36.500000	-0.066326	0.073285	0.042311
37.500000	-0.059344	0.049872	0.028793
38.500000	-0.037845	0.042158	0.024340
39.500000	-0.036792	0.011440	0.006605
40.500000	-0.023527	0.007092	0.004095
41.500000	-0.019937	0.007583	0.004378
42.500000	-0.009155	0.012723	0.007345
43.500000	-0.008827	0.001741	0.001005
44.500000	-0.001842	0.014287	0.008249
45.500000	0.009603	0.015723	0.009078
46.500000	0.012615	0.017267	0.009969
47.500000	0.017112	0.008566	0.004946
48.500000	0.010490	0.022077	0.012746
49.500000	0.013469	0.025839	0.014918
50.500000	0.026201	0.021212	0.012247
51.500000	0.035052	0.024943	0.014401
52.500000	0.025049	0.017287	0.009981
53.500000	0.021101	0.019211	0.011091
54.500000	0.017170	0.044027	0.025419
55.500000	0.031154	0.056666	0.032716
56.500000	0.008168	0.074675	0.043113
57.500000	0.012006	0.074263	0.042876
58.500000	0.001705	0.064920	0.037482
59.500000	-0.003000	0.062060	0.035830
60.500000	0.008405	0.066369	0.038318
61.500000	0.013578	0.057450	0.033169
62.500000	0.055013	0.043330	0.025017
63.500000	0.195102	0.051660	0.029826
64.500000	0.479469	0.062591	0.036137
65.500000	0.993598	0.089850	0.051875
66.500000	1.777255	0.156287	0.090232
67.500000	2.853259	0.308538	0.178135
68.500000	4.339529	0.486080	0.280639
69.500000	6.210219	0.622202	0.359228
70.500000	8.538221	0.685032	0.395503
71.500000	11.213724	0.593680	0.342761
72.500000	13.940764	0.166247	0.095983
73.500000	16.116638	0.125315	0.072350
74.500000	16.116638	0.125315	0.072350
75.500000	16.116638	0.125315	0.072350
