#resid average_duration max_duration persistent_contacts
1 4.006410256410256 26 780
10 4.352542372881356 21 590
11 4.010526315789473 22 760
12 4.069252077562327 22 722
13 4.210220673635308 25 861
14 4.778085991678225 94 721
15 4.141909814323608 22 754
16 4.7093791281373845 94 757
17 4.046676096181047 25 707
18 4.040298507462687 26 670
19 4.445277361319341 74 667
2 4.25948406676783 29 659
20 4.190476190476191 27 756
21 4.171355498721228 33 782
22 4.445214979195562 38 721
23 4.206119162640902 38 621
24 3.969401947148818 21 719
25 4.472140762463343 29 682
26 4.312574850299401 25 835
3 4.224093264248705 22 772
4 4.371629542790153 28 853
5 3.9709141274238227 26 722
6 4.340702210663199 27 769
7 4.261183261183261 33 693
8 4.270992366412214 35 786
9 4.165666266506602 35 833
#TOTAL_CONTACTS 49799 for 10100 frames
