#resid average_duration max_duration persistent_contacts
1 4.127465857359636 24 659
10 4.142433234421365 21 674
11 4.121167883211679 24 685
12 4.649152542372882 81 590
13 4.141337386018237 41 658
14 4.146739130434782 25 552
15 3.930591259640103 28 778
16 4.388193202146691 40 559
17 4.271513353115727 30 674
18 4.02411575562701 24 622
19 4.165242165242165 23 702
2 4.306870229007633 40 655
20 4.1763191763191765 20 777
21 4.3753315649867375 27 754
22 4.396196513470682 66 631
23 4.368499257057949 81 673
24 4.196899224806201 29 645
25 4.25542570951586 23 599
26 4.302197802197802 33 728
3 4.248579545454546 42 704
4 3.8683385579937304 18 638
5 4.132876712328767 33 730
6 4.333834586466166 42 665
7 4.282700421940929 25 711
8 4.119515885022693 66 661
9 4.32258064516129 29 682
#TOTAL_CONTACTS 44962 for 10100 frames
